sigun_nm,bizplc_nm,licensg_ymd,refine_road_nm_addr,refine_lotno_addr,refine_zipno,refine_wgs84_lat,refine_wgs84_logt,licensg_rtrcn_ymd,bsn_state_nm,clsbiz_ymd,locplc_faclt_telno_dtls,xcrd_vl,ycrd_vl,parmacy_bsn_ar,apnt_ymd
,본약국,20161226,"경기도 안산시 상록구 석호로 320, 1층 (본오동)",경기도 안산시 상록구 본오동 862번지 8호,15551,37.2932347,126.8660425,,영업중,,031-419-6780,188051.847573843,421264.655610814,,
,본약국,20170302,"경기도 수원시 영통구 중부대로 293-3, 101호 (원천동)",경기도 수원시 영통구 원천동 78번지 3호,16503,37.274021,127.047611,,영업중,,031-212-9566,204155.925584187,419123.029040709,,
,본약국,20211118,"경기도 고양시 덕양구 중앙로557번길 11, 삼정플라자 101호 (행신동)",경기도 고양시 덕양구 행신동 996 삼정플라자,10518,37.6229431,126.8350139,,영업중,,031-970-1088,185365.363339976,457857.613684689,,
,본약국,20080205,경기도 구리시 건원대로99번길 134 (인창동),경기도 구리시 인창동 313-24,11918,37.6044631,127.13931,,영업중,,031-565-7377,212231.308498199,455801.720184102,,
,본약국,20040826,"경기도 군포시 산본로386번길 4-11, 2층 (산본동)","경기도 군포시 산본동 1095-1,2(1층)",15818,37.3642865,126.9308538,,폐업,20050722,031-399-2345,193796.901069837,429148.884337732,,
,본약국,20250609,"경기도 안산시 단원구 광덕대로 244, 1층 (고잔동)",경기도 안산시 단원구 고잔동 529-6,15359,37.3184181,126.8314313,,영업중,,031-439-2347,184987.711026896,424056.872389406,,
,본약국,20140519,"경기도 안산시 상록구 석호로 320, 1층 (본오동)",경기도 안산시 상록구 본오동 862번지 8호 외1필지 1층,15551,37.2932347,126.8660425,,폐업,20161225,031-419-6780,188051.847573843,421264.655610814,,
,본약국,20040825,"경기도 안양시 동안구 흥안대로456번길 11, 105호 (평촌동, 본프라자상가)",경기도 안양시 동안구 평촌동 69번지 1호,14061,37.3947563,126.9764688,,영업중,,031-421-5810,197848.081850486,432525.750580318,,
,본약국,20050722,"경기도 군포시 산본로386번길 4-11, 1층 (산본동)","경기도 군포시 산본동 1095-1,2 (1층)",15818,37.3642865,126.9308538,,폐업,20050722,031-399-2345,193796.901069837,429148.884337732,,
,본약국,20071015,"경기도 안산시 상록구 석호로 320, 1층 (본오동)",경기도 안산시 상록구 본오동 862-8번지 1층,15551,37.2932347,126.8660425,,폐업,20090328,031-419-6780,188051.847573843,421264.655610814,,
,본약국,20051024,"경기도 군포시 산본로386번길 4-11, 1층 (산본동)","경기도 군포시 산본동 1095-1,2 (1층)",15818,37.3642865,126.9308538,,폐업,20210630,031-399-2345,193796.901069837,429148.884337732,,
,본약국,20090330,"경기도 안산시 상록구 석호로 320 (본오동,외1필지 1층)",경기도 안산시 상록구 본오동 862번지 8호 외1필지 1층,15551,37.2932347,126.8660425,,폐업,20101230,031-419-6780,188051.847573843,421264.655610814,,
,본약국,20101230,"경기도 안산시 상록구 석호로 320, 1층 (본오동)",경기도 안산시 상록구 본오1동 862번지 8호 1층,15551,37.2932347,126.8660425,,폐업,20140519,031-419-6780,188051.847573843,421264.655610814,,
,본오메디컬약국,20230828,"경기도 안산시 상록구 샘골로 149, 녹원프라자 101호 (본오동)",경기도 안산시 상록구 본오동 879-13 녹원프라자,15539,37.2972017,126.8628613,,영업중,,031-407-1015,187768.637424888,421699.404395253,,
,본오약국,20080901,"경기도 안산시 상록구 각골로 68-1, 1층 (본오동)",경기도 안산시 상록구 본오동 769번지 수명빌딩 1층,15544,37.2955699,126.8729279,,폐업,20100112,031-417-3438,188664.150687821,421518.025040321,,
,본오약국,20150828,경기도 안산시 상록구 선암로 43 (본오동),경기도 안산시 상록구 본오동 926번지 7호,15563,37.2888498,126.8635748,,폐업,20211001,031-501-7555,187833.008953855,420771.758892755,,
,본오우리약국,20080822,"경기도 안산시 상록구 샘골로 120, 105, 106호 (본오동)","경기도 안산시 상록구 본오동 871-11번지 105,106호",15541,37.2945358,126.8632674,,폐업,20110630,031-406-4085,187805.865125846,421403.68777773,,
,본원약국,20070510,"경기도 안산시 상록구 오목로 45, 1층 (본오동)",경기도 안산시 상록구 본오1동 904-12번지 1층,15554,37.2904872,126.8630082,,폐업,20110428,031-416-9623,187781.447425963,420955.027780426,,
,본이화약국,20050430,경기도 안양시 동안구 경수대로 454,경기도 안양시 동안구 호계3동 804-9 유환프라자 501호,14125,37.3637399,126.9604,,폐업,20060728,031-477-1108,,,,
,본초당한약국,20080619,경기도 평택시 탄현로326번길 32,경기도 평택시 지산동 757-5,17757,37.0809319,127.0575703,,폐업,20100106,031-668-7582,,,,
,본초당한약국,20061222,경기도 안성시 서운면 바우덕이로 326,경기도 안성시 서운면 신능리 175-5,17606,36.9637354,127.2779649,,폐업,20081031,031-671-4222,,,,
,본초약국,20000331,"경기도 군포시 산본로323번길 16-15, 406호 (산본동, 광림빌딩)",경기도 군포시 산본동 1135 광림빌딩 406,15865,37.3594045,126.9315908,,폐업,20020319,,193867.922505489,428599.42959244,,
,본초원 한약국,20050429,"경기도 안산시 상록구 예술광장로 23, 2층 202호 (월피동)",경기도 안산시 상록구 월피동 445-28 월피프라자 202호,15288,37.3290856,126.8466992,,폐업,20090615,031-414-1333,186341.623274183,425240.465229541,,
,본초한약국,20061102,경기도 안양시 만안구 안양로329번길 108,경기도 안양시 만안구 안양동 900-10번지 3층(301호),14005,37.4013274,126.9131289,,폐업,20081113,031-442-8778,,,,
,본한약국,20040915,경기도 수원시 장안구 수성로261번길 17,경기도 수원시 장안구 정자2동 74-33,16317,37.2905882,127.0004322,,폐업,20090901,031-247-1575,,,,
,봄날약국,20170517,"경기도 시흥시 배곧4로 99, 109호 (정왕동, 로얄페스타)",경기도 시흥시 배곧동 76번지 로얄페스타 109호,15010,37.3740656,126.7342584,,폐업,20260531,031-432-7912,176392.102,430255.346,,
,봄날약국,20250304,"경기도 평택시 영신2길 87, 영신빌딩 104호 (세교동)",경기도 평택시 세교동 0 영신빌딩,18026,37.0201586,127.0827449,,영업중,,,,,,
,봄날약국,20220121,"경기도 성남시 분당구 성남대로331번길 9-3, 우정오피스텔 101호 (정자동)",경기도 성남시 분당구 정자동 157-2 우정오피스텔,13558,37.3652736,127.1070981,,영업중,,031-719-8717,209415.675,429251.05,,
,봄날약국,20110117,경기도 용인시 처인구 포곡읍 전대로 78,경기도 용인시 처인구 포곡읍 전대리 188번지 3호,17023,37.285176,127.2175742,,폐업,20110715,031-339-8560,219221.752327493,420366.969774141,,
,봄날약국,20221208,"경기도 파주시 경의로 1070, 호수프라자 1층 105호 (야당동)",경기도 파주시 야당동 1066-1,10908,37.7128702,126.7597048,,영업중,,031-942-3104,178743.8336143,467852.386876047,,
,봄날약국,20250911,"경기도 고양시 일산동구 탄중로 311-8, 삼성프라자 1층 일부호 (중산동)",경기도 고양시 일산동구 중산동 1561-3 삼성프라자 1층 일부,10336,37.6939245,126.7800831,,영업중,,031-976-5025,180534.049799555,465746.220174258,,
,봄날약국,20100913,"경기도 성남시 수정구 수정로171번길 11-1, 1층 (태평동)",경기도 성남시 수정구 태평2동 3386번지 1층,13291,37.4439642,127.138307,,폐업,20101228,031-752-9985,212166.501120875,437988.501741179,,
,봄날약국,20200807,"경기도 오산시 궐리사로 34, 백충빌딩 102호 (궐동)",경기도 오산시 궐동 670-1 백충빌딩,18122,37.1600533,127.0562311,,영업중,,031-378-5206,204917.276531628,406470.579060031,,
,봄누리약국,20070424,"경기도 고양시 덕양구 중앙로 616 (화정동,동원빌딩 1층)",경기도 고양시 덕양구 화정2동 1148번지 5호 동원빌딩 1층,10503,37.6271076,126.8302852,,폐업,20150617,031-970-3223,184949.473569561,458318.830990627,,
,봄들약국,20110825,"경기도 성남시 수정구 수정로 185, 2층 (태평동)",경기도 성남시 수정구 태평2동 7288번지 17호 2층,13290,37.4437815,127.1404784,,폐업,20130103,031-755-5517,212360.268233659,437968.843749351,,
,봄봄약국,20241230,"경기도 수원시 팔달구 효원로 278, 파비오더씨타 3층 334,335호 (인계동)",경기도 수원시 팔달구 인계동 1125-1,16491,37.2609352,127.0320135,,영업중,,031-8002-5077,202789.286726531,417668.604973311,,
,봄봄약국,20230525,"경기도 성남시 수정구 위례광장로 5, 남위례역아이파크 111호 (창곡동)",경기도 성남시 수정구 창곡동 560 남위례역아이파크 111호,13646,37.4650302,127.1416093,,영업중,,031-753-5450,212459.827986635,440329.26456245,,
,봄봄약국,20201022,"경기도 평택시 비전5로 20-18, 가로수빌딩 105호 (비전동)",경기도 평택시 비전동 1103 가로수빌딩,17854,36.998881,127.1135767,,영업중,,031-618-3927,210041.453518562,388587.585426547,,
,봄봄약국,20230707,"경기도 안양시 동안구 흥안대로456번길 24, 106호 (평촌동)",경기도 안양시 동안구 평촌동 68-14,14062,37.3941459,126.9770379,,폐업,20250225,031-346-5302,197895.66551382,432448.695661864,,
,봄봄약국,20240115,"경기도 수원시 장안구 송원로 83, 메가플러스 B동 2층 203호 (조원동)",경기도 수원시 장안구 조원동 898-2,16295,37.3024434,127.0095275,,영업중,,,200773.84151628,422274.734290216,,
,봄봄약국,20200423,"경기도 화성시 동탄구 동탄순환대로 257, 종산타워 109,110호 (산척동)",경기도 화성시 동탄구 산척동 724번지 1호,18501,37.1706093,127.1185163,,영업중,,031-376-0793,210454.416126003,407648.100701801,,
,봄봄온누리약국,20210629,"경기도 수원시 팔달구 인계로 104, 1층 (인계동)",경기도 수원시 팔달구 인계동 1019-4,16489,37.2677824,127.0288695,,영업중,,031-222-2813,202490.655948035,418419.214181676,,
,봄봄온누리약국,20180330,"경기도 평택시 중앙로 96, 101, 102호 (합정동)",경기도 평택시 합정동 672번지 2호,17909,36.993424,127.0936907,,영업중,,031-654-1377,208269.174524989,387982.009689342,,
,봄빛약국,20230613,"경기도 김포시 김포한강8로 172, 104호 (마산동)",경기도 김포시 마산동 646-1,10068,37.6374974,126.6444496,,영업중,,031-996-2386,168550.059735451,459518.508870583,,
,봄빛약국,20051202,"경기도 수원시 장안구 송원로 81, 402호 (조원동, 메가플러스2차)",경기도 수원시 장안구 조원동 898번지 1호 메가플러스2차 402호,16295,37.3021627,127.0092247,,영업중,,031-268-7707,200746.489299722,422239.195379247,,
,봄빛약국,20001219,경기도 군포시 금산로 102 (산본동),경기도 군포시 산본동 213-11호,15806,37.3710839,126.9367318,,폐업,20040706,031-396-4001,194327.46525934,429893.047846704,,
,봄빛약국,20130315,"경기도 안양시 동안구 동편로 16, 104호 (관양동,동편프라자)",경기도 안양시 동안구 관양동 1725번지 동편프라자 104호,13929,37.4060284,126.9714978,,폐업,20161114,031-425-2092,197406.860864542,433770.389379229,,
,봄빛약국,20180212,"경기도 고양시 덕양구 성신로 14, 청한프라자 105,106호 (화정동)","경기도 고양시 덕양구 화정동 1146번지 청한프라자 105,1호",10503,37.6275395,126.830168,,폐업,20200116,031-979-6544,184941.011878289,458369.543343698,,
,봄빛약국,20250414,"경기도 의정부시 평화로 630, 플러스빌딩 1층 106호 (의정부동)",경기도 의정부시 의정부동 228-26 플러스빌딩,11686,37.7481183,127.0455918,,영업중,,031-848-8868,203953.438889129,471737.940709637,,
,봄빛약국,20060528,"경기도 화성시 병점구 영통로27번길 49, 신영통현대아파트 108호 (반월동)",경기도 화성시 병점구 반월동 860 신영통현대아파트,18376,37.2321313,127.0590896,,폐업,20250204,031-206-0313,205306.943912301,414407.983830622,,
,봄빛약국,20260526,"경기도 하남시 하남대로 808, 주원빌딩 1층 일부호 (신장동)",경기도 하남시 신장동 564-5 주원빌딩,12949,37.5414321,127.2079735,,영업중,,,218315.123637968,448815.508568607,,
,봄빛약국,20100901,"경기도 오산시 수청로 193, 302호 (금암동, P&P세교프라자 )",경기도 오산시 금암동 516번지 4호 P&P세교프라자  302호,18109,37.1766616,127.0454998,,영업중,,031-372-3666,203958.096859208,408308.076476471,,
,봄빛약국,20060119,"경기도 고양시 덕양구 성신로 14, 105,106호 (화정동, 청한프라자)","경기도 고양시 덕양구 화정동 1146 청한프라자105,106호",10503,37.6275395,126.830168,,폐업,20180211,031-979-6544,184941.011878289,458369.543343698,,
,봄빛약국,20150901,"경기도 수원시 권선구 금곡로102번길 48, 1층 104, 105호 (금곡동, 주공프라자)","경기도 수원시 권선구 금곡동 1083-2번지 주공프라자 1층 104,105호",16385,37.272107,126.9413613,,폐업,20160414,031-227-5430,194727.856661216,418907.091720155,,
,봄빛약국,20151216,경기도 김포시 김포한강9로 36 (구래동),경기도 김포시 구래동 6890번지 1호,10070,37.6401922,126.6272018,,폐업,20161206,031-998-8568,167028.362519848,459824.893929768,,
,봄빛약국,20120525,"경기도 수원시 권선구 금곡로102번길 48, 104, 105호 (금곡동, 주공프라자)","경기도 수원시 권선구 금곡동 1083번지 2호 주공프라자 104호, 105호",16385,37.272107,126.9413613,,폐업,20150901,031-227-5430,194727.856661216,418907.091720155,,
,봄빛약국,20230213,"경기도 평택시 소사5길 24, 202호 (소사동)",경기도 평택시 소사동 0,18034,36.9905224,127.1269804,,영업중,,031-651-0524,,,,
,봄빛약국,20000918,경기도 광명시 오리로 940,광명3동 126-19 (1층),14217,37.4783724,126.858691,,폐업,20101227,26839128,,,,
,봄빛약국,20160414,"경기도 수원시 권선구 금곡로102번길 48, 104호 (금곡동)",경기도 수원시 권선구 금곡동 1083번지 2호 104호,16385,37.272107,126.9413613,,영업중,,031-227-5430,194727.856661216,418907.091720155,,
,봄빛약국,20160810,"경기도 수원시 영통구 영통로154번길 74, B03호 (망포동)",경기도 수원시 영통구 망포동 417번지 26호,16691,37.241292,127.0597465,,영업중,,031-204-7996,205226.933259007,415488.642739325,,
,봄빛약국,20020303,"경기도 용인시 수지구 풍덕천로 91, 103호 (풍덕천동, 주공1단지아파트)",경기도 용인시 수지구 풍덕천동 1065번지 103호,16836,37.3215791,127.0924838,,영업중,,031-276-3141,208060.299998785,424449.163390531,,
,봄빛온누리약국,20080218,"경기도 부천시 오정구 소사로 697, MG새마을금고빌딩A동 1층 103호 (원종동)",경기도 부천시 오정구 원종동 376-2 MG새마을금고빌딩A동,14465,37.5183199,126.8044736,,영업중,,032-664-3635,182638.166955574,446253.520750647,,
,봄사랑약국,20170705,"경기도 고양시 일산서구 중앙로 1568, 101,102호 (대화동, 하성프라자)","경기도 고양시 일산서구 대화동 2203번지 하성프라자 101,102호",10381,37.6763734,126.7479225,,폐업,20190122,031-913-1021,177693.645,463804.75,,
,봄사랑약국,20190122,"경기도 고양시 일산서구 중앙로 1568, 하성프라자 101,102호 (대화동)","경기도 고양시 일산서구 대화동 2203번지 하성프라자 101,102호",10381,37.6763734,126.7479225,,영업중,,031-913-1021,177693.645,463804.75,,
