park_nm,park_div_nm,refine_road_nm_addr,refine_lotno_addr,refine_wgs84_lat,refine_wgs84_logt,park_ar,park_sports_faclt_dtls,park_amsmt_faclt_dtls,park_cnvnnc_faclt_dtls,park_cltr_faclt_dtls,park_etc_faclt_dtls,apnt_ancmnt_ymd,mnginst_nm,mnginst_telno,dat_crtr_ymd
경성큰마을소공원,소공원,,경기도 남양주시 화도읍 묵현리 604-14(604-15),37.6534682968,127.2679993628,4004.0,,,,,,,경기도 남양주시청,031-590-4993,20260319
홍유릉역사공원,역사공원,경기도 남양주시 홍유릉로 352-1,경기도 남양주시 금곡동 437,37.6310999142,127.2085297314,1233657.0,,,,,,,경기도 남양주시청,031-590-4738,20260319
체육공원,체육공원,,경기도 남양주시 평내동 598,37.6467652091,127.24309889,10010.0,,,,,,,경기도 남양주시청,031-590-4738,20260319
노을빛공원,근린공원,경기도 파주시 순못길 87,경기도 파주시 다율동 988,37.7294189182,126.7152033118,30059.9,,,,공연장,,,경기도 파주시청,031-940-8406,20250618
다율공원,근린공원,,경기도 파주시 다율동 984,37.7299296944,126.721231927,41633.3,배드민턴장+족구장+농구장,,,,,,경기도 파주시청,031-940-8406,20250618
귀락문화공원,문화공원,경기도 의정부시 민락로560번길 74,경기도 의정부시 자일동 69-43,37.7704715187,127.119486395,8659.0,옆파도타기+ 마라톤운동+ 하늘걷기 등,,주차장,문화공작소,공원등+ CCTV 등,,경기도 의정부시청,031-828-4054,20250620
양지,어린이공원,,경기도 안산시 단원구 원곡동 836번지,,,1401.7,,,,,,19950101,경기도 안산시 단원구청,031-481-6410,20260406
원곡,어린이공원,,경기도 안산시 단원구 원곡동 850번지,,,1385.9,,,,,,19950101,경기도 안산시 단원구청,031-481-6410,20260406
슬기나,어린이공원,,경기도 안산시 단원구 와동 791번지,37.3470442019,126.8196606148,2115.1,,,,,,19960101,경기도 안산시 단원구청,031-481-6410,20260406
방죽,어린이공원,,경기도 안산시 단원구 와동 843번지,37.3327505348,126.8175653654,1806.0,,,,,,19960101,경기도 안산시 단원구청,031-481-6410,20260406
주택희망,어린이공원,,경기도 안산시 단원구 원곡동 745번지,37.3320023144,126.7922659509,702.0,,,,,,19960101,경기도 안산시 단원구청,031-481-6410,20260406
관산꿈동산,어린이공원,,경기도 안산시 단원구 원곡동 774번지,37.3306799124,126.7971366465,1225.5,,,,,,19960101,경기도 안산시 단원구청,031-481-6410,20260406
군자샛별,어린이공원,,경기도 안산시 단원구 원곡동 805-2번지,37.3281950843,126.7929743601,783.1,,,,,,19960101,경기도 안산시 단원구청,031-481-6410,20260406
와개,어린이공원,,경기도 안산시 단원구 와동 102번지,37.342464963,126.8292988308,1363.2,,,,,,19970101,경기도 안산시 단원구청,031-481-6410,20260406
뗏골,어린이공원,,경기도 안산시 단원구 선부동 980-5번지,37.339031235,126.795696769,839.3,,,,,,19950101,경기도 안산시 단원구청,031-481-6410,20260406
갯벌,어린이공원,,경기도 안산시 상록구 이동 652-1번지,37.3127716047,126.847525148,1809.9,,,,,,19991016,경기도 안산시 상록구청,031-481-5412,20260406
무지개,어린이공원,,경기도 안산시 상록구 이동 703-3번지,37.3104306782,126.8492808845,2157.0,,,,,,19991016,경기도 안산시 상록구청,031-481-5412,20260406
소나무,어린이공원,,경기도 안산시 상록구 이동 679번지,37.308480189,126.8460159306,1639.2,,,,,,19991016,경기도 안산시 상록구청,031-481-5412,20260406
천문,어린이공원,,경기도 안산시 상록구 사동 1522번지,37.3058849029,126.8457573074,1534.6,,,,,,19991016,경기도 안산시 상록구청,031-481-5412,20260406
정동,어린이공원,"경기도 안산시 상록구 소학길 8, (팔곡일동)",경기도 안산시 상록구 팔곡일동 681-1번지,37.2975122047,126.8875118963,1500.0,,,,,,20020304,경기도 안산시 상록구청,031-481-5412,20260406
못골,어린이공원,,경기도 안산시 단원구 선부동 993번지,37.3380552354,126.8035128788,1985.7,,,,,,19890101,경기도 안산시 단원구청,031-481-6410,20260406
만남,어린이공원,,경기도 안산시 단원구 와동 261-2번지,37.3397090287,126.8301023326,689.8,,,,,,19890101,경기도 안산시 단원구청,031-481-6410,20260406
꿈동산,어린이공원,,경기도 안산시 단원구 와동 765-6번지,37.3419908561,126.8231121875,1597.2,,,,,,19890101,경기도 안산시 단원구청,031-481-6410,20260406
보배,어린이공원,,경기도 안산시 단원구 고잔동 505-3번지,37.3309244521,126.8289909386,1041.9,,,,,,19900101,경기도 안산시 단원구청,031-481-6410,20260406
화랑,어린이공원,"경기도 안산시 단원구 인현3길 14, (고잔동)",경기도 안산시 단원구 고잔동 662-1번지,37.3259922048,126.8207881708,2039.1,,,,,,19910101,경기도 안산시 단원구청,031-481-6410,20260406
석수,어린이공원,"경기도 안산시 단원구 북촌2길 17, (선부동)",경기도 안산시 단원구 선부동 1025번지,37.3433422184,126.8050182395,1904.6,,,,,,19910101,경기도 안산시 단원구청,031-481-6410,20260406
해송,어린이공원,"경기도 안산시 단원구 예술대학로2길 3-16, (고잔동)",경기도 안산시 단원구 고잔동 647번지,37.3295312806,126.8393019542,1593.9,,,,,,19920101,경기도 안산시 단원구청,031-481-6410,20260406
안식,어린이공원,,경기도 안산시 단원구 고잔동 651-6번지,37.3288938823,126.8190000332,1523.8,,,,,,19920101,경기도 안산시 단원구청,031-481-6410,20260406
송골공원,근린공원,,경기도 파주시 문발동 563,37.7224175383,126.7098466367,38621.6,배드민턴장,,,,,,경기도 파주시청,031-940-8406,20250618
무지개근린공원,근린공원,경기도 용인시 수지구 현암로125번길 12,경기도 용인시 수지구 죽전동 1180,37.3327251038,127.1238614958,21855.0,,,,,,20010209,,,20250801
초지 솔밭소공원,소공원,,경기도 안산시 단원구 초지동 797번지,37.3270732106,126.8041645682,809.0,,,,,,20190909,경기도 안산시 단원구청,031-481-6410,20260406
중앙주공2-2소공원,소공원,,경기도 안산시 단원구 고잔동 851-4번지,37.3191962765,126.8410961949,1252.5,,,,,,20130521,경기도 안산시 단원구청,031-481-6410,20260406
조리소공원,소공원,,경기도 파주시 조리읍 봉일천리 271,37.7475426228,126.8062176762,816.5,,,,,,,경기도 파주시청,031-940-8406,20250618
금파지방산업단지 금파공원,소공원,,경기도 파주시 파평면 금파리 527,37.9247467277,126.8429302698,1125.0,,,,,,,경기도 파주시청,031-940-8406,20250618
소공원 2호,소공원,,경기도 파주시 와동동 1571,37.7355607516,126.7564694848,1094.9,,,,,,,경기도 파주시청,031-940-8406,20250618
소공원 5호,소공원,,경기도 파주시 목동동 733,37.732320803,126.7459707056,525.7,,,,,,,경기도 파주시청,031-940-8406,20250618
소공원 6호,소공원,,경기도 파주시 목동동 747,37.7313278374,126.7471618735,860.5,,,,,,,경기도 파주시청,031-940-8406,20250618
소공원 7호,소공원,,경기도 파주시 목동동 771,37.7302561402,126.7468456312,724.6,,,,,,,경기도 파주시청,031-940-8406,20250618
마장근린공원,근린공원,경기도 파주시 광탄면 기산로 313,경기도 파주시 광탄면 기산리 산 150-1,37.7730583466,126.9277575969,265450.0,,,,,,,경기도 파주시청,031-940-8406,20250618
가람공원 2호,근린공원,,경기도 파주시 와동동 1326,37.7304325648,126.7579257134,21253.8,,,,,물놀이장,,경기도 파주시청,031-940-8406,20250618
가재울공원 3호,근린공원,경기도 파주시 산내로 66,경기도 파주시 목동동 993,37.7267413155,126.741251682,48265.7,,,화장실,,,,경기도 파주시청,031-940-8406,20250618
해솔공원 4호,근린공원,,경기도 파주시 목동동 670,37.7261574096,126.7489539557,21938.3,,,,,벽천,,경기도 파주시청,031-940-8406,20250618
신당 근린공원(포승공단),근린공원,경기도 평택시 포승읍 평택항로 98,경기도 평택시 포승읍 만호리 589,36.9700340047,126.847556308,143996.8,농구대+미니축구대+심판대+야구장+야구장 기록실+온몸허리돌리기+족구대+축구대+테니스 네트대+테니스장+테니스장 라카룸,,자전거보관대+화장실,,배수로+스틸그레이팅+집수정+포승5지사순절추모비,20000927,경기도 평택시청,031-8024-4248,20260313
연서,어린이공원,경기도 광명시 연서로12번길 3-8,경기도 광명시 철산동 185,37.4815058866,126.8630867236,1594.0,,,,,,19840530,경기도 광명시청,02-2680-6298,20251209
철산13단지,어린이공원,,경기도 광명시 철산동 242,37.478688868,126.870374303,1650.0,,,,,,19861106,경기도 광명시청,02-2680-6298,20251209
도덕파크,어린이공원,,경기도 광명시 철산동 618,37.4697738059,126.8654587442,1500.0,,,,,,19870608,경기도 광명시청,02-2680-6298,20251209
햇빛,어린이공원,,경기도 광명시 철산동 367-1,37.4729809458,126.8753920184,1500.0,,,,,,19871224,경기도 광명시청,02-2680-6298,20251209
가림,어린이공원,,경기도 광명시 하안동 702-3,37.4647930976,126.8662896598,1500.0,,,,,,19871224,경기도 광명시청,02-2680-2887,20251209
안현,어린이공원,경기도 광명시 안재로16번길 10,경기도 광명시 하안동 597,37.460103815,126.8724724337,1500.0,,,,,,19891026,경기도 광명시청,02-2680-2887,20251209
소망,어린이공원,,경기도 광명시 하안동 650-6,37.4635459521,126.8752602142,1500.0,,,,,,19871224,경기도 광명시청,02-2680-2887,20251209
평화,어린이공원,,경기도 광명시 하안동 682-2,37.4649836346,126.8745057334,1500.0,,,,,,19871224,경기도 광명시청,02-2680-2887,20251209
무궁화,어린이공원,,경기도 광명시 하안동 30-6,37.4647132421,126.8797089741,1500.0,,,,,,19871224,경기도 광명시청,02-2680-2887,20251209
영당말,근린공원,경기도 광명시 오리로348번길 22,경기도 광명시 소하동 1378-1,37.4338570378,126.8811804455,20250.0,,,화장실,,,20051227,경기도 광명시청,02-2680-6462,20251209
푸른,어린이공원,,경기도 광명시 하안동 110-1,37.4636112594,126.8822142887,1500.0,,,,,,19871224,경기도 광명시청,02-2680-2887,20251209
서편,어린이공원,,경기도 광명시 하안동  27-4,37.4643157924,126.8817274627,1500.0,,,,,,19871224,경기도 광명시청,02-2680-2887,20251209
개나리,어린이공원,,경기도 광명시 하안동 110-4,37.4616419519,126.8824286785,1500.0,,,,,,19871224,경기도 광명시청,02-2680-2887,20251209
병아리,어린이공원,,경기도 광명시 하안동 200-4,37.4592076876,126.8847808849,1500.0,,,,,,19871224,경기도 광명시청,02-2680-2887,20251209
백합,어린이공원,,경기도 광명시 하안동 200-5,37.458474457,126.8861549433,1500.0,,,,,,19871224,경기도 광명시청,02-2680-2887,20251209
새터,어린이공원,,경기도 광명시 소하동 1363-3,37.4486873661,126.8917244494,2530.0,,,,,,20050110,경기도 광명시청,02-2680-2887,20251209
물결,어린이공원,,경기도 광명시 소하동 1305-10,37.4508909402,126.8825891297,3298.0,,,,,,20040106,경기도 광명시청,02-2680-2887,20251209
가림2,어린이공원,,경기도 광명시 하안동 703,37.4668002684,126.8640437955,10059.0,,,,,,19930531,경기도 광명시청,02-2680-2887,20251209
소 하,근린공원,경기도 광명시 오리로403번길 36-17,경기도 광명시 소하동 919-1,37.4357193522,126.8757371979,24850.0,,,화장실,,,19921226,경기도 광명시청,02-2680-6462,20251209
덕 안,근린공원,,경기도 광명시 소하동 산146,,,37773.0,,,화장실,,,20051227,경기도 광명시청,02-2680-6462,20251209
충현역사공원,역사공원,,경기도 광명시 소하동 1068-3,,,7352.0,,,,,역사시설,20071122,경기도 광명시청,02-2680-6462,20251209
기형도문화공원,문화공원,,경기도 광명시 일직동 산20-2외,,,52761.0,,,,,문학작품(시),20051227,경기도 광명시청,02-2680-6462,20251209
도덕산,근린공원,,경기도 광명시 광명동 산75,,,1328737.0,,,방문자센타,,벽천+인공폭포+계류,19050630,경기도 광명시청,02-2680-6298,20251209
소하동역사공원,역사공원,,경기도 광명시 소하동 산 102-1,37.4349340906,126.8744520296,4640.0,,,,,,20170713,경기도 광명시청,02-2680-6462,20251209
문화공원2,문화공원,,경기도 광명시 일직동 528-1,37.4126022899,126.8859991906,14098.0,,,,,,20160729,경기도 광명시청,02-2680-6462,20251209
세모,소공원,,경기도 부천시 원미구 중동 1297,37.491041713,126.7707152588,1789.0,,,,,,20191202,경기도 부천시청,032-625-4843,20250731
351호,어린이공원,,경기도 부천시 소사구 범박동 325,37.4732011065,126.8120412373,1741.0,,조합놀이대,,,,20091026,경기도 부천시청,032-625-4843,20250731
호봉제3소공원,소공원,,경기도 광명시 일직동 219-5,37.4187785741,126.8792485407,261.0,,,,,,20070709,경기도 광명시청,02-2680-2887,20251209
광이제2(다솜),어린이공원,,경기도 광명시 광명동 98-11,37.4824349018,126.8541711069,893.0,,,,,,19951227,경기도 광명시청,02-2680-6298,20251209
둥지,어린이공원,,경기도 광명시 광명동 382-8,,,1502.0,,,,,,19861106,경기도 광명시청,02-2680-6298,20251209
우리,어린이공원,,경기도 광명시 광명동 759-14,,,4141.0,,,화장실,,,19861106,경기도 광명시청,02-2680-6298,20251209
꿈동산,어린이공원,경기도 광명시 광명로775번길 9,경기도 광명시 광명동 755,37.4697470431,126.8472751133,1501.0,,,화장실,,,19861230,경기도 광명시청,02-2680-6298,20251209
신나는,어린이공원,경기도 광명시 도덕로54번길 11,경기도 광명시 광명동 731,37.4680381893,126.8545160897,1703.0,,,화장실,,,19861230,경기도 광명시청,02-2680-6298,20251209
현곡 근린공원(현곡산단),근린공원,경기도 평택시 청북읍 현곡산단로93번길 49,경기도 평택시 청북면 현곡리 453,37.0367533348,126.9421681997,18928.1,3단 철봉+농구대+벤치프레스+오르기기구+온몸허리돌리기+윗몸일으키기+족구 네트대+족구장,,음수전+자전거거치대+화장실,,공사 기념비+자연석쌓기+자연석측구수로+집수정+콘크리트트랜치,20041025,경기도 평택시청,031-8024-4248,20260313
현곡 근린공원(현곡산단),근린공원,,경기도 평택시 청북면 현곡리 산90-13,37.0450718632,126.9323237778,19600.0,,,,,,19980508,경기도 평택시청,031-8024-4248,20260313
드림,어린이공원,,경기도 수원시 권선구 구운동 933,37.2805338836,126.9703559815,906.8,,조합놀이대1,,,,,경기도 수원시 권선구 녹지공원과,031-5191-6195,20260115
현화 근린공원(안중지구 택지개발),근린공원,경기도 평택시 안중읍 안현로서8길 48,경기도 평택시 안중읍 현화리 829,36.9805260332,126.9203991611,20534.7,다리근육풀기+다리뻗치기+등허리지압기+마라톤운동기+어깨근육풀기+옆파도타기+온몸근육풀기+온몸역기올리기+온몸허리돌리기+윗몸일으키기+자유철봉+지압길 포장+평행봉+하늘걷기,고무칩포장+물놀이장 물놀이대+조합놀이대,화장실+휠체어경사로,,교육의 선구자 기념비+디자인집수정+디자인트랜치+맨홀+우수맨홀+원주목 사면보호대+집수정+측량기준점+트랜치,19950502,경기도 평택시청,031-8024-4248,20260313
