faclt_nm,faclt_div_nm,refine_wgs84_lat,refine_wgs84_logt,refine_road_nm_addr,refine_lotno_addr,faclt_telno,room_cnt,plot_ar,build_tfar,aceptnc_posbl_psncnt,parkng_comprt_cnt,convnce_faclt_info,safe_faclt_info,subfaclt_info,opr_hr_info,chrg_info,mnginst_telno,mnginst_nm,dat_crtr_ymd
가평 글램스테이 글램핑 카라반 펜션,야영장,37.8444852,127.3870101,경기도 가평군 조종면 연인산로474번길 91-82,경기도 가평군 조종면 마일리 296-9번지,,1,9433.0,209.41,4,1,"화장실, 샤워실, 개수대","소확기, 긴급방송시설",,,,031-580-2066,가평군청,20260520
(주)바이올린,야영장,37.7672125,127.539675,경기도 가평군 가평읍 북한강변로 443,경기도 가평군 가평읍 금대리 266번지,,1,7103.0,272.58,4,1,"화장실, 샤워실, 개수대","소확기, 긴급방송시설",,,,031-580-2066,가평군청,20260520
라빌라알바니,야영장,37.773011,127.3931161,경기도 가평군 상면 녹수계곡로 107-10,경기도 가평군 상면 덕현리 566-8번지,,2,3113.71,238.44,8,2,"화장실, 샤워실, 개수대","소확기, 긴급방송시설",,,,031-580-2066,가평군청,20260520
더아리웃집 모롱공간,야영장,37.8514327,127.3468176,경기도 가평군 조종면 운악청계로491번길 133,경기도 가평군 조종면 신상리 515-5번지,,2,1074.0,107.28,8,2,"화장실, 샤워실, 개수대","소확기, 긴급방송시설",,,,031-580-2066,가평군청,20260520
그루잠,야영장,37.8356536,127.3100109,경기도 가평군 상면 물골길 175-73,경기도 가평군 상면 봉수리 26-16번지,,12,2493.0,58.0,48,12,"화장실, 샤워실, 개수대","소확기, 긴급방송시설",,,,031-580-2066,가평군청,20260520
무지개글램핑,야영장,37.9000736,127.5181222,경기도 가평군 북면 꽃넘이길 115-60,경기도 가평군 북면 제령리 609-67번지,,1,2758.0,111.28,4,1,"화장실, 샤워실, 개수대","소확기, 긴급방송시설",,,,031-580-2066,가평군청,20260520
유포리아 글램핑,야영장,37.7705819,127.3563703,경기도 가평군 상면 축령로45번길 40-200,경기도 가평군 상면 행현리 775번지,,1,7225.0,194.82,4,1,"화장실, 샤워실, 개수대","소확기, 긴급방송시설",,,,031-580-2066,가평군청,20260520
마운틴뷰 캠핑장,야영장,37.7573302,127.3601392,,경기도 가평군 상면 행현리 491-16,,15,3646.0,137.62,60,15,"화장실, 샤워실, 개수대","소확기, 긴급방송시설",,,,031-580-2066,가평군청,20260520
코튼 글램핑장,야영장,37.6897737,127.3880335,경기도 가평군 청평면 북한강로 1929,경기도 가평군 청평면 삼회리 271-3번지,,1,5054.0,299.52,4,1,"화장실, 샤워실, 개수대","소확기, 긴급방송시설",,,,031-580-2066,가평군청,20260520
가평 까사 힐 395 캠핑장,야영장,37.7645087,127.4318436,경기도 가평군 청평면 솥틀로 54-85,경기도 가평군 청평면 하천리 394번지,,10,4807.0,157.0,40,10,"화장실, 샤워실, 개수대","소확기, 긴급방송시설",,,,031-580-2066,가평군청,20260520
네츄럴밸리 풀램핑 4계절온수풀,야영장,37.7570149,127.3718993,경기도 가평군 상면 임초밤안골로 137,경기도 가평군 상면 임초리 177-3번지,,1,1738.0,164.95,4,1,"화장실, 샤워실, 개수대","소확기, 긴급방송시설",,,,031-580-2066,가평군청,20260520
더 라이온 글램핑,야영장,37.8120871,127.4734908,경기도 가평군 가평읍 태봉두밀로 165,경기도 가평군 가평읍 하색리 753-13번지,,3,4340.0,274.5,12,3,"화장실, 샤워실, 개수대","소확기, 긴급방송시설",,,,031-580-2066,가평군청,20260520
왕모래 카라반 캠핑장,야영장,37.26474041,126.559466,경기도 안산시 단원구 대부해안로 115,경기도 안산시 단원구 대부북동 1688-90번지,,11,,,40,,화장실+취사시설+샤워실,소화기+긴급방송시설,,,,031-481-3512,안산시청,20250630
워크안산 피크닉,야영장,37.29850259,126.9067528,경기도 안산시 상록구 수인로 923,경기도 안산시 상록구 건건동 876-81번지,,14,,,210,,화장실+샤워실,소화기+긴급방송시설,,,,031-481-3512,안산시청,20250630
베르아델 승마클럽,야영장,37.21328605,126.6078906,경기도 안산시 단원구 부흥로 376,경기도 안산시 단원구 대부남동 7-11번지,,20,,,80,,화장실+샤워실,소화기+긴급방송시설,,,,031-481-3512,안산시청,20250630
썬스테이,야영장,37.21965746,126.5559117,경기도 안산시 단원구 천신로1길 61,경기도 안산시 단원구 대부남동 1126-339번지,,5,,,20,,화장실+샤워실,소화기+긴급방송시설,,,,031-481-3512,안산시청,20250630
골드 오션글램핑,야영장,37.25189152,126.5642773,경기도 안산시 단원구 대부해안로 271,경기도 안산시 단원구 대부북동 1597-1번지,,16,,,64,,화장실+샤워실,소화기+긴급방송시설,,,,031-481-3512,안산시청,20250630
더 비치 글램핑,야영장,37.2496242,126.5626876,경기도 안산시 단원구 대부해안로 297,경기도 안산시 단원구 대부북동 1590-3번지,,15,,,60,,화장실+샤워실,소화기+긴급방송시설,,,,031-481-3512,안산시청,20250630
선감캠핑장,야영장,37.2204035,126.6304183,경기도 안산시 단원구 개건너길 78,경기도 안산시 단원구 선감동 208-17번지,,25,,,100,,화장실+샤워실,소화기+긴급방송시설,,,,031-481-3512,안산시청,20250630
라일락 관광농원,야영장,37.21865534,126.637921,경기도 안산시 단원구 선감로 258-34,경기도 안산시 단원구 선감동 98-4번지,,25,,,100,,화장실+샤워실,소화기+긴급방송시설,,,,031-481-3512,안산시청,20250630
세그루 캠핑장,야영장,37.24402339,126.6161322,경기도 안산시 단원구 영전로 329,경기도 안산시 단원구 대부동동 257-5번지,,10,,,40,,화장실+샤워실,소화기+긴급방송시설,,,,031-481-3512,안산시청,20250630
바다의별 관광농원,야영장,37.21391792,126.6104077,경기도 안산시 단원구 부흥로 359-14,경기도 안산시 단원구 대부남동 5-24번지,,45,,,180,,화장실+취사시설+샤워실,소화기+긴급방송시설,,,,031-481-3512,안산시청,20250630
푸른섬 캠핑장,야영장,37.26954894,126.5588648,경기도 안산시 단원구 연목이길 31-21,경기도 안산시 단원구 대부북동 1865-63번지,,5,,,20,,화장실,소화기+긴급방송시설,,,,031-481-3512,안산시청,20250630
홀리데이캠핑파크,야영장,37.28419222,126.5686208,경기도 안산시 단원구 서위매봉길 14,경기도 안산시 단원구 대부북동 1851-2번지,,8,,,50,,화장실+취사시설+샤워실,소화기+긴급방송시설,,,,031-481-3512,안산시청,20250630
별빛담은캠핑,야영장,37.9071611,127.3803168,경기도 가평군 조종면 명지산로 337-321,경기도 가평군 조종면 상판리 153-1번지,,6,1500.0,83.12,24,6,"화장실, 샤워실, 개수대","소확기, 긴급방송시설",,,,031-580-2066,가평군청,20260520
솔모닝캠핑,야영장,37.7612474,127.3630451,경기도 가평군 상면 수목원로 193-1,경기도 가평군 상면 행현리 456-5번지,,2,972.0,70.5,8,2,"화장실, 샤워실, 개수대","소확기, 긴급방송시설",,,,031-580-2066,가평군청,20260520
물멍 캠프,야영장,37.9006,127.3697968,경기도 가평군 조종면 명지산로 327-55,경기도 가평군 조종면 상판리 443-1번지,,30,4950.0,298.06,120,30,"화장실, 샤워실, 개수대","소확기, 긴급방송시설",,,,031-580-2066,가평군청,20260520
모모글램핑,야영장,37.8979157,127.5083007,경기도 가평군 북면 가화로 1462-40,경기도 가평군 북면 제령리 624번지,,1,1471.0,27.0,4,1,"화장실, 샤워실, 개수대","소확기, 긴급방송시설",,,,031-580-2066,가평군청,20260520
항상 Village 캠핑장,야영장,37.9030806,127.3438606,경기도 가평군 조종면 운악청계로 1089,경기도 가평군 조종면 운악리 560-3번지,,12,2578.0,99.0,48,12,"화장실, 샤워실, 개수대","소확기, 긴급방송시설",,,,031-580-2066,가평군청,20260520
스톤힐 캠핑장,야영장,37.499741,127.487249,경기도 양평군 양평읍 양근골안길 63,경기도 양평군 양평읍 양근리 552-4번지,02-3670-7403,8,3165.0,186.0,32,,"화장실, 개수대, 샤워장","소화기, 긴급방송시설, 안전정보게시판 등",,,,031-770-2069,양평군 관광과,20200611
레드우드캠핑장,야영장,37.9747357,127.4414197,경기도 가평군 북면 가화로 2841,경기도 가평군 북면 적목리 445-1번지,,6,2973.0,85.7,24,6,"화장실, 샤워실, 개수대","소확기, 긴급방송시설",,,,031-580-2066,가평군청,20260520
화랑 캠핑장,야영장,37.8865143,127.541016,경기도 가평군 북면 가화로 1073-162,경기도 가평군 북면 제령리 224-1번지,,36,3447.0,101.3,144,36,"화장실, 샤워실, 개수대","소확기, 긴급방송시설",,,,031-580-2066,가평군청,20260520
글램365 가평글램핑카라반,야영장,37.8607434,127.3589072,경기도 가평군 조종면 운악청계로490번길 47-3,경기도 가평군 조종면 운악리 363-2번지,,8,8822.0,148.23,32,8,"화장실, 샤워실, 개수대","소확기, 긴급방송시설",,,,031-580-2066,가평군청,20260520
캐스트라글램핑,야영장,37.9238129,127.5837807,경기도 가평군 북면 멱골로 398-24,경기도 가평군 북면 목동리 305-29번지,,1,2724.0,169.81,4,1,"화장실, 샤워실, 개수대","소확기, 긴급방송시설",,,,031-580-2066,가평군청,20260520
계절감각글램핑엔카라반,야영장,37.8516886,127.3490994,경기도 가평군 조종면 운악청계로371번길 83,경기도 가평군 조종면 신상리 262-8번지,,6,3615.0,57.6,24,6,"화장실, 샤워실, 개수대","소확기, 긴급방송시설",,,,031-580-2066,가평군청,20260520
가평 깨비도 글램핑,야영장,37.8164499,127.4521182,경기도 가평군 가평읍 태봉두밀로 460,경기도 가평군 가평읍 두밀리 200-7번지,,1,3391.0,113.18,4,1,"화장실, 샤워실, 개수대","소확기, 긴급방송시설",,,,031-580-2066,가평군청,20260520
페르마타,야영장,37.764971,127.3943167,경기도 가평군 상면 녹수계곡로 30,경기도 가평군 상면 덕현리 355-6번지,,3,2432.0,99.0,12,3,"화장실, 샤워실, 개수대","소확기, 긴급방송시설",,,,031-580-2066,가평군청,20260520
그때 그 캠핑장,야영장,37.8771314,127.3586177,경기도 가평군 조종면 명지산로 23,경기도 가평군 조종면 운악리 270-6번지,,17,2781.0,273.83,68,17,"화장실, 샤워실, 개수대","소확기, 긴급방송시설",,,,031-580-2066,가평군청,20260520
산유리120캠핑장,야영장,37.7507969,127.5130292,경기도 가평군 가평읍 호반로 1723-48,경기도 가평군 가평읍 산유리 121-11번지,,11,2800.0,89.6,44,11,"화장실, 샤워실, 개수대","소확기, 긴급방송시설",,,,031-580-2066,가평군청,20260520
아이섬 웨스턴 리버 글램핑,야영장,37.8998894,127.5127563,경기도 가평군 북면 꽃넘이길 115-102,경기도 가평군 북면 제령리 613-4번지,,1,634.0,33.74,4,1,"화장실, 샤워실, 개수대","소확기, 긴급방송시설",,,,031-580-2066,가평군청,20260520
멍멍 스테이 캠핑장,야영장,37.7496348,127.3617032,경기도 가평군 상면 임초밤안골로 273,경기도 가평군 상면 임초리 620-1번지,,8,4778.0,67.0,32,8,"화장실, 샤워실, 개수대","소확기, 긴급방송시설",,,,031-580-2066,가평군청,20260520
캠프 네버랜드,야영장,37.7984588,127.3814511,,경기도 가평군 조종면 대보리 105,,24,3404.0,198.07,96,24,"화장실, 샤워실, 개수대","소확기, 긴급방송시설",,,,031-580-2066,가평군청,20260520
더 글램,야영장,37.6635209,127.380099,경기도 가평군 청평면 북한강로 1587,경기도 가평군 청평면 삼회리 600-2번지,,1,2640.0,134.22,4,1,"화장실, 샤워실, 개수대","소확기, 긴급방송시설",,,,031-580-2066,가평군청,20260520
소프(SOPH),야영장,37.8987977,127.5016316,경기도 가평군 북면 백둔로 21-5,경기도 가평군 북면 제령리 650번지,,8,3983.0,68.4,32,8,"화장실, 샤워실, 개수대","소확기, 긴급방송시설",,,,031-580-2066,가평군청,20260520
가평 크크크 글램핑카라반,야영장,37.7917399,127.3484777,경기도 가평군 상면 기와집길 198-112,경기도 가평군 상면 연하리 292번지,,1,2965.0,93.48,4,1,"화장실, 샤워실, 개수대","소확기, 긴급방송시설",,,,031-580-2066,가평군청,20260520
별캠핑장,야영장,37.7592966,127.4089693,경기도 가평군 상면 윗다원길 65-39,경기도 가평군 상면 덕현리 93-32번지,,16,3520.0,62.7,64,16,"화장실, 샤워실, 개수대","소확기, 긴급방송시설",,,,031-580-2066,가평군청,20260520
가평글램핑 온수풀 오아시스 520,야영장,37.7681038,127.3867885,경기도 가평군 상면 조종로 454-25,경기도 가평군 상면 덕현리 520-6번지,,1,2774.0,251.18,4,1,"화장실, 샤워실, 개수대","소확기, 긴급방송시설",,,,031-580-2066,가평군청,20260520
자이언트레저,야영장,37.7215826,127.4280078,경기도 가평군 설악면 유명로 2570,경기도 가평군 설악면 회곡리 744-13번지 레이크수상레져,,2,882.0,,8,2,"화장실, 샤워실, 개수대","소확기, 긴급방송시설",,,,031-580-2066,가평군청,20260520
에뜨유명산캠핑장,야영장,37.5919721,127.4862971,경기도 가평군 설악면 유명산길 124-17,경기도 가평군 설악면 가일리 235-4번지,,26,2548.0,128.12,104,26,"화장실, 샤워실, 개수대","소확기, 긴급방송시설",,,,031-580-2066,가평군청,20260520
파머스힐캠핑장,야영장,37.7928678,127.3586413,,경기도 가평군 상면 항사리 523,,14,2354.0,64.8,56,14,"화장실, 샤워실, 개수대","소확기, 긴급방송시설",,,,031-580-2066,가평군청,20260520
가평 풀문캠핑앤글램핑리조트,야영장,37.8194676,127.3281303,경기도 가평군 상면 청군로 1487,경기도 가평군 상면 원흥리 211-5번지,,30,8077.0,,120,30,"화장실, 샤워실, 개수대","소확기, 긴급방송시설",,,,031-580-2066,가평군청,20260520
선택적 고립 캠핑장 1,야영장,37.7800394,127.365745,경기도 가평군 상면 축령로70번길 94-45,경기도 가평군 상면 행현리 111-4번지,,15,2823.0,95.2,60,15,"화장실, 샤워실, 개수대","소확기, 긴급방송시설",,,,031-580-2066,가평군청,20260520
녹천캠핑장,야영장,37.8447842,127.3486373,경기도 가평군 조종면 운악청계로333번길 55-51,경기도 가평군 조종면 신상리 297-5번지,,10,6054.0,90.0,40,10,"화장실, 샤워실, 개수대","소확기, 긴급방송시설",,,,031-580-2066,가평군청,20260520
솔밭펜션캠핑장,야영장,37.8527802,127.3509875,,경기도 가평군 조종면 신상리 261-5,,25,7347.0,328.68,100,25,"화장실, 샤워실, 개수대","소확기, 긴급방송시설",,,,031-580-2066,가평군청,20260520
무지개 서는 마을,야영장,37.9099482,127.4943125,,경기도 가평군 북면 도대리 72-7,,24,4980.0,,96,24,"화장실, 샤워실, 개수대","소확기, 긴급방송시설",,,,031-580-2066,가평군청,20260520
홀리데이캠프캠핑장,야영장,37.6034961,127.4945084,경기도 가평군 설악면 유명로 654-82,경기도 가평군 설악면 가일리 180-14번지,,20,1617.0,99.12,80,20,"화장실, 샤워실, 개수대","소확기, 긴급방송시설",,,,031-580-2066,가평군청,20260520
파이브이모션,야영장,37.7000044,127.4999453,경기도 가평군 설악면 자잠로282번길 72-95,경기도 가평군 설악면 사룡리 26-2번지,,6,6543.0,87.1,24,6,"화장실, 샤워실, 개수대","소확기, 긴급방송시설",,,,031-580-2066,가평군청,20260520
산으로 간 니모 캠핑장,야영장,37.8546294,127.397256,경기도 가평군 조종면 연인산로 670-321,경기도 가평군 조종면 마일리 71번지,,7,2729.0,193.56,28,7,"화장실, 샤워실, 개수대","소확기, 긴급방송시설",,,,031-580-2066,가평군청,20260520
