bizplc_nm,licensg_ymd,licensg_rtrcn_ymd,bsn_state_div,bsn_state_nm,clsbiz_ymd,locplc_faclt_telno_dtls,locplc_ar_info,roadnm_zipno,refine_road_nm_addr,refine_lotno_addr,refine_zipno,refine_wgs84_lat,refine_wgs84_logt,bizcond_div_nm_info,xcrd_vl,ycrd_vl,cultur_phstrn_indutype_nm,plvtinst_div_nm,insrnc_join_yn,mber_recrut_tot_psncnt
에이원짐 레이크꼬모점,20240226,,13,영업중,,070-4833-6771,192.75,18497,"경기도 화성시 동탄구 동탄대로 181, 동탄린스트라우스더레이크 A동 03층 323~327호 (송동, 동탄린스트라우스더레이크)",경기도 화성시 동탄구 송동  694 동탄린스트라우스더레이크,18497,37.1717664147,127.1057367982,,209253.387443815,407725.114639407,체력단련장업,사립,,
원파인짐,20211122,,13,영업중,,031-8055-0705,295,18436,"경기도 화성시 동탄구 동탄공원로 28, 지송프라자 201호 (반송동)",경기도 화성시 동탄구 반송동  61-8 지송프라자,18436,37.202126005,127.0597149477,,205230.928142931,411145.231389145,체력단련장업,사립,,
엔터핏 평택점,20250804,,13,영업중,,,445,17990,"경기도 평택시 팽성읍 송화택지로 161, 2층",경기도 평택시 팽성읍 객사리 102-5,17990,36.9646330734,127.0659617674,,205803.714461849,384781.584025598,체력단련장업,사립,,
퀸덤 피트니스,20250915,,13,영업중,,070-8691-0324,332.52,17870,"경기도 평택시 용죽2로 32-27, 401호 (용이동)",경기도 평택시 용이동 693-7,17870,36.9922186812,127.1245897529,,211023.753200701,387844.918555169,체력단련장업,사립,,
여성전용 더 채움 PT STUDIO 부천중동점,20250331,,13,영업중,,,138.84,14548,"경기도 부천시 원미구 중동로 244, 3층 303호 (중동, 상록센트럴타워)",경기도 부천시 원미구 중동 1152 상록센트럴타워,14548,37.5015303684,126.769059806,,179509.015568599,444394.225694572,체력단련장업,사립,,
조이휘트니스,20040702,,13,영업중,,,248.38,15566,"경기도 안산시 상록구 이호로5길 7, 6층 (본오동)",경기도 안산시 상록구 본오동 948-8 6층,15566,37.2877565721,126.8630989463,,187789.903016945,420651.951264538,체력단련장업,사립,,
바디슬림헬스,20180614,,13,영업중,,,232.61,18428,"경기도 화성시 동탄구 남여울3길 3, 401~403호 (능동)",경기도 화성시 동탄구 능동 1153-1,18428,37.1990999218,127.0531968894,,204647.601450357,410804.32633209,체력단련장업,사립,,
Team Zerobase,20181011,,13,영업중,,,197.6,18455,"경기도 화성시 동탄구 동탄중심상가1길 35, 한솔프라자 5층 501,503호 (반송동)",경기도 화성시 동탄구 반송동  104-2 한솔프라자,18455,37.2010701048,127.0716658298,,206286.995569136,411027.412514817,체력단련장업,사립,,
Holy Gym,20201109,,13,영업중,,,63.9,12503,경기도 양평군 서종면 북한강로 666-4,경기도 양평군 서종면 문호리 961-16,12503,37.5965570078,127.3519872433,,231012.975218289,454972.152872389,체력단련장업,사립,,
큐어핏,20221118,,13,영업중,,,419.79,16630,"경기도 수원시 권선구 호매실로104번길 90, 제이디타워 9층 905호 (호매실동)",경기도 수원시 권선구 호매실동 1400,16630,37.2595863377,126.9626889753,,196620.611730672,417517.614419919,체력단련장업,사립,,
홈리짐,20210428,,13,영업중,,,199.26,13618,"경기도 성남시 분당구 성남대로 170, 한국프라자 403,404호 (금곡동)",경기도 성남시 분당구 금곡동 159 한국프라자,13618,37.3511750673,127.1095201615,,209631.991430699,427685.482703527,체력단련장업,사립,,
에스짐,20190729,,13,영업중,,031-302-0021,346,16590,"경기도 수원시 권선구 경수대로 261, 리치타워 7층 (세류동)",경기도 수원시 권선구 세류동 1121-4 리치타워,16590,37.2507047131,127.0185907358,,201578.556273159,416530.949498378,체력단련장업,사립,,
라이프블루 피트니스 사우점,20020726,,13,영업중,,,411.85,10108,경기도 김포시 김포대로 859 (사우동),경기도 김포시 사우동 937 메디칼빌딩 7층,415803,37.620407749,126.7184130178,,175069.291409762,457598.228738305,체력단련장업,사립,,
김포농협 체력단련장,20080710,,13,영업중,,,181.48,10096,"경기도 김포시 홍도평로 20, 3층 (걸포동)",경기도 김포시 걸포동 1440,10096,37.6315571684,126.7129923547,,174592.445872281,458856.710374198,체력단련장업,사립,,
스포플러스,20050404,,13,영업중,,,1587.6,15360,"경기도 안산시 단원구 고잔2길 41, 7층 (고잔동, 신양복합빌딩)",경기도 안산시 단원구 고잔동 535-1 신양복합빌딩,15360,37.3179461317,126.8356451577,,185360.977451289,424005.710194513,체력단련장업,사립,0,
헬스보이짐 & 필라걸 안산중앙점,20080528,,13,영업중,,031-410-7000,747.2,15361,"경기도 안산시 단원구 고잔로 108, 대동조이월드 1101호 (고잔동)",경기도 안산시 단원구 고잔동 539-2 대동조이월드 1101호,15361,37.3185724474,126.8380322844,,185573.701768477,424075.337478471,체력단련장업,사립,,
리버스휘트니스 소사본동점,20031202,,13,영업중,,032-343-5588,266,14699,경기도 부천시 소사구 은성로 91 (소사본동),경기도 부천시 소사구 소사본동 244-33 삼원상가,14699,37.4753224152,126.800880049,,182317.909611906,441481.550037702,체력단련장업,사립,,
NS짐(엔에스짐),20060626,,13,영업중,,032-675-2767,,14421,"경기도 부천시 오정구 원종로 119, 한은빌딩 (고강동)",경기도 부천시 오정구 고강동 305-9 한은빌딩,14421,37.5242034899,126.8133254422,,183428.075101705,446904.135249563,체력단련장업,사립,,
수퍼메이크짐 헬스&PT 수원인계점,20190828,,13,영업중,,031-222-9688,,16489,"경기도 수원시 팔달구 인계로108번길 39-17, 성연빌딩 5층 (인계동)",경기도 수원시 팔달구 인계동 1033-14 성연빌딩,16489,37.2660103124,127.0297828819,,202569.492313838,418225.53346689,체력단련장업,사립,,
휘트니스클럽S 망포11호점,20190813,,13,영업중,,031-204-8747,447.56,16687,"경기도 수원시 영통구 영통로 115, 신영통 알파빌딩 7층 (망포동)",경기도 수원시 영통구 망포동 558 신영통 알파빌딩 7층,16687,37.2379280569,127.0568573896,,204962.308209357,415114.039870682,체력단련장업,사립,,
피트니스 더 클럽 2호점,20191016,,13,영업중,,,259.72,16305,"경기도 수원시 장안구 경수대로 931, 4층 (송죽동)",경기도 수원시 장안구 송죽동 499-5,16305,37.3018431857,127.0082338193,,200657.554655119,422204.021476681,체력단련장업,사립,,
화이트짐 반송 북광장점,20210812,,13,영업중,,031-8003-3039,332.23,18453,"경기도 화성시 동탄구 동탄중심상가2길 7, 씨티플러스 9층 901~902호 (반송동)",경기도 화성시 동탄구 반송동  88-11 씨티플러스,18453,37.2058972435,127.072945795,,206404.819622968,411559.973477153,체력단련장업,사립,,
탄마 박스,20220422,,13,영업중,,031-546-2886,195.65,18303,"경기도 화성시 효행구 봉담읍 동화북길 18, 1층",경기도 화성시 효행구 봉담읍 동화리 389-2,18303,37.2222721462,126.953620792,,195804.586531474,413379.223294539,체력단련장업,사립,,
삼성전자MR2피트니스,20220512,,13,영업중,,,793,18448,"경기도 화성시 병점구 삼성전자로 1, 삼성전자 화성캠퍼스 개발동 2층 (반월동)",경기도 화성시 병점구 반월동  948,18448,37.2234666862,127.0633557592,,205820.890952409,413028.454932076,체력단련장업,사립,Y,
다짐헬스PT,20140402,,13,영업중,,,,17369,"경기도 이천시 영창로 190, 3층 (창전동)",경기도 이천시 창전동 158-3,17369,37.2810647157,127.4437660702,,239282.683197201,419990.876660039,체력단련장업,사립,,
위더스 짐,20141208,,13,영업중,,,,17332,경기도 이천시 부발읍 경충대로 2106,경기도 이천시 부발읍 아미리 726-9,467866,37.2527916085,127.4895580674,,243362.980286987,416869.917311676,체력단련장업,사립,,
바디케어 골프 헬스 휘트니스,20251015,,13,영업중,,031-212-0720,296,16512,"경기도 수원시 영통구 광교중앙로248번길 7-2, 원희캐슬 광교 지하1층 101, 102 일부호 (하동)",경기도 수원시 영통구 하동 989 원희캐슬 광교,16512,37.291029521,127.0666661168,,205823.568119412,421057.602005781,체력단련장업,사립,,
비타민휘트니스 2호점,20220518,,13,영업중,,,303.78,16329,"경기도 수원시 장안구 만석로5번길 12-10, 중앙프라자 7층 (천천동)",경기도 수원시 장안구 천천동 528-2 중앙프라자,16329,37.2954893814,126.9830809806,,198435.084651441,421489.950355042,체력단련장업,사립,,
밸런스PT센터,20221202,,13,영업중,,,199.36,14316,"경기도 광명시 소하로109번길 24, 3층 302호 (소하동)",경기도 광명시 소하동 1337,14316,37.4479588866,126.8855073553,,189797.482497378,438429.909438986,체력단련장업,사립,,
짐토닉(GYMTONIC),20230503,,13,영업중,,,112.81,14345,"경기도 광명시 양지로 19, 어반브릭스 B동 4층 406호 (일직동)",경기도 광명시 일직동 512-3 어반브릭스 B동 4층 406호,14345,37.4189383584,126.882693262,,189541.850018502,435187.738812827,체력단련장업,사립,,
주식회사 해머하우스,20240321,,13,영업중,,,740,11703,경기도 의정부시 평화로 389 (호원동),경기도 의정부시 호원동 414-4,11703,37.7265763798,127.0478341954,,204147.354843753,469350.024246307,체력단련장업,사립,,
킴브로짐 헬스PT,20220706,,13,영업중,,,248.1,17359,"경기도 이천시 안흥로 72, 스마트빌딩 2층 (갈산동)",경기도 이천시 갈산동 601 스마트빌딩,17359,37.2844317618,127.4550559819,,240284.104457854,420371.712244873,체력단련장업,사립,,
언리밋PT & 필라테스,20230921,,13,영업중,,,219.18,10888,"경기도 파주시 초롱꽃로 139, 스타타워 A동 502호 (동패동)",경기도 파주시 동패동 2080-1 스타타워 A동 502호,10956,37.7126118399,126.7196351674,,,,체력단련장업,사립,,
오도리체육관,20240206,,13,영업중,,,196.8,10864,"경기도 파주시 오도로 26-41, A동 (오도동)",경기도 파주시 오도동 115-32 A동,10864,37.7463833678,126.7250127434,,175706.629956435,471581.829378962,체력단련장업,사립,,
스포데이 휘트니스 안성 석정점,20200916,,13,영업중,,,455.85,17578,"경기도 안성시 중앙로 274-36, 3층 (석정동)",경기도 안성시 석정동 233-6,17578,37.010245531,127.2593077067,,222998.355907725,389871.366529969,체력단련장업,사립,,
이루다GYM,20210827,,13,영업중,,,115.81,17561,"경기도 안성시 공도읍 공도4로 3, 우성메디컬프라자 204호",경기도 안성시 공도읍 만정리 817-2 우성메디컬프라자,17561,37.0004724453,127.1721238134,,215250.626720175,388773.25337567,체력단련장업,사립,,
에스바디휘트니스 2호점,20220613,,13,영업중,,,239.71,16554,"경기도 수원시 권선구 동수원로 218-39, 권선종합프라자 204,206,207호 (권선동)",경기도 수원시 권선구 권선동 1311-8 권선종합프라자,16554,37.2487549587,127.0359677375,,203119.659776049,416313.684083393,체력단련장업,사립,,
쓰리핸드짐(3hand gym),20220706,,13,영업중,,,175.44,16630,"경기도 수원시 권선구 호매실로90번길 57, 우석스퀘어 4층 401호 (호매실동)",경기도 수원시 권선구 호매실동 1403,16630,37.2581298102,126.9635112711,,196693.236405857,417354.482387173,체력단련장업,사립,,
짐웨이 피트니스,20231005,,13,영업중,,,159.35,18392,"경기도 화성시 병점구 병점동로 132, 동원빌딩 2층 (진안동)",경기도 화성시 병점구 진안동  860-1,18392,37.2153126167,127.0381675636,,203318.880594854,412604.17793996,체력단련장업,사립,,
퍼팩트핏짐 의정부점,20240528,,13,영업중,,,260.48,11775,"경기도 의정부시 장곡로 626, 금오종합상가 B동 2층 201호 (신곡동)",경기도 의정부시 신곡동 765-1 금오종합상가,11775,37.7504535705,127.0722874799,,206298.328386259,472000.059836317,체력단련장업,사립,,
브랜뉴핏 고산점,20240808,,13,영업중,,031-841-9688,614,11800,"경기도 의정부시 수암로 4, 라움프라자 8층 (산곡동)",경기도 의정부시 산곡동 690-2 현대타워,11821,37.728531485,127.1107587904,,209694.327496561,469572.764078062,체력단련장업,사립,,
험프리스 운동 재활센터,20251106,,13,영업중,,,176.98,17982,"경기도 평택시 팽성읍 안정쇼핑로 37, 5층",경기도 평택시 팽성읍 안정리 38-8,17982,36.9611783586,127.0460874253,,204032.965578066,384398.266690013,체력단련장업,사립,,
1퍼센트,20240321,,13,영업중,,,433.76,10894,"경기도 파주시 와석순환로 421, 지산프라자 2층 201,202,203,204호 (와동동)",경기도 파주시 와동동 1365 지산프라자 2층 201~204호,10894,37.7234589752,126.7522918937,,178095.639419556,469028.930522446,체력단련장업,사립,,
지오짐 통진마송점,20250825,,13,영업중,,,448.69,10031,"경기도 김포시 통진읍 마송1로84번길 90, 지하1층",경기도 김포시 통진읍 마송리 514-4,10031,37.6885568624,126.5972829105,,164419.470290392,465213.957759853,체력단련장업,사립,,
식스컷츠 안성공도점,20220721,,13,영업중,,031-656-6066,394.34,17561,"경기도 안성시 공도읍 공도4로 3, 우성메디컬프라자 803호",경기도 안성시 공도읍 만정리 817-2 우성메디컬프라자,17561,37.0004724453,127.1721238134,,215250.626720175,388773.25337567,체력단련장업,사립,,
터닝그라운드,20220916,,13,영업중,,,217,16393,"경기도 수원시 권선구 금곡로196번길 62, 4층 401호 (금곡동)",경기도 수원시 권선구 금곡동 1124-1,16393,37.2732782449,126.9547525435,,195917.554836359,419036.616794028,체력단련장업,사립,,
Gym Brick,20240223,,13,영업중,,,309,17546,"경기도 안성시 대덕면 대학10길 20, 2층",경기도 안성시 대덕면 내리 687-2 2층,17546,37.0018541899,127.2265044031,,220091.247348547,388938.603074559,체력단련장업,사립,,
디자인짐,20220627,,13,영업중,,,168.38,12503,"경기도 양평군 서종면 무내미길 49-6, 1층",경기도 양평군 서종면 문호리 779-36,12503,37.6034606671,127.3514410973,,230969.043320885,455736.204517619,체력단련장업,사립,,
F45 동탄,20250707,,13,영업중,,,391.17,18455,"경기도 화성시 동탄구 메타폴리스로 42, 디앤씨빌딩 202~204호 (반송동)",경기도 화성시 동탄구 반송동  103-3 디앤씨빌딩,18455,37.2017018089,127.0718650973,,206304.750095404,411095.222437302,체력단련장업,사립,,
주식회사 짐원컴퍼니,20250702,,13,영업중,,,609.6,10896,"경기도 파주시 경의로 1246, 1동 10층 01~05호 (와동동)",경기도 파주시 와동동 1454-1,10896,37.7286527945,126.7612272422,,178881.48489955,469603.977094621,체력단련장업,사립,,
올어바웃 피트니스 향남점,20250707,,13,영업중,,031-8043-3558,388.24,18606,"경기도 화성시 만세구 향남읍 발안양감로 187, 3층 5, 6호",경기도 화성시 만세구 향남읍 하길리 1465-2,18606,37.1163955833,126.9108668158,,192012.658168745,401627.876324313,체력단련장업,사립,,
다이아짐(DIA GYM),20210916,,13,영업중,,,313.58,18478,"경기도 화성시 동탄구 동탄오산로 82, 퍼스트프라자 2층 205호 (오산동)",경기도 화성시 동탄구 오산동  968-2,18478,37.1981306234,127.0971035015,,208551.373220185,410701.52419273,체력단련장업,사립,,
라우드짐,20211014,,13,영업중,,,232.52,18244,"경기도 화성시 만세구 꽃내음1길 19-6, 707,708호 (새솔동)",경기도 화성시 만세구 새솔동 77-1,18244,37.284206993,126.818129342,,183799.769501545,420266.099880927,체력단련장업,사립,,
