bizplc_nm,licensg_ymd,bsn_state_nm,locplc_faclt_telno_dtls,locplc_ar_info,roadnm_zipno,refine_road_nm_addr,refine_lotno_addr,refine_zipno,dat_updt_hr,bizcond_div_nm_info,xcrd_vl,ycrd_vl
LIKE FRISE,20210511,정상,,0,12184,"경기도 남양주시 화도읍 경춘로****번길 **-*, 다올채 ***호",경기도 남양주시 화도읍 창현리 ***-* 다올채,,2026-01-13 17:17:35,,226601.443165699,460989.728342894
The Man's Dog,20150626,정상,,0,13578,경기도 성남시 분당구 서현로***번길 * (서현동),경기도 성남시 분당구 서현동 ***-**,,2026-01-13 17:19:05,,212421.133776397,430436.326357413
다온 입양센터 본점 남양주 강아지분양 고양이분양,20221116,정상,,0,12269,"경기도 남양주시 와부읍 안골로 **-*, *층",경기도 남양주시 와부읍 도곡리 ***-*,,2026-01-13 17:17:35,,220802.507502891,454108.418554355
에르펫츠 강아지분양 고양이분양 다산점,20231028,정상,,0,12284,"경기도 남양주시 다산지금로 ***, 현대 테라타워 DIMC R**동 상가 *층 **호 (다산동)",경기도 남양주시 다산동 **** R**동 *층 **호,,2026-01-13 17:17:35,,215139.954217956,454827.048367444
한펫,20240702,정상,,0,12182,"경기도 남양주시 화도읍 폭포로**번길 **-**, *층",경기도 남양주시 화도읍 창현리 ***,,2026-01-13 17:17:35,,227500.320162588,460494.690030959
펫북(Pet Book),20250321,정상,,0,12097,"경기도 남양주시 별내*로 ***, ***호 (별내동)",경기도 남양주시 별내동 ***-*,,2026-01-13 17:17:35,,210314.39,462650.455
인퍼피,20101126,정상,,,,경기도 오산시 청학로 ***-* (궐동),경기도 오산시 궐동 ***-*,,2026-01-13 17:24:03,,205609.111430206,406422.849035487
베스트피쉬 수족관,20121008,정상,031-378-7885,,,경기도 오산시 대원로**번길 ** (오산동),경기도 오산시 오산동 ***-**,,2026-01-13 17:24:03,,206149.343958959,405108.402144428
도그매니져,20150116,정상,031-376-8255,0,18109,"경기도 오산시 여계산로 ** (금암동, 휴먼시아 데시앙APT 단지내상가 ***호)",경기도 오산시 금암동 *** 휴먼시아 데시앙APT 단지내상가 ***호,,2026-01-13 17:24:03,,203810.966578052,407786.723857656
타이니돌,20240424,정상,,0,10550,"경기도 고양시 덕양구 삼원로 *, ***호 (삼송동)",경기도 고양시 덕양구 삼송동 ***-*,10577,2026-01-13 17:14:08,,189104.646185961,460246.703538096
멍앤픽 강아지분양 고양이분양,20210326,정상,,0,10320,"경기도 고양시 일산동구 무궁화로 ***-*, ***동 *층 ***호 (식사동, 삼성캐슬)",경기도 고양시 일산동구 식사동 ***-** 삼성캐슬,10324,2026-01-13 17:14:09,,182306.643522927,463990.899502789
캣스타,20211005,정상,,0,12631,"경기도 여주시 세종로**번길 **, 모범빌딩 *층 (홍문동)",경기도 여주시 홍문동 *** 모범빌딩,,2026-03-10 21:34:43,,256497.574954433,421326.704771123
비비퍼피 강아지분양 고양이분양 일산본점,20240502,정상,,0,10311,"경기도 고양시 일산동구 애현*길 *, *층 (풍동)",경기도 고양시 일산동구 풍동 ****-* *층,10309,2026-01-13 17:14:10,,181378.221308082,463571.112064888
강아지 호텔,20231117,정상,,0,12902,"경기도 하남시 미사강변한강로 ***, 미사강변 스카이폴리스 나동 *층 ***호 (망월동)",경기도 하남시 망월동 *** 미사강변 스카이폴리스,,2026-03-26 22:46:35,,216846.891263183,452760.863180903
A. DOG(어독),20150821,정상,,0,13477,경기도 성남시 분당구 운중로***번길 *-* (판교동),경기도 성남시 분당구 판교동 ***-*,,2026-01-13 17:19:05,,208197.011564686,431901.716908159
햄스팟,20241022,정상,,0,12913,"경기도 하남시 미사강변동로 **, 힐스테이트 미사역 그랑파사쥬(**-*BL) **블럭동 *층 ****호 (망월동)",경기도 하남시 망월동 **** 힐스테이트 미사역 그랑파사쥬(**-*BL),,2026-03-26 22:46:35,,216873.670459282,451296.310681802
해피애견타운 분당판교점,20151012,정상,031-713-3210,0,13609,경기도 성남시 분당구 백현로***번길 *-* (정자동),경기도 성남시 분당구 정자동 **-**,,2026-01-13 17:19:05,,210114.086277551,430002.975055908
블럭비즈몬,20200527,정상,,0,17117,"경기도 용인시 처인구 남사읍 한숲로 **, 아곡프라자 ***호",경기도 용인시 처인구 남사읍 아곡리 *** 아곡프라자 ***호,,2026-03-26 22:51:28,,215136.94718991,405691.150197817
뽀송하개 재워줄개,20220911,정상,,0,17115,"경기도 용인시 처인구 남사읍 처인성로 ***, *층",경기도 용인시 처인구 남사읍 완장리 ***-* *층,,2026-03-26 22:51:29,,215938.074335009,407908.037856896
마렛트,20231103,정상,,0,17124,경기도 용인시 처인구 남사읍 각궁로 ***-**,경기도 용인시 처인구 남사읍 전궁리 **-*,,2026-03-26 22:51:29,,214721.510247805,400004.997986765
봄봄,20250501,정상,,0,17022,"경기도 용인시 처인구 포곡읍 선장*로 **-*, 나동",경기도 용인시 처인구 포곡읍 신원리 ***,,2026-03-26 22:51:29,,218940.213175142,423846.941188597
웰니스클리닉동물병원,20190503,정상,031-283-1357,0,16907,"경기도 용인시 기흥구 용구대로 ****, 이마트트레이더스 구성점 *층 (보정동)",경기도 용인시 기흥구 보정동 ****-*** 이마트트레이더스 구성점,,2026-03-26 22:51:35,,209243.030411681,422569.226264222
고양이 분양 달타냥,20210723,정상,,0,16972,"경기도 용인시 기흥구 구갈로**번길 **, 삼성프라자 ***~*호 (구갈동)",경기도 용인시 기흥구 구갈동 ***-* 삼성프라자,,2026-03-26 22:51:35,,209918.755282831,419770.576747044
롯데마트 신갈점,20241211,정상,031-527-4244,0,17064,"경기도 용인시 기흥구 중부대로 ***, *층 *호 (신갈동, 기흥역 롯데캐슬스카이)",경기도 용인시 기흥구 신갈동 ** 기흥역 롯데캐슬스카이,,2026-03-26 22:51:35,,209561.848956988,418928.960809078
펫웨이브 광교지점,20250616,정상,1551-1515,0,16944,경기도 용인시 수지구 광교중앙로***번길 ** (상현동),"경기도 용인시 수지구 상현동 ****-* B동 ***,***호",,2026-03-26 22:51:44,,205980.695410254,421720.518141265
으르렁애견카페,20151022,정상,031-947-1981,0,10905,"경기도 파주시 미래로 ***-**, *층 (동패동)",경기도 파주시 동패동 ****-*,,2026-01-13 17:26:34,,177441.130914816,467705.541104212
댕복궁,20201019,정상,,0,10870,경기도 파주시 가람로**번길 **-**(와동동),경기도 파주시 와동동 ****-*,,2026-01-13 17:26:35,,178211.107191661,470326.139379438
낭만고양이(운정점),20220317,정상,,0,10871,"경기도 파주시 가재울로 **-**, *층 (목동동)",경기도 파주시 목동동 ***-*,,2026-01-13 17:26:35,,177672.197606165,469975.684269645
디디에퍼피,20240405,정상,,0,10908,"경기도 파주시 심학산로 ***, 케이힐스 *층 ***호 (야당동)",경기도 파주시 야당동 **** 케이힐스,,2026-01-13 17:26:35,,178896.460953293,468256.964626115
펫퍼스트 24시 강아지분양 고양이분양 파주운정점,20240905,정상,,0,10870,"경기도 파주시 가람로**번길 **-**, *층 ***호 (와동동)",경기도 파주시 와동동 ****,,2026-01-13 17:26:35,,177971.974511371,470418.257180974
마쵸,20151223,정상,031-723-9567,0,13362,"경기도 성남시 중원구 광명로***번길 **, *층 (성남동)",경기도 성남시 중원구 성남동 ****,,2026-01-13 17:19:05,,212393.642716706,436956.815277833
아이러브독 강아지분양 부천점,20140804,정상,,0,14545,경기도 부천시 원미구 소향로 **-** (상동),경기도 부천시 원미구 상동 ***-* 승재밀레니엄오피스텔,,2026-01-13 17:18:35,,178149.867674602,444679.025357506
주식회사 베이비몽,20260408,정상,,0,12609,경기도 여주시 대신면 대신*로 ***-**,경기도 여주시 대신면 윤촌리 ***-*,12609,2026-04-09 21:32:52,,253675.205671283,433891.862117025
아담스펫살롱,20180129,정상,032-683-8023,0,14516,"경기도 부천시 오정구 평천로 ***, *층 (삼정동)",경기도 부천시 오정구 삼정동 ***-*,,2026-01-13 17:18:35,,179796.384666667,445885.161333333
라네쥬 독(Laneige.dog),20191227,정상,,0,14647,"경기도 부천시 원미구 부흥로 ***, *층 (소사동)",경기도 부천시 원미구 소사동 *-**,,2026-01-13 17:18:35,,181410.821055914,442696.183182359
도그스101,20160902,정상,031-701-7942,0,13539,경기도 성남시 분당구 안양판교로****번길 ** (백현동),,,2026-01-13 17:19:05,,,
버디독 강아지분양 고양이분양 안심분양센터 부천점,20221208,정상,,0,14758,"경기도 부천시 소사구 소사로 ***, ***호 (소사본동, 골드캐슬아파트)",경기도 부천시 소사구 소사본동 ***-* 골드캐슬아파트,,2026-01-13 17:18:36,,181814.510971067,441433.609703399
(주)펫콤,20200220,정상,031-8042-2888,0,15658,"경기도 안산시 단원구 엠티브이*로 ***, 동신엔지니어링 (목내동)",경기도 안산시 단원구 목내동 ***-* 동신엔지니어링,,2026-03-26 22:46:10,,179836.956103302,421505.250232757
하나애견,20220404,정상,,0,15521,"경기도 안산시 상록구 건건로 **, *층 (건건동)",경기도 안산시 상록구 건건동 ***-**,,2026-03-26 22:46:11,,191333.637991612,422730.470169567
로던트 클럽@달콤하니 냥,20210316,정상,,0,10079,"경기도 김포시 김포한강*로**번길 **-**, *층 (장기동)",경기도 김포시 장기동 **** *층,,2026-01-13 17:17:05,,170975.551359381,460123.102547262
토토로의 숲,20220125,정상,,0,10009,"경기도 김포시 통진읍 고척로***번길 **, *층",경기도 김포시 통진읍 고정리 ***-**,,2026-01-13 17:17:05,,163899.925995442,468638.894730204
모가비,20220322,정상,,0,10022,경기도 김포시 월곶면 애기봉로 ***-**,경기도 김포시 월곶면 고막리 **-*,,2026-01-13 17:17:05,,161506.985097649,469054.242727604
재리펫,20220624,정상,,0,10066,"경기도 김포시 솔터로 **, ***동 ***호 (구래동, 메트로타워 예미지)",경기도 김포시 구래동 ****-* 메트로타워 예미지,,2026-01-13 17:17:05,,167324.824583073,460347.884109149
신원동물메디컬센터,20170210,정상,,0,10570,경기도 고양시 덕양구 신원로*길 ** (신원동),경기도 고양시 덕양구 신원동 ***-*,,2026-01-13 17:14:06,,190057.405,462180.26
바비펫샵,20170705,정상,031-979-9798,,10486,"경기도 고양시 덕양구 서정마을로 *, ***호 (행신동, 행신프라자)",경기도 고양시 덕양구 행신동 **** ***호,,2026-01-13 17:14:06,,186421.557345025,457356.095590639
쪼꼬미펫,20181004,정상,,0,10392,"경기도 고양시 일산서구 주엽로 **, B동 ***호 (대화동)",경기도 고양시 일산서구 대화동 ****-***,,2026-01-13 17:14:06,,178443.772452423,462653.992741763
페리토 고양스타필드점,20190723,정상,,0,10595,"경기도 고양시 덕양구 동송로 **, 이편한세상시티삼송 제상가동 *층 *-***호 (동산동)",경기도 고양시 덕양구 동산동 *** 이편한세상시티삼송 제상가동 *-***호,,2026-01-13 17:14:06,,190793.745581355,460809.3267951
찐펫,20230508,정상,,0,10021,경기도 김포시 월곶면 용강로***번길 **,경기도 김포시 월곶면 고막리 ***,,2026-01-13 17:17:05,,160926.481617935,469805.219939139
버디독 강아지분양 고양이분양 안심분양센터 김포점,20240108,정상,,0,10071,"경기도 김포시 김포한강*로 ***, 한강메디플라자 *층 ***호 (구래동)",경기도 김포시 구래동 ****-* 한강메디플라자,,2026-01-13 17:17:05,,166936.831918612,460452.342591637
김포 애견호텔 애견유치원 꼬똥이네,20250212,정상,,0,10016,경기도 김포시 통진읍 조강로**번길 ***-**,경기도 김포시 통진읍 서암리 ***-*,,2026-01-13 17:17:05,,165094.340665405,465879.952789442
애견세상,20140123,정상,031-833-7773,0,11034,경기도 연천군 전곡읍 전곡로 ***,경기도 연천군 전곡읍 전곡리 ***-**,,2026-05-10 22:11:44,,206002.289622469,502441.889221535
분당강아지분양 프렌즈독,20161007,정상,,0,13601,경기도 성남시 분당구 발이봉북로**번길 * (수내동),,,2026-01-13 17:19:05,,211339.754886557,429257.786682303
바우밸리,20180822,정상,,0,15259,경기도 안산시 상록구 안산천서로 ***-* (월피동),경기도 안산시 상록구 월피동 ***-*,,2026-03-26 22:46:10,,186365.706669497,425767.469993122
펫 파라다이스,20161213,정상,070-8840-8182,0,13596,"경기도 성남시 분당구 백현로 *** (정자동, 정자I PARK)",경기도 성남시 분당구 정자동 **,,2026-01-13 17:19:05,,209705.972666531,430466.919928596
(주)펫꼬뺑이,20170906,정상,02-6457-8000,0,13100,경기도 성남시 수정구 오야남로**번길 **-* (오야동),,,2026-01-13 17:19:05,,209273.983016274,439137.340043622
퍼피당강아지 안산본점,20190110,정상,,0,15487,"경기도 안산시 상록구 송호*길 **, *층 (이동)",경기도 안산시 상록구 이동 ***-*,,2026-03-26 22:46:10,,186234.935804244,423338.422385138
정왕동 애견용품 창고형 할인매장(비제이코리아),20140917,정상,031-520-0289,0,15049,"경기도 시흥시 오동마을로*번길 *, ***호 (정왕동)",경기도 시흥시 정왕동 ****-* ***호,15119,2026-03-10 21:36:08,,177065.1119357,427903.539989077
유앤미펫 강아지분양 고양이분양 시흥점,20200820,정상,,0,15011,"경기도 시흥시 서울대학로***번길 **, 서영베니스스퀘어 A동 *층 **호 (배곧동)",경기도 시흥시 배곧동 ***-* 서영베니스스퀘어 A동 **호,,2026-03-10 21:36:17,,176072.60072494,429602.843996773
러빙펫 강아지분양 배곧본점,20210326,정상,,0,15011,"경기도 시흥시 서울대학로***번길 **, 서영베니스스퀘어 A-*호 (정왕동)",경기도 시흥시 정왕동 ****-* 서영베니스스퀘어 A-*호,15119,2026-03-10 21:36:18,,176072.60072494,429602.843996773
밀레쥬 에듀파크,20230714,정상,,0,15119,"경기도 시흥시 거북섬북로 **, 아쿠아펫랜드 c동 *층 ***호 (정왕동)",경기도 시흥시 정왕동 **** 아쿠아펫랜드,15119,2026-03-10 21:36:26,,171450.600413716,425422.79435828
고양이 주택,20240124,정상,,0,15011,"경기도 시흥시 배곧*로 **, 센터프라자* *층 ***호 (배곧동)",경기도 시흥시 배곧동 ***-* 센터프라자*,,2026-03-10 21:36:27,,175971.233747393,429834.311801204
(주) 가나펫,20091231,정상,031-402-4060,0,15360,"경기도 안산시 단원구 중앙대로 ***, *층 (고잔동, 롯데프라자)",경기도 안산시 단원구 고잔동 ***-* 롯데프라자 *층,,2026-03-26 22:46:08,,185430.424306732,423951.686644527
안산 요미독앤캣 강아지분양 고양이분양,20180117,정상,031-403-0509,0,15496,"경기도 안산시 상록구 석호로 **, 지승빌딩 *층 (이동)",경기도 안산시 상록구 이동 ***-* 지승빌딩,,2026-03-26 22:46:10,,186404.462384715,422947.944246812
한빛,20170911,정상,070-8888-9830,0,13347,"경기도 성남시 수정구 시민로 ***, ***호 (신흥동)",경기도 성남시 수정구 신흥동 ****,,2026-01-13 17:19:05,,212626.616789321,437814.252483888
의정부고양이분양 나비캣,20180514,정상,,0,11778,"경기도 의정부시 금신로***번길 **, *층 (신곡동)",경기도 의정부시 신곡동 **,,2026-01-13 17:25:34,,205534.334404843,471411.465507997
플래니터리헬스,20191024,정상,,0,11673,"경기도 의정부시 둔야로**번길 *, 덕암빌딩 B*층 *-**호 (의정부동)",경기도 의정부시 의정부동 ***-* 덕암빌딩 *-**호,,2026-01-13 17:25:34,,203375.359918311,470705.969510801
빼로독 강아지분양 의정부본점,20201217,정상,,0,11697,"경기도 의정부시 평화로 ***, ***호 (의정부동)",경기도 의정부시 의정부동 ***-**,,2026-01-13 17:25:34,,204161.856178796,470551.789962667
베리독 강아지 고양이 의정부점,20220906,정상,031-848-2230,0,11695,"경기도 의정부시 시민로***번길 **, *층 (의정부동)",경기도 의정부시 의정부동 ***-*,,2026-01-13 17:25:34,,204353.931531509,470929.071535542
위즈펫동물병원,20121217,정상,,0,,경기도 수원시 팔달구 효원로 *** (인계동),경기도 수원시 팔달구 인계동 ****,,2026-01-13 17:19:36,,202602.629959972,417869.723857315
