bizplc_nm,bsn_state_nm,licensg_ymd,refine_road_nm_addr,refine_lotno_addr,refine_zipno,locplc_faclt_telno_dtls,refine_wgs84_lat,refine_wgs84_logt,licensg_rtrcn_ymd,clsbiz_ymd,tcbiz_bgng_ymd,tcbiz_end_ymd,bizcond_div_nm_info,xcrd_vl,ycrd_vl,cultur_phstrn_indutype_nm,cultur_bizman_div_nm,tot_floor_cnt,circumfr_envrn_nm,faclt_ar,ground_floor_cnt,bsmnt_floor_cnt,buldng_purpos_nm,passway_wdth,light_faclt_ilum_amnt,sngrum_rom_cnt,yongroom_cnt,emgncy_strs_yn,emgnexit_yn,man_dong_ventltn_yn,yongroom_yn,specl_light_yn,sondfaclt_yn,tot_gamemchn_vcnt,provsn_gamesw_nm,first_reg_hr,region_div_nm
맥스노래연습장,폐업,20060221,"경기도 안양시 만안구 안양로292번길 18  (안양동,3층)",경기도 안양시 만안구 안양동 674-262 3층,13992,,37.3987250323,126.9228091218,,20110206,,,,,,노래연습장업,유통관련업,4,유흥업소밀집지역,168.85,3,1,근린생활시설,1.0,40.0,11,7,N,Y,Y,Y,Y,Y,,,,상업지역
맥시움노래연습장,영업중,20050324,"경기도 군포시 고산로 150, 6층 (당정동, 맥시움빌딩)",경기도 군포시 당정동 545-6 맥시움빌딩 6층,15850,031-427-3671,37.3490841423,126.9546338518,,,,,,195910.289819069,427455.791551821,노래연습장업,유통관련업,,,234.82,,,,,,8,2,,,,Y,,,,,,
맥시코인 노래연습장,폐업,20161110,"경기도 용인시 기흥구 마북로154번길 3, A동 202호 (마북동, 테라스가든B빌딩)",경기도 용인시 기흥구 마북동 182-15,16911,,37.3037458622,127.1239945938,,20170726,,,,210926.410808048,422420.795306496,노래연습장업,유통관련업,,,140.71,,,,,,19,9,,,,Y,,Y,,,,
맥시코인노래연습장,폐업,20171025,"경기도 용인시 기흥구 새천년로16번길 7, 201호 (신갈동)",경기도 용인시 기흥구 신갈동 726 201호,16959,,37.2885703226,127.111254125,,20220929,,,,209794.043635063,420740.318899241,노래연습장업,유통관련업,,,146.05,,,,,,15,9,,,,Y,,,,,,
맥시코인노래연습장,폐업,20170714,"경기도 용인시 기흥구 마북로 164, 1층 104호 (마북동, 테라스가든A빌딩)",경기도 용인시 기흥구 마북동 182,16911,,37.3039631961,127.1243094634,,20220929,,,,210951.81305383,422446.8170224,노래연습장업,유통관련업,5,,48.49,1,4,근린생활시설,,,7,4,,,,Y,,,,,,일반주거지역
맨뒤노래연습장,폐업,19960522,경기도 파주시 문산읍 문향로67번길 2,경기도 파주시 문산읍 문산리 6-28,10821,,37.8581547657,126.7850366024,,20210709,,,,181012.938126298,483969.005383175,노래연습장업,유통관련업,,,200.0,,,,,,12,,N,N,N,,N,N,,,,
맨발 노래연습장,폐업,19990618,"경기도 안양시 동안구 평촌대로223번길 20, 지하층 (호계동)",경기도 안양시 동안구 호계동 1044-4 지층호,14072,,37.3912856102,126.9544299447,,20170403,,,,195892.505092818,432133.868255509,노래연습장업,유통관련업,,,363.96,,,,,,15,14,N,N,N,Y,N,N,,,,
맨발노래연습장,폐업,20040903,"경기도 안양시 만안구 장내로139번길 30 (안양동,(지하1층))",경기도 안양시 만안구 안양동 674-246 (지하1층),13992,031-442-1519,37.3990471409,126.9223208313,,20190121,,,,,,노래연습장업,유통관련업,5,기타,134.81,,1,근린생활시설,1.0,,10,8,Y,Y,Y,Y,Y,Y,,,,상업지역
맨하탄 노래연습장,영업중,20221027,"경기도 수원시 권선구 호매실로90번길 57, 6층 602호 (호매실동)",경기도 수원시 권선구 호매실동 1403,16630,,37.2581298102,126.9635112711,,,,,,196693.236405857,417354.482387173,노래연습장업,유통관련업,,,310.61,,,,,,13,7,,,,Y,,,,,,
맨하탄노래연습장,폐업,20050205,"경기도 평택시 포승읍 포승공단로 280, 1층",경기도 평택시 포승읍 도곡리 744-25,,,36.9878098407,126.8640214319,,20140508,,,,187819.84927003,387362.52291292,노래연습장업,유통관련업,1,기타,,1,,근린생활시설,,,,,,,,,,,,,,근린상업지역
맨해튼 노래연습장,영업중,20221027,"경기도 수원시 권선구 호매실로90번길 57, 6층 601호 (호매실동)",경기도 수원시 권선구 호매실동 1403,16630,,37.2581298102,126.9635112711,,,,,,196693.236405857,417354.482387173,노래연습장업,유통관련업,,,161.46,,,,,,6,,,,,,,,,,,
맹꽁이 노래연습장,영업중,20170705,"경기도 오산시 내삼미로79번길 52, 2층 204호 (수청동)",경기도 오산시 수청동 619-3,18114,,37.1695612399,127.0654345475,,,,,,205741.932821702,407527.074484428,노래연습장업,유통관련업,5,유흥업소밀집지역,188.87,4,1,근린생활시설,,,7,1,Y,Y,Y,Y,Y,Y,,,,
맹꽁이 노래연습장,폐업,19921023,경기도 파주시 금정14길 5 (금촌동),경기도 파주시 금촌동 73-26,10929,,37.7598696911,126.7750169462,,20221229,,,,180103.205668127,473063.430186485,노래연습장업,유통관련업,,,75.8,,,,,,3,3,N,N,N,Y,N,N,,,,
맹꽁이노래연습장,폐업,20021220,"경기도 수원시 팔달구 매산로126번길 24-2, 지층 (매교동)",경기도 수원시 팔달구 매교동 77-54 지층,16465,,37.2709623264,127.0149765691,,20191024,,,,201260.257434666,418778.510390706,노래연습장업,유통관련업,,유흥업소밀집지역,239.7,,1,근린생활시설,,,5,5,Y,Y,Y,,Y,Y,,,,상업지역
머니 노래연습장,폐업,20080724,"경기도 화성시 병점구 효행로 1051,  304호 (진안동,메인프라자)",경기도 화성시 병점구 진안동  914-1 메인프라자 304호,18398,,37.2146333014,127.0419699093,,20121026,,,,203653.839340323,412527.345815506,노래연습장업,유통관련업,,,128.7,,,,1.0,40.0,5,1,N,N,N,Y,Y,N,,,,
머스트코인노래연습장,영업중,20170106,경기도 하남시 신장로 127-1 (덕풍동),경기도 하남시 덕풍동 419-13,12978,,37.5380601326,127.2039570942,,,,,,217955.758352593,448439.61815989,노래연습장업,유통관련업,6,기타,234.4,,1,근린생활시설,1.0,40.0,20,20,Y,Y,Y,Y,,Y,,,,일반상업지역
멀티 노래연습장,폐업,20100212,"경기도 부천시 원미구 부일로449번길 28 (심곡동,5층,6층)","경기도 부천시 원미구 심곡동 379-28 5층,6층",14635,,37.4874857364,126.7805419729,,20170818,,,,180521.835774313,442831.505377946,노래연습장업,유통관련업,,주택가주변,510.3,,,근린생활시설,1.0,40.0,18,18,Y,Y,,Y,,Y,,,,준주거지역
멀티 노래연습장,폐업,20131210,경기도 이천시 이섭대천로 1200 (중리동),경기도 이천시 중리동 219-1,17373,,37.2773344789,127.4471528681,,20200324,,,,239588.451309177,419554.070742395,노래연습장업,유통관련업,,,266.17,,,,,,8,,,,,,,,,,,
멀티 노래연습장,폐업,20071203,"경기도 평택시 평택로32번길 25  (평택동,지하1층)",경기도 평택시 평택동 298-2 지하1층,17912,,36.9914156369,127.0889816175,,20071213,,,,207848.496161395,387760.895664779,노래연습장업,유통관련업,,,541.64,,,,,,,,,,,,,,,,,
멀티 노래연습장,폐업,20160805,"경기도 구리시 원수택로 4, 5동 지하1층 (수택동, 대호빌딩)",경기도 구리시 수택동 448 가동 지하1층,11941,,37.5927284749,127.1395819277,,20180502,,,,212262.390329184,454486.014052144,노래연습장업,유통관련업,,주택가주변,165.29,,,근린생활시설,2.0,45.0,18,18,Y,Y,,Y,,Y,,,,일반주거지역
멀티노래연습장,직권말소,19971006,경기도 부천시 원미구 부일로 742 (역곡동),경기도 부천시 원미구 역곡동 81-8,14674,,37.4859255657,126.8121828867,,20180611,,,,183322.194805742,442650.460365624,노래연습장업,유통관련업,,,53.72,,,,,,3,,N,N,N,,N,N,,,,
멀티노래연습장,직권말소,19991126,경기도 부천시 소사구 심곡로10번길 17  (심곡본동),경기도 부천시 소사구 심곡본동 574-4,14737,032-655-9760,37.4831173817,126.7751660358,,20120813,,,,180033.088351877,442315.397730088,노래연습장업,유통관련업,,,97.9,,,,,,,,N,Y,Y,,Y,Y,,,,
멀티플레이노래연습장,폐업,20070427,"경기도 고양시 덕양구 화신로 278  (화정동,세일빌딩 지하1층)",경기도 고양시 덕양구 화정동 984-3 세일빌딩 지하1층,10500,031-973-3693,37.6311652728,126.8305774601,,20100907,,,,184974.533686305,458769.423203507,노래연습장업,유통관련업,,,159.34,,1,근린생활시설,1.0,79.0,9,9,Y,Y,Y,Y,Y,Y,,,,중심상업지역
멋쟁이 노래 연습장,영업중,19931022,경기도 의정부시 금오로 112 (금오동),경기도 의정부시 금오동 455-3 지하1층,11755,,37.756745759,127.077552824,,,,,,206764.280061854,472699.004923791,노래연습장업,유통관련업,,,133.0,,1,,,,9,1,N,N,N,Y,N,N,,,,주거지역
멋쟁이노래연습장,영업중,20030411,"경기도 평택시 포승읍 서동대로 1185, 지하층",경기도 평택시 포승읍 석정리 1253-3 지하,17814,,36.9848628446,126.8847575406,,,,,,189670.065426651,387030.741287302,노래연습장업,유통관련업,,,219.01,,,,2.0,30.0,5,,N,N,N,,N,N,,,,
멋진노래연습장,영업중,20110707,경기도 이천시 부발읍 경충대로 2216-4,경기도 이천시 부발읍 신하리 367-1 1층,17327,,37.2594698179,127.4802081702,,,,,,242531.094861467,417611.676008608,노래연습장업,유통관련업,,,224.45,,,,,,1,,,,,,,,,,,
멍게,폐업,19940811,"경기도 수원시 팔달구 매산로20번길 9, 지층 (매산로2가)",경기도 수원시 팔달구 매산로2가 97-5 지층,16461,,37.2669311075,127.0036225059,,20250901,,,,200252.895221896,418343.20863986,노래연습장업,유통관련업,,,81.84,,,,,,8,,Y,Y,N,Y,Y,Y,,,,
메가노래연습장,영업중,20091224,"경기도 성남시 중원구 성남대로 1126, 508호 (성남동, 메가프라자)",경기도 성남시 중원구 성남동 4123 메가프라자 508호,13365,,37.4302733563,127.129873139,,,,,,211427.1317276,436475.883497673,노래연습장업,유통관련업,8,,122.51,5,3,,,,6,1,,,,Y,,,,,,
메가코인노래연습장,영업중,20250325,"경기도 구리시 체육관로80번길 23, 지하1층 (수택동)",경기도 구리시 수택동 850-8,11940,,37.5918896109,127.1393820814,,,,,,212241.185744154,454406.787951674,노래연습장업,유통관련업,,,210.0,,,,,,25,25,,,,Y,,Y,,,,
메가코인노래연습장,영업중,20141219,경기도 양주시 고읍남로 6-6 (광사동),경기도 양주시 광사동 651-1,11492,,37.7961966271,127.0801224445,,,,,,206986.785161954,477076.771684696,노래연습장업,유통관련업,,기타,166.24,9,,근린생활시설,2.0,40.0,19,3,,,,Y,,,,,,일반상업지역
메가코인노래연습장(수택점),영업중,20260331,"경기도 구리시 검배로 35, 2층 (수택동)",경기도 구리시 수택동 515-59,11929,,37.5982474291,127.1434409111,,,,,,212598.524131692,455116.303379567,노래연습장업,유통관련업,6,,159.64,5,1,,,,15,15,,,,Y,,Y,,,,
메가코인동전 노래연습장,폐업,20161010,"경기도 의정부시 오목로205번길 67, 601호일부,602호 (민락동)",경기도 의정부시 민락동 813-1,11813,,37.7461179934,127.0951955894,,20181018,,,,208320.979698813,471521.561400345,노래연습장업,유통관련업,6,,173.84,6,,,1.0,40.0,23,23,,,,Y,,,,,,
메가폰,직권말소,19990419,경기도 안양시 만안구 장내로143번길 28 (안양동),경기도 안양시 만안구 안양동 674-270,13992,,37.3991667422,126.9228170323,,20180821,,,,,,노래연습장업,유통관련업,,,132.0,,,,,,10,,N,N,N,,N,N,,,,
메드나인노래연습장,폐업,20040309,경기도 부천시 원미구 부일로 460  (심곡동),경기도 부천시 원미구 심곡동 383-1,14637,,37.485866224,126.7810212606,,20141119,,,,180574.451082211,442653.495599673,노래연습장업,유통관련업,13,유흥업소밀집지역,234.0,11,2,근린생활시설,1.0,81.0,8,3,Y,Y,Y,Y,Y,Y,,,,상업지역
메들리,영업중,20030205,"경기도 광명시 충현로4번길 10, 동곡빌딩 2층 (소하동)",경기도 광명시 소하동 1243-4 동곡빌딩,14327,02-897-4217,37.4353569778,126.8801620777,,,,,,189339.407490233,437030.869394484,노래연습장업,유통관련업,,,99.17,,,,,,5,1,N,N,N,Y,N,N,,,,
메들리노래연습장,폐업,19971023,경기도 의왕시 왕곡로 29 (왕곡동),경기도 의왕시 왕곡동 299-4,,,37.3464393032,126.978072931,,20230530,,,,197981.575678883,427157.77082125,노래연습장업,유통관련업,,,96.12,,,,,,5,3,N,N,N,Y,N,N,,,,
메르디앙,폐업,20020629,"경기도 수원시 팔달구 중부대로223번길 26  (우만동,(지하1층))",경기도 수원시 팔달구 우만동 101-1 (지하1층),16497,,37.2770063769,127.0410282602,,20130216,,,,203570.32902939,419451.603704483,노래연습장업,유통관련업,6,,264.03,5,1,근린생활시설,1.0,45.0,9,1,N,Y,N,Y,Y,Y,,,,
메르디앙 노래연습장,폐업,20031229,"경기도 수원시 영통구 봉영로 1612 (영통동,704,705,706호)","경기도 수원시 영통구 영통동 996-4 704,705,706호",16704,,37.2545081228,127.074983256,,20160405,,,,206586.493721295,416951.858130707,노래연습장업,유통관련업,11,유흥업소밀집지역,379.47,10,1,근린생활시설,2.0,40.0,14,,Y,Y,Y,,Y,Y,,,,중심상업지역
메모리,폐업,19990703,"경기도 고양시 덕양구 화중로130번길 16,  지층호 (화정동)",경기도 고양시 덕양구 화정동 903 지층호,10477,031-969-0040,37.6384245684,126.8328018486,,20030327,,,,185173.724289975,459576.080807342,노래연습장업,유통관련업,,,,,,,,,,,N,N,N,N,N,N,,,,
메아리 노래연습장,영업중,20001111,"경기도 수원시 권선구 금호로 19, 지하1층 (호매실동)",경기도 수원시 권선구 호매실동 402-1 지하1층,16398,,37.2688221964,126.9540628418,,,,,,195846.375035054,418541.496980557,노래연습장업,유통관련업,,,135.85,,1,,,,5,5,Y,N,Y,Y,Y,Y,,,,
메아리 노래연습장,직권말소,19940202,경기도 의정부시 비우로20번길 15 (가능동),경기도 의정부시 가능동 368-33,11614,,37.7558132778,127.0311728644,,20210719,,,,202676.768879916,472594.742765103,노래연습장업,유통관련업,,,126.0,,,,,,1,,N,N,N,,N,N,,,,주거지역
메아리 노래연습장,폐업,20020104,경기도 수원시 장안구 파장로82번길 5-4  (파장동),경기도 수원시 장안구 파장동 572-37,16349,,37.3069488535,126.9920639003,,20060710,,,,199224.600566546,422772.503738602,노래연습장업,유통관련업,,,56.0,,1,,,,,2,Y,Y,Y,Y,Y,Y,,,,
메아리 노래연습장,폐업,19970326,"경기도 부천시 원미구 부천로39번길 38, 지층 (심곡동)",경기도 부천시 원미구 심곡동 377-43 지층,14632,,37.4882941549,126.7815635649,,20151229,,,,180610.810514822,442921.880414329,노래연습장업,유통관련업,,,99.06,,,,,,4,,Y,Y,Y,,Y,Y,,,,
메아리노래연습장,영업중,20110914,"경기도 수원시 팔달구 팔달문로115번길 56, 지층 (지동)",경기도 수원시 팔달구 지동 472-5 지층,16248,,37.2840556895,127.0273918708,,,,,,202357.151653099,420233.665167198,노래연습장업,유통관련업,4,주택가주변,94.83,,1,근린생활시설,,,5,1,,,,,,,,,,일반주거지역
메아리노래연습장,영업중,20030411,"경기도 평택시 탄현로351번길 14, 지하층 (신장동)",경기도 평택시 신장동 190-12 지하,17753,,37.0834699162,127.0564979775,,,,,,204952.137362856,397972.313333689,노래연습장업,유통관련업,,,82.08,,,,2.0,30.0,5,,N,N,N,,N,N,,,,
메아리노래연습장,영업중,19940406,경기도 부천시 오정구 삼작로306번길 8 (여월동),경기도 부천시 오정구 여월동 52-11,14484,032-684-9195,37.519818309,126.7957009472,,,,,,181870.324580377,446418.056328975,노래연습장업,유통관련업,,,99.17,,1,근린생활시설,1.0,,5,1,Y,Y,Y,Y,Y,Y,,,,
메아리노래연습장,영업중,20030729,"경기도 부천시 소사구 심곡로9번길 40, 지층 (심곡본동)",경기도 부천시 소사구 심곡본동 665,14712,032-611-8983,37.4826494456,126.7782357384,,,,,,180314.974418245,442293.489370146,노래연습장업,유통관련업,5,기타,151.01,,1,근린생활시설,1.0,50.0,6,6,Y,Y,Y,Y,Y,Y,,,,일반주거지역
메아리노래연습장,영업중,19970422,경기도 부천시 원미구 부일로459번길 31 (심곡동),경기도 부천시 원미구 심곡동 379-32,14635,,37.4874556043,126.7815150391,,,,,,180605.889828531,442829.798601423,노래연습장업,유통관련업,,,97.5,,1,,,,8,7,Y,N,Y,Y,Y,Y,,,,
메아리노래연습장,직권말소,20090917,"경기도 수원시 팔달구 팔달문로115번길 56  (지동,지층)",경기도 수원시 팔달구 지동 472-5 지층,16248,,37.2840556895,127.0273918708,,20110816,,,,202357.151653099,420233.665167198,노래연습장업,유통관련업,5,주택가주변,102.46,4,1,근린생활시설,,50.0,2,,,,,,,,,,,주거지역
메아리노래연습장,폐업,20030319,경기도 평택시 안중읍 안현로서5길 66,경기도 평택시 안중읍 안중리 273-11,17936,,36.9885417796,126.9282492901,,20070816,,,,193541.913215631,387439.954464886,노래연습장업,유통관련업,3,주택가주변,218.0,2,1,근린생활시설,2.0,30.0,6,,N,N,N,N,N,N,,,,준주거지역
메아리노래연습장,폐업,19990702,"경기도 부천시 소사구 호현로 493, 지층 (소사본동)",경기도 부천시 소사구 소사본동 94-5 지층,14754,032-347-0523,37.4815826572,126.7926103095,,20251231,,,,181586.939007157,442173.551141563,노래연습장업,유통관련업,,,87.87,,1,,,,4,,N,Y,Y,,Y,Y,,,,
메어리 노래연습장,영업중,20091113,"경기도 수원시 권선구 권광로 107, 2층 (권선동)",경기도 수원시 권선구 권선동 1038-10 2층,16568,,37.2574476752,127.0299376048,,,,,,202585.182117518,417279.766388999,노래연습장업,유통관련업,2,기타,172.61,,,근린생활시설,,,6,2,,,,,,,,,,일반주거지역
메이드 노래연습장,영업중,20020702,"경기도 성남시 중원구 광명로 354 (금광동,지층)",경기도 성남시 중원구 금광동 1786 지층,13182,,37.4460717493,127.1652600682,,,,,,214553.988091381,438226.310041726,노래연습장업,유통관련업,,,144.86,,1,,,,6,1,N,Y,Y,Y,Y,Y,,,,
메이져 노래연습장,직권말소,20070202,경기도 오산시 원동로37번길 30 (원동),경기도 오산시 원동 770-14 1통,18141,,37.1450994994,127.0710920956,,20140828,,,,206247.075776511,404805.728205926,노래연습장업,유통관련업,,,185.92,,,,,,1,,,,,,,,,,,
메이플 코인 노래연습장,영업중,20171222,"경기도 의정부시 평화로 220, 2층 205,206호 (호원동)",경기도 의정부시 호원동 455-5,11710,,37.7115791432,127.0480501421,,,,,,204170.147869275,467650.351569366,노래연습장업,유통관련업,,,110.0,2,,,1.0,,18,18,,,,Y,,,,,,
메인노래연습장,등록취소,20080414,"경기도 남양주시 늘을2로 26  (호평동,호평메인시네마타워 202호)",경기도 남양주시 호평동 640 호평메인시네마타워 202호,12150,,37.6550950658,127.2441133261,20090210,,,,,221468.586010805,461438.064834388,노래연습장업,유통관련업,,,353.26,2,,,,,8,1,N,N,N,Y,N,N,,,,
