licensg_ymd,bizplc_nm,unity_bsn_state_nm,bsn_state_nm,clsbiz_ymd,locplc_faclt_telno_dtls,locplc_ar_info,refine_road_nm_addr,refine_lotno_addr,refine_zipno,refine_wgs84_lat,refine_wgs84_logt,bizcond_div_nm_info,xcrd_vl,ycrd_vl,sanittn_bizcond_nm,buldng_ground_floor_cnt,buldng_bsmnt_floor_cnt,use_bgng_ground_floor_cnt,use_last_ground_floor_cnt,use_bgng_bsmnt_floor_cnt,use_last_bsmnt_floor_cnt,cdtnl_prmsn_dclr_resn,cdtnl_prmsn_bgng_ymd,cdtnl_prmsn_end_ymd,buldng_posesn_div_nm,whm_cnt,female_enflpsn_cnt,male_enflpsn_cnt,retrvl_dry_cnt,bed_noc,multi_utlz_bizest_yn
20050331,대성세탁소,영업/정상,영업,,031-755-5402,28.67,"경기도 성남시 수정구 남문로86번길 1 (태평동,(1층))",경기도 성남시 수정구 태평동 3280 (1층),13288,37.4465993697,127.1363837613,일반세탁업,211998.904127175,438279.556784614,일반세탁업,,,1,1,,,,,,,,,,,,N
19920727,대성세탁소,폐업,폐업,20050905,031-236-8696,15.20,,경기도 수원시 권선구 세류동 1021-69,16588,,,일반세탁업,,,일반세탁업,1,,1,1,,,,,,,,,,,,N
19921127,대성세탁소,폐업,폐업,20020930,031-212-8505,26.26,,경기도 수원시 영통구 매탄동 990 주공아파트 라동 209호,,,,일반세탁업,,,일반세탁업,0,0,0,,0,,,,,,,,,,,N
19880521,대성세탁소,폐업,폐업,20000518,,24.60,,경기도 성남시 수정구 신흥동 1577,,,,일반세탁업,212898.675554396,438420.741014167,일반세탁업,,,,,,,,,,,,,,,,N
19900823,대성세탁소,폐업,폐업,20040915,,16.10,,경기도 평택시 진위면 하북리 127,17714,,,일반세탁업,,,일반세탁업,0,0,0,,0,,,,,,,,,,,N
19950525,대성세탁소,폐업,폐업,20051205,031-235-7117,101.70,경기도 수원시 권선구 덕영대로1145번길 33,경기도 수원시 권선구 세류동 1107-25,16589,37.2527534138,127.0169990181,일반세탁업,201436.426132475,416759.998501154,일반세탁업,1,,1,1,,,,,,,,,,,,N
19991120,대성세탁소,폐업,폐업,20190522,031-264-0939,49.50,"경기도 용인시 수지구 용구대로2771번길 70 (죽전동, 벽산타운1단지 상가동 203호)",경기도 용인시 수지구 죽전동 832 벽산타운1단지 상가동 203호,16865,37.3361411522,127.1044503089,일반세탁업,209292.371417757,426050.858813126,일반세탁업,2,1,0,2,0,0,,,,,0,,,1,,N
19871128,대성세탁소,폐업,폐업,20051116,,.00,경기도 성남시 수정구 탄리로 124,경기도 성남시 수정구 태평동 3171,13287,37.4468267095,127.1341102726,일반세탁업,211798.254856409,438304.623527121,일반세탁업,0,0,0,,0,,,,,,,,,,,N
19870616,대성세탁소,폐업,폐업,20180329,031-236-5188,22.68,경기도 수원시 권선구 경수대로235번길 68-26 (세류동),경기도 수원시 권선구 세류동 1133-6,16657,37.2505174338,127.0146678896,일반세탁업,201228.981887877,416509.025289884,일반세탁업,3,,,,,,,,,,,,,,,N
19910314,대성세탁소,폐업,폐업,20030428,,20.45,경기도 수원시 장안구 수성로327번길 12-2,경기도 수원시 장안구 정자동 82-13,16311,37.2927102076,127.0077742892,일반세탁업,200618.384855754,421193.501848989,일반세탁업,,,,,,,,,,,,,,,,N
20000419,대성세탁소,폐업,폐업,20080118,031-282-5925,165.00,경기도 용인시 기흥구 구갈로28번길 21-13,경기도 용인시 기흥구 구갈동 396 한양A상가201호,16973,37.2786799419,127.1133692738,일반세탁업,209907.397828892,419658.354999288,일반세탁업,,,,,,,,,,,,,,,,N
19870516,대성세탁소,폐업,폐업,20171207,031-457-7926,21.88,경기도 군포시 군포로565번길 8 (당동),경기도 군포시 당동 732-21,15839,37.3566534383,126.9463812439,일반세탁업,195180.608170972,428289.863312158,일반세탁업,,,,,,,,,,,,,,,,N
19870514,대성세탁소,폐업,폐업,20031009,031-743-7958,.00,경기도 성남시 수정구 수정북로 113-6,경기도 성남시 수정구 태평동 7331-5,13281,37.445317163,127.1415451331,일반세탁업,212455.209504793,438138.092533648,일반세탁업,,,,,,,,,,,,,,,,N
19890526,대성세탁소,폐업,폐업,19980130,,.00,,경기도 안산시 상록구 성포동 주공3단지아파트복합상가 103호,,,,일반세탁업,,,일반세탁업,0,0,0,,0,,,,,,,,,,,N
19920825,대성세탁소,영업/정상,영업,,031-407-8734,25.92,경기도 안산시 상록구 호동로 50 (일동),경기도 안산시 상록구 일동 564,15321,37.3167086182,126.8630353131,일반세탁업,187788.590403997,423865.921648798,일반세탁업,0,0,0,0,0,0,,,,,0,,,0,,N
20030501,대성세탁소,영업/정상,영업,,031-373-1794,61.50,"경기도 오산시 경기동로8번길 21-1, 1층 (오산동)",경기도 오산시 오산동 74-24,18134,37.1557207722,127.0743205794,일반세탁업,206535.99994123,405989.036838308,일반세탁업,2,0,1,1,0,0,,,,임대,3,,,0,,N
20030417,대성세탁소,폐업,폐업,20160629,031-486-3977,29.58,"경기도 안산시 상록구 월피로 95, 1층 (월피동)",경기도 안산시 상록구 월피동 474-5 1층,15273,37.336647045,126.8530570543,일반세탁업,186908.933418748,426079.660169031,일반세탁업,3,,1,1,,,,,,,,,,,,N
19960709,대성세탁소,폐업,폐업,20061019,031-356-3627,72.75,,경기도 화성시 만세구 남양읍 남양리 산 141,,,,일반세탁업,,,일반세탁업,9,2,0,,2,,,,,,,,,,,N
20050425,대성세탁소,폐업,폐업,20081020,,33.58,경기도 안산시 상록구 이화2길 18,경기도 안산시 상록구 사동 1266-9 1층,15583,37.2986261218,126.8578847918,일반세탁업,187329.449034695,421860.587753886,일반세탁업,,,,,,,,,,,,,,,,N
20080725,대성세탁소,영업/정상,영업,,031-536-3244,41.65,경기도 포천시 포천로 1611 (신읍동),경기도 포천시 신읍동 167-1,11146,37.9001881502,127.2006470925,일반세탁업,217565.947715357,488626.705754694,일반세탁업,0,0,1,1,,,,,,,0,,,,,N
20050302,대성세탁소,폐업,폐업,20150909,031-294-5038,29.88,경기도 수원시 권선구 구운중로31번길 23 (구운동),경기도 수원시 권선구 구운동 493,16407,37.2783743265,126.9733843518,일반세탁업,197565.276518263,419601.350652957,일반세탁업,3,1,1,1,,,,,,임대,1,,,,,N
19911001,대성세탁소,폐업,폐업,20140403,031-242-5948,.00,경기도 수원시 팔달구 갓매산로 56 (매산로2가),경기도 수원시 팔달구 매산로2가 11-6,16456,37.2693874583,127.0047117016,일반세탁업,200346.675688259,418604.471652135,일반세탁업,,,,,,,,,,,,,,,,N
19870521,대성세탁소,폐업,폐업,20101115,031-882-1591,29.75,,경기도 여주시 상동 338-1,12629,37.2949263644,127.6437867683,일반세탁업,257016.930920702,421627.929606279,일반세탁업,1,,,1,,,,,,자가,,,,,,N
20180222,대성세탁소,폐업,폐업,20201109,,33.34,"경기도 수원시 권선구 구운로 17-1, 1층 (구운동)",경기도 수원시 권선구 구운동 511-9,16410,37.2767556706,126.9762832734,일반세탁업,197825.302949412,419420.39388208,일반세탁업,3,1,1,1,0,0,,,,,2,1,1,1,,N
20030512,대성세탁소,영업/정상,영업,,031-764-3278,18.72,"경기도 광주시 회안대로 90-1, 상가동 103호 (대성아파트)",경기도 광주시 매산동 586-11 대성아파트 상가동 103호,12798,37.3631275887,127.2450402955,일반세탁업,,,일반세탁업,1,1,1,1,,,,,,임대,,,,,,N
19870707,대성세탁소,폐업,폐업,20160421,031-691-4153,26.44,경기도 평택시 팽성읍 안정쇼핑로 60,경기도 평택시 팽성읍 안정리 36-17,17977,36.9622142885,127.0482605405,일반세탁업,204228.130861576,384513.465906453,일반세탁업,0,0,0,0,0,0,,,,,0,,,0,,N
20030428,대성세탁소,폐업,폐업,20070614,02-2685-0379,20.00,,경기도 광명시 철산동 373 종합상가 1층108호,,,,일반세탁업,,,일반세탁업,1,,,1,,,,,,,,,,,,N
19941031,대성세탁소,폐업,폐업,20000501,,.00,,경기도 용인시 기흥구 구갈동 396,16973,37.2788396456,127.1125901209,일반세탁업,209907.397828892,419658.354999288,일반세탁업,,,,,,,,,,,,,,,,N
19890508,대성세탁소,폐업,폐업,20170111,031-692-4532,27.60,경기도 시흥시 호현로 123 (대야동),경기도 시흥시 대야동 313-3,14902,,,일반세탁업,,,일반세탁업,,,,,,,,,,,,,,,,N
19941126,대성세탁소,폐업,폐업,20001212,031-0945-6947,.00,,경기도 파주시 금촌동 산 353-1,,,,일반세탁업,,,일반세탁업,0,0,0,,0,,,,,,,,,,,N
20010228,대성세탁소,폐업,폐업,20091218,,27.54,경기도 부천시 원미구 원미로 190,경기도 부천시 원미구 원미동 1-18 1층,14561,37.4994141488,126.7930756611,일반세탁업,181633.257733316,444153.886118723,일반세탁업,0,0,0,,0,,,,,,,,,,,N
20060915,대성세탁소,폐업,폐업,20110914,031-505-8345,50.05,경기도 시흥시 군서로46번길 18,경기도 시흥시 정왕동 1186-14 1층,15052,37.3471064913,126.7484305969,일반세탁업,177639.846600497,427260.665180521,일반세탁업,,,,,,,,,,,2,,,,,N
19910708,대성세탁소,폐업,폐업,20050818,031-864-3596,17.07,,경기도 동두천시 생연동 450-24,11314,,,일반세탁업,,,일반세탁업,,,,,,,,,,,,,,,,N
20050721,대성세탁소,폐업,폐업,20080827,031-879-1332,24.70,경기도 의정부시 둔야로50번길 10-15,경기도 의정부시 가능동 752-6 1층,11674,37.739580197,127.0402529187,일반세탁업,203479.049457169,470789.317887997,일반세탁업,3,1,1,1,,,,,,임대,1,,,,,N
20030604,대성세탁소,폐업,폐업,20200921,031-410-6186,20.88,"경기도 안산시 단원구 적금로2길 2, 우성연립상가동 108호 (고잔동, 586)",경기도 안산시 단원구 고잔동 586 우성연립상가동 108호,,,,일반세탁업,,,일반세탁업,,,,,,,,,,,,,,,,N
19930716,대성컴퓨터세탁,폐업,폐업,20030227,,23.37,경기도 오산시 오산로 177-1,경기도 오산시 오산동 885-5,18137,37.1426641978,127.0682007759,일반세탁업,205988.784753116,404542.886960667,일반세탁업,0,0,0,,0,,,,,,,,,,,N
20040813,대성컴퓨터세탁,폐업,폐업,20050329,,33.58,경기도 안산시 상록구 이화2길 18,경기도 안산시 상록구 사동 1266-9 1층,15583,37.2986261218,126.8578847918,일반세탁업,187329.449034695,421860.587753886,일반세탁업,,,,,,,,,,,,,,,,N
19930510,대성컴퓨터세탁소,영업/정상,영업,,031-358-4624,17.20,경기도 화성시 만세구 우정읍 조암남로 17,경기도 화성시 만세구 우정읍 조암리 350-8,18567,37.0830029593,126.817595538,일반세탁업,183711.927681311,397929.042956744,일반세탁업,0,0,0,,0,,,,,,,,,,,N
19980306,대성크리닝,폐업,폐업,20260304,,27.88,경기도 부천시 원미구 부일로243번길 10-4 (상동),경기도 부천시 원미구 상동 436,14622,37.4886930571,126.75716075,일반세탁업,178452.371767904,442968.052961458,일반세탁업,0,0,0,,0,,,,,,,,,,,N
20030501,대성크리닝,영업/정상,영업,,031-375-6873,23.71,경기도 오산시 오산로 59 (갈곶동),경기도 오산시 갈곶동 130-10,18147,37.1320834026,127.0686999816,일반세탁업,206033.471793098,403368.1740062,일반세탁업,3,,1,1,,,,,,자가,,,,,,N
20030221,대성크리닝,폐업,폐업,20251022,031-882-7264,13.22,경기도 여주시 점동면 청안로 131,경기도 여주시 점동면 청안리 126-3,12667,37.206258742,127.662032707,일반세탁업,258699.312973724,411802.192961477,일반세탁업,3,,,1,,,,,,,,,,,,N
19880415,대승사,폐업,폐업,20111123,031-754-6341,27.65,경기도 성남시 중원구 광명로100번길 26-2,경기도 성남시 중원구 성남동 2991 (1층),13369,37.433852503,127.1418032764,일반세탁업,212478.815039624,436866.496047129,일반세탁업,0,0,0,0,0,0,,,,,1,,,0,,N
20150812,대승세탁,폐업,폐업,20200723,031-392-1005,33.68,"경기도 군포시 당동로31번길 4, 1층 (당동)",경기도 군포시 당동 789-14 1층,15861,37.3511465365,126.940742328,일반세탁업,194680.029132511,427679.711024924,일반세탁업,0,0,1,1,0,0,,,,임대,2,0,0,1,,N
20090506,대승세탁,폐업,폐업,20150805,031-392-1005,33.68,경기도 군포시 당동로31번길 4 (당동),경기도 군포시 당동 789-14,15861,37.3511465365,126.940742328,일반세탁업,194680.029132511,427679.711024924,일반세탁업,0,0,1,1,0,0,,,,임대,1,,,1,,N
20061227,대신기업,영업/정상,영업,,031-226-5237,193.50,경기도 화성시 효행구 배양북길32번길 6 (배양동),경기도 화성시 효행구 배양동  60-5,18340,37.2252847668,126.9946636554,일반세탁업,199463.230317445,413721.061368912,일반세탁업,1,,,,,,,,,임대,3,,,,,N
19911015,대신사,폐업,폐업,20180827,031-872-3363,33.33,경기도 의정부시 가능로50번길 15 (가능동),경기도 의정부시 가능동 727,11662,37.745929644,127.036706269,일반세탁업,203164.578955592,471493.604544711,일반세탁업,,,,,,,,,,,,,,,,N
19940302,대신사,폐업,폐업,20151119,031-734-9315,.00,경기도 성남시 중원구 금빛로33번길 1 (금광동),경기도 성남시 중원구 금광동 2027,,,,일반세탁업,214817.186300548,438095.100456714,일반세탁업,,,,,,,,,,,,,,,,N
19980324,대신사,영업/정상,영업,,031-882-7708,32.50,경기도 여주시 대신면 여양로 1452,경기도 여주시 대신면 율촌리 381-11,12610,37.3744665834,127.5868103677,일반세탁업,251901.653635946,430434.267575344,일반세탁업,1,,,1,,,,,,임대,,,,1,,N
19990906,대신세탁소,폐업,폐업,20110511,,.00,경기도 부천시 오정구 고리울로64번길 53,경기도 부천시 오정구 고강동 405,14410,37.5247230274,126.8221253145,일반세탁업,184202.015506551,446959.350363516,일반세탁업,0,0,0,,0,,,,,,,,,,,N
19870617,대신세탁소,폐업,폐업,20000801,,.00,,경기도 용인시 기흥구 신갈동 75-4,,,,일반세탁업,,,일반세탁업,,,,,,,,,,,,,,,,N
19920908,대신컴퓨터세탁소,폐업,폐업,20030130,031-882-7708,22.75,,경기도 여주시 대신면 율촌리 378,12610,,,일반세탁업,,,일반세탁업,,,,,,,,,,,,,,,,N
19960914,대신크리닝,영업/정상,영업,,,24.56,"경기도 평택시 이충로 93-15, 상가동 1층 104호 (이충동, 부영아파트)",경기도 평택시 이충동 593 부영아파트 상가동 104호,17734,37.0622167142,127.0669024533,일반세탁업,205947.264454021,395579.916716142,일반세탁업,2,1,1,1,0,0,,,,임대,0,,,0,,N
20071119,대신크린산업,영업/정상,영업,,031-655-9820,561.00,경기도 평택시 오성면 오성북로 184-7,경기도 평택시 오성면 양교리 457-4,17818,37.0192647739,126.9755826762,일반세탁업,197749.247426959,390851.861533413,일반세탁업,2,0,1,1,0,0,,,,임대,7,,,0,,N
20071004,대쌍신일세탁,폐업,폐업,20110113,031-798-7460,40.17,경기도 광주시 초월읍 무들로 59-65,경기도 광주시 초월읍 대쌍령리 124-4 신일아파트 상가동 102호,12735,37.3901039481,127.2949717626,일반세탁업,226006.968504752,431976.773730593,일반세탁업,0,0,,,,,,,,임대,2,,,,,N
20021227,대아세탁소,폐업,폐업,20030808,,.00,,경기도 안양시 만안구 석수동 168-4,13961,37.4183256703,126.9110073573,일반세탁업,,,일반세탁업,0,0,0,,0,,,,,,,,,,,N
20030808,대아세탁소,폐업,폐업,20201110,,41.44,"경기도 안양시 만안구 경수대로 1241, 203호 (석수동, 경남아너스빌상가)",경기도 안양시 만안구 석수동 168-4 대아아이투빌상가 203호,13961,37.4183256703,126.9110073573,일반세탁업,,,일반세탁업,,,,,,,,,,,,,,,,N
20071008,대야미빨래방,폐업,폐업,20120203,031-398-0190,23.34,,경기도 군포시 대야미동 - 23블럭 1롯트 104호,,,,빨래방업,,,빨래방업,1,0,,,,,,,,,4,,,,,N
19980501,대야미세탁,폐업,폐업,20031020,031-382-7043,23.48,,경기도 군포시 대야미동 244-11,,,,일반세탁업,,,일반세탁업,,,,,,,,,,,,,,,,N
20040128,대야세탁소,폐업,폐업,20251231,031-437-7779,33.49,"경기도 군포시 대야2로7번길 16, 102호 (대야미동)",경기도 군포시 대야미동 650-5 102호,15887,37.3283619575,126.9187763639,일반세탁업,192730.338336424,425152.62016818,일반세탁업,,,1,1,,,,,,임대,,,,,,N
20030715,대야세탁전문점,폐업,폐업,20050906,031-313-5725,32.20,경기도 시흥시 복지로43번길 10-1,경기도 시흥시 대야동 489-20 101호,14909,37.4438787871,126.7880704619,일반세탁업,181175.183409026,437991.436032088,일반세탁업,,,,,,,,,,,,,,,,N
20010716,대야제일세탁소,폐업,폐업,20021004,031-313-6560,1.00,경기도 시흥시 대골길 54,경기도 시흥시 대야동 465-10,14905,37.4465898088,126.7877282265,일반세탁업,181146.777555211,438292.837339893,일반세탁업,0,0,0,,0,,,,,,,,,,,N
19880531,대양사,폐업,폐업,20220428,031-771-3039,17.60,경기도 양평군 양평읍 양근로 211,경기도 양평군 양평읍 양근리 299-4 외 1필지,12562,37.4884502928,127.4923306673,일반세탁업,243471.399979571,443034.011989386,일반세탁업,1,0,1,,0,,,,,,,,,,,N
19920318,대양사,영업/정상,영업,,031-635-7606,26.65,경기도 이천시 아리역로15번길 4 (창전동),경기도 이천시 창전동 442-7,17356,37.2867270526,127.4471237374,일반세탁업,239579.035140599,420622.735585509,일반세탁업,0,0,1,1,0,0,,,,,2,,,1,,N
20230314,대양클리닉,폐업,폐업,20251231,,187.80,"경기도 고양시 덕양구 통일로1031번길 366-16, 1층 전체 라동 (내유동)",경기도 고양시 덕양구 내유동 379-1 1층 전체 라동,10262,37.71691689,126.8433312783,세탁업 기타,186122.819293644,468259.813418931,세탁업 기타,0,0,,,,,,,,,2,0,0,0,,N
19890621,대양패션크리닝,폐업,폐업,20100611,,,,경기도 남양주시 진접읍 금곡리 878-1,12063,37.7165829617,127.2014214233,일반세탁업,,,일반세탁업,,,,,,,,,,,,,,,,N
19911112,대영,폐업,폐업,20110429,031-468-7388,.00,경기도 안양시 만안구 현충로 49,경기도 안양시 만안구 안양동 473-9,14089,37.3907368847,126.9261012858,일반세탁업,,,일반세탁업,0,0,0,,0,,,,,,,,,,,N
20071015,대영 R & D,폐업,폐업,20111206,031-856-2324,368.11,,경기도 양주시 산북동 155-4 B동,11497,37.7987414553,127.0469062305,일반세탁업,204051.183423871,477401.427271181,일반세탁업,0,0,1,1,0,0,,,,임대,4,,,,,N
20040227,대영사,폐업,폐업,20090603,,,,경기도 광명시 광명동 369-24,,,,일반세탁업,,,일반세탁업,,,,,,,,,,,,,,,,N
20040217,대영사,폐업,폐업,20180309,02-2685-8117,18.00,"경기도 광명시 가림로 215-1 (철산동,1층)",경기도 광명시 철산동 467-214 1층,,37.4760791136,126.8626009423,일반세탁업,187776.357850197,441552.105119238,일반세탁업,1,1,1,1,1,1,,,,,,,,,,N
