bizplc_nm,licensg_ymd,licensg_rtrcn_ymd,bsn_state_div,bsn_state_nm,clsbiz_ymd,locplc_faclt_telno_dtls,roadnm_zipno,refine_road_nm_addr,refine_lotno_addr,refine_zipno,refine_wgs84_lat,refine_wgs84_logt,bizcond_div_nm_info,xcrd_vl,ycrd_vl,cultur_phstrn_indutype_nm,plvtinst_div_nm,insrnc_join_yn,buldng_tot_ar,mber_recrut_tot_psncnt,detls_indutype_nm
루키백마 스크린골프,20160623,,13,영업중,,,10416,"경기도 고양시 일산동구 일산로 205-1, 지하1호 (마두동, 백마마을2단지)",경기도 고양시 일산동구 마두동 739,10416,37.6545730704,126.7890338026,,181254.504102097,461319.724259726,골프연습장업,사립,,,,
QED골프아카데미 원흥점,20200527,,13,영업중,,031-926-3435,10564,"경기도 고양시 덕양구 권율대로 668, 3층 303호 (원흥동)",경기도 고양시 덕양구 원흥동 628,10564,37.649447764,126.8738980278,,188799.571664945,460792.369030036,골프연습장업,사립,,,,
에스제이 골프클럽,20220728,,13,영업중,,,10319,"경기도 고양시 일산동구 약산길 2, 부성빌딩 6,7층 (중산동)",경기도 고양시 일산동구 중산동 25-113 부성빌딩,10319,37.679271848,126.792449774,,181634.555396103,464111.370533332,골프연습장업,사립,,,,
피트니스H PT 헬스,20230223,,13,영업중,,,10523,"경기도 고양시 덕양구 무원로6번길 50, 명승세도나 7층 (행신동)",경기도 고양시 덕양구 행신동 714-4 명승세도나,10523,37.614715765,126.8337275771,,185249.620924187,456935.580408012,골프연습장업,사립,,,,
테마골프센터,20240902,,13,영업중,,031-966-9900,10551,"경기도 고양시 덕양구 권율대로 456, 일부호 (도내동)",경기도 고양시 덕양구 도내동 995 일부호,10551,37.6315412708,126.8660130356,,188100.909343265,458884.110027481,골프연습장업,사립,,3451.0,,
송정스크린골프,20100708,,13,영업중,,,,"경기도 광주시 송정로 9  (송정동,2층)",경기도 광주시 송정동 139-15 2층,464903,37.4190399957,127.2577795178,,222749.53018244,435240.93729286,골프연습장업,사립,,741.0,,
더골프존,20110714,,13,영업중,,,,,경기도 광주시 신현동 707,464925,37.3598100202,127.1505976005,,,,골프연습장업,사립,,,,
제이키나 골프스튜디오,20220513,,13,영업중,,031-701-1872,13463,"경기도 성남시 분당구 산운로32번길 14, 2층 (운중동)",경기도 성남시 분당구 운중동 883-4,13463,37.3917003681,127.0653755775,,205720.27455967,432180.000230465,골프연습장업,사립,,,,
NV GYM&골프,20220602,,13,영업중,,031-792-9100,13406,"경기도 성남시 중원구 둔촌대로 274, 지하1층 (하대원동, 태연스카이빌)",경기도 성남시 중원구 하대원동 143-1 태연스카이빌 지하1층,13406,37.4287540075,127.1489030604,,213107.574816146,436308.206773443,골프연습장업,사립,,,,
다지움 골프,20220725,,13,영업중,,031-711-0726,13595,"경기도 성남시 분당구 황새울로 224, 지하1층 B03호 (수내동, 청구블루빌)",경기도 성남시 분당구 수내동 11-1 청구블루빌,13595,37.3788328158,127.113284949,,209950.624298695,430768.686520908,골프연습장업,사립,,,,
더 퍼스트 골프 스튜디오,20240409,,13,영업중,,,12736,"경기도 광주시 초월읍 경충대로 1043, 2층",경기도 광주시 초월읍 쌍동리 198-4,12736,37.3716359561,127.3010418235,,226586.617217582,429986.162423357,골프연습장업,사립,,,,
산호골프연습장,19910925,,13,영업중,,,10101,경기도 김포시 북변1로16번길 34 (북변동),"경기도 김포시 북변동 690 산호상가 4층, 5층",415714,,,,173872.74137809,458523.964224771,골프연습장업,사립,,6498.0,,
유진골프 연습장,20070905,,13,영업중,,031-984-1234,,경기도 김포시 북변1로 20-16 (북변동),경기도 김포시 북변동 232-2,415831,37.6268192672,126.7040443872,,173810.134578837,458319.540266839,골프연습장업,사립,,,,
케이스크린골프존,20190306,,13,영업중,,031-715-0900,13625,"경기도 성남시 분당구 미금로 45, 진도훼미리프라자 지하1층 비01호 (구미동)",경기도 성남시 분당구 구미동 203-2 진도훼미리프라자,13625,37.3373682747,127.1157667203,,210194.695426062,426176.33755936,골프연습장업,사립,Y,,,
SG스크린골프 분당서현점,20190723,,13,영업중,,,13572,"경기도 성남시 분당구 서현로257번길 9, 2층 (서현동)",경기도 성남시 분당구 서현동 79-4,13572,37.3850341416,127.1301408112,,211456.331516645,431448.57597356,골프연습장업,사립,,,,
골프존파크 여수성남시청,20191025,,13,영업중,,,13438,"경기도 성남시 중원구 양현로405번길 14, 3층 (여수동)",경기도 성남시 중원구 여수동 198,13438,37.4182232436,127.1274010015,,211207.457160546,435130.904805817,골프연습장업,사립,,,,
타임짐휘트니스,20090417,,13,영업중,,031-791-3171,12945,"경기도 하남시 더우개로 29, 대명상가(지우제) 6층 (신장동)",경기도 하남시 신장동 105-4 대명상가(지우제),12945,37.5410578235,127.2208907602,,219452.927333403,448767.068524989,골프연습장업,사립,,,,
초이스스크린골프,20090813,,13,영업중,,02-442-0700,12986,"경기도 하남시 초이로 81-31, 2층 (초이동)",경기도 하남시 초이동 262-6,12986,37.538800688,127.1704716673,,214999.358404456,448516.918642934,골프연습장업,사립,,,,
VIP스크린골프연습장,20100203,,13,영업중,,031-873-5111,11604,경기도 의정부시 녹양로 122 (녹양동),경기도 의정부시 녹양동 400-22 201~4호,480120,37.761532884,127.0347697602,,202990.431983159,473237.71477375,골프연습장업,사립,,2850.0,,
가능골프연습장 스크린골프,20130628,,13,영업중,,031-873-9318,11619,경기도 의정부시 호국로 1057 (가능동),경기도 의정부시 가능동 592-5,480811,37.7416524171,127.0219210894,,201862.219044232,471017.906271301,골프연습장업,사립,Y,,,
제이몰스크린골프(2관),20141202,,13,영업중,,031-878-3200,11684,"경기도 의정부시 평화로 724, 1층 (가능동)",경기도 의정부시 가능동 89-2 1층,480802,37.7562228971,127.0436805121,,203798.448477085,472618.292167527,골프연습장업,사립,,,,
힐탑골프연습장,20150501,,13,영업중,,070-5055-0783,11737,"경기도 의정부시 동일로 508, 3층 (신곡동)",경기도 의정부시 신곡동 431-1 3층,11737,37.7336752148,127.0587767255,,205118.796932673,470136.916259833,골프연습장업,사립,Y,,,
JS2골프연습장,20160509,,13,영업중,,031-876-1188,11813,"경기도 의정부시 오목로205번길 35, 601호 (민락동)",경기도 의정부시 민락동 812-1,11813,37.7453390316,127.0967094697,,208454.894650329,471433.299643639,골프연습장업,사립,Y,7734.0,,
과천골프연습장(실외),19971126,,13,영업중,,,13800,경기도 과천시 자하동길 45 (중앙동),경기도 과천시 중앙동 산 10 (향교뒤),427010,37.433439141,126.9858186788,,198704.572060813,436915.930247239,골프연습장업,사립,,,,
프렌즈골프스쿨,20191203,,13,영업중,,02-504-7001,13837,"경기도 과천시 별양상가1로 40, 2층 (별양동)",경기도 과천시 별양동 1-6,13837,37.4280471667,126.9937560291,,199377.615,436213.265,골프연습장업,사립,,,,
김신영골프아카데미,20220816,,13,영업중,,02-502-7272,13820,경기도 과천시 추사로 8 (주암동),경기도 과천시 주암동 413,13820,37.4489412028,127.0219812219,,201875.662557205,438531.773246609,골프연습장업,사립,,,,
골프아카데미GDR,20181023,,13,영업중,,031-429-1188,14040,"경기도 안양시 동안구 경수대로 813, 피카빌딩 601호 (호계동)",경기도 안양시 동안구 호계동 894 601호,14040,37.3919570009,126.9437606243,,194940.524789611,432220.80108521,골프연습장업,사립,,,,
JH 아카데미 골프,20041227,,13,영업중,,031-553-3001,11914,"경기도 구리시 동구릉로 149, 3층 (인창동)",경기도 구리시 인창동 450-3,11914,37.6120382829,127.1376079144,,212081.201795037,456643.124468164,골프연습장업,사립,,,,
나인골프클럽,20060320,,13,영업중,,031-564-4900,11948,"경기도 구리시 체육관로 26 (수택동, 나인프라자)",경기도 구리시 수택동 873-7,11948,37.5868114899,127.1382286197,,212136.122233022,453842.632601393,골프연습장업,사립,,,,
교문골프연습장,20070514,,13,영업중,,031-555-0777,11939,"경기도 구리시 장자대로37번길 24, 지하층 103,104,105호 (교문동)","경기도 구리시 교문동 809-3 교문아파트 상가동 지층 103,104,105호",471708,37.5888469868,127.1347980552,,211896.028096018,454074.707907255,골프연습장업,사립,,,,
싱글로골프,20140716,,13,영업중,,031-553-9995,11954,경기도 구리시 아차산로 399 (교문동),경기도 구리시 교문동 424-1,471803,37.5907174505,127.1305072547,,211468.951397876,454282.202753127,골프연습장업,사립,,7384.0,480,
카카오 VX 스크린골프연습장,20181221,,13,영업중,,031-571-0729,11901,"경기도 구리시 산마루로 19, 진영트윈타워 A동 501호 (갈매동)",경기도 구리시 갈매동 605-2,11901,37.6318729655,127.1164201852,,210231.945764588,458827.648697666,골프연습장업,사립,,,,
미라클스윙,20201219,,13,영업중,,031-572-0288,11902,"경기도 구리시 갈매순환로 96, 오대타워 5층 501호 (갈매동)",경기도 구리시 갈매동 658 오대타워 5층 501호,11902,37.628386018,127.11958864,,210484.287921434,458456.430025872,골프연습장업,사립,,,,
숏게임콤플렉스,20260206,,13,영업중,,,11958,경기도 구리시 아차산로 1 (아천동),경기도 구리시 아천동 310-1,11958,37.5592588359,127.1131582625,,209937.082049744,450859.883033167,골프연습장업,사립,,,,
남서울컨트리클럽제2연습장,20090831,,13,영업중,,031-8016-6030,13541,"경기도 성남시 분당구 판교원로82번길 51, 남서울제2골프연습장 (하산운동)",경기도 성남시 분당구 하산운동 266-59 남서울제2골프연습장,13541,37.3829766978,127.0757615881,,206688.390690474,431270.893344798,골프연습장업,사립,,,,
VG스크린골프,20140625,,13,영업중,,,15512,"경기도 안산시 상록구 도매시장로 16, 2층 (이동)",경기도 안산시 상록구 이동 593-5 2층,426857,37.3084331289,126.8578803924,,187330.739961741,422947.470318892,골프연습장업,사립,,,,
스타스크린골프,20141024,,13,영업중,,,15296,"경기도 안산시 상록구 화랑로 501, 5층 507,508호 (성포동)",경기도 안산시 상록구 성포동 583-5,426837,37.3208852591,126.843835773,,186090.60217664,424329.659743303,골프연습장업,사립,,,,
더매치스크린골프,20141219,,13,영업중,,,15499,"경기도 안산시 상록구 삼리로 49, 301호 (사동)",경기도 안산시 상록구 사동 1531,426894,37.3049347749,126.8461747749,,186273.656995747,422561.165688697,골프연습장업,사립,,,,
극동비젼스크린,20141226,,13,영업중,,,15453,"경기도 안산시 단원구 초지동로 7, 302호 (초지동, 극동스포랜드)",경기도 안산시 단원구 초지동 740-2 극동스포랜드 302호,425856,37.3043146774,126.8161988208,,183636.063077122,422507.129234922,골프연습장업,사립,,,,
드림스크린&골프,20150126,,13,영업중,,,15457,"경기도 안산시 단원구 원포공원1로 19, 201호 (초지동, 스파월드)",경기도 안산시 단원구 초지동 744-5 201호,425856,37.3003897475,126.8124093176,,183300.288778345,422060.836656034,골프연습장업,사립,,,,
아트 골프 연습장,20241118,,13,영업중,,,12804,"경기도 광주시 곤지암읍 경충대로 613, 1층",경기도 광주시 곤지암읍 곤지암리 435-8,12804,37.3501347912,127.3406620507,,230114.953341676,427627.480336793,골프연습장업,사립,,,,
루이힐스 C.C,20070531,,13,영업중,,031-842-0007,11482,경기도 양주시 어하고개로 186-54 (삼숭동),경기도 양주시 삼숭동 95-1,482110,37.810575342,127.1124870143,,209841.242985015,478727.493348738,골프연습장업,사립,,2137.0,,
Cleek golf studio,20240711,,13,영업중,,,13604,"경기도 성남시 분당구 불정로 168, 예광아트홀 501호 (정자동)",경기도 성남시 분당구 정자동 219-2 예광아트홀,13604,37.3596292938,127.1231852352,,210842.675173,428627.972887041,골프연습장업,사립,,,,
SG골프 오목천점,20080624,,13,영업중,,,,경기도 수원시 권선구 삼천병마로1592번길 3-4 (오목천동),경기도 수원시 권선구 오목천동 501,441850,37.2447738266,126.9641020669,,196744.689518058,415874.848473975,골프연습장업,사립,,,,
아인스스크린,20150209,,13,영업중,,031-418-6677,15532,"경기도 안산시 상록구 상록수로 28, 402호 (본오동)",경기도 안산시 상록구 본오동 877-8,426815,37.3021150741,126.8630004458,,187781.607816964,422247.184696796,골프연습장업,사립,,,,
더 조은 스크린,20150217,,13,영업중,,031-418-6607,15312,"경기도 안산시 상록구 성호로14길 7, 1층 (부곡동)",경기도 안산시 상록구 부곡동 685-2,426820,37.326952728,126.8588515554,,187416.284792255,424996.751992718,골프연습장업,사립,,,,
삼정스크린골프연습장,20080205,,13,영업중,,032-674-7842,14446,"경기도 부천시 오정구 석천로 446, 주은빌딩 2층 (삼정동)",경기도 부천시 오정구 삼정동 70-35 주은빌딩,14446,37.5261096387,126.770449718,,179637.636268669,447123.386989962,골프연습장업,사립,,,,
대해코리아,20160518,,13,영업중,,031-541-5024,11161,"경기도 포천시 호국로883번길 10, 1동 2층 (설운동)",경기도 포천시 설운동 80-11번지 1동 2층,11161,37.8459122999,127.1579255738,,213776.545005585,482616.659304457,골프연습장업,사립,Y,1491.0,,
백운골프아카데미,20080222,,13,영업중,,032-322-7177,14584,"경기도 부천시 원미구 중동로 185, 지하1층 (중동)",경기도 부천시 원미구 중동 1175-2 지1층,420854,37.4963008084,126.7673233764,,179295.680173742,443843.342731787,골프연습장업,사립,,,,
골프 잘가르치는 연습장,20081119,,13,영업중,,032-344-1021,14673,"경기도 부천시 원미구 부일로 702, 지하층 1호 (역곡동)",경기도 부천시 원미구 역곡동 49 지하1호,420834,37.4845127895,126.8079542377,,182943.434977074,442494.079132569,골프연습장업,사립,,,,
QED 골프연습장 안중청북점,20220204,,13,영업중,,,17817,"경기도 평택시 안중읍 서해로 1253, 코코빌 2동 3층 303호",경기도 평택시 안중읍 용성리 729-6 코코빌,17817,37.0050356468,126.9448502658,,195039.325956957,389259.633092747,골프연습장업,사립,,3140.0,,
제이쓰리 스크린 골프,20071116,,13,영업중,,,18143,"경기도 오산시 오산로132번길 28-19 (원동, 승희프라자)",경기도 오산시 원동 404-13 승희프라자 401호,18143,37.1382546224,127.0727183028,,206390.389159321,404047.010515662,골프연습장업,사립,,2758.0,,
더뉴 갤러리 골프존파크,20110629,,13,영업중,,,,경기도 김포시 고촌읍 장차로5번길 5-25,경기도 김포시 고촌읍 신곡리 1068-1 엔타운 7층,415819,37.6030716681,126.7684752464,,179487.725476277,455662.922346169,골프연습장업,사립,,5517.0,,
로타리스크린골프,20110525,,13,영업중,,,10924,"경기도 파주시 후곡로 3 (금촌동, 현인메트로)",경기도 파주시 금촌동 952-6 현인메트로 2층,10924,37.7571597777,126.7740443908,,180004.759913457,472766.041938237,골프연습장업,사립,,,,
스마일 스크린골프,20111129,,13,영업중,,,10946,경기도 파주시 월롱면 통일로 989,경기도 파주시 월롱면 위전리 421-4 1층,413812,37.7972564941,126.7914167706,,181531.386737934,477174.31685525,골프연습장업,사립,,,,
