sigun_nm,refine_road_nm_addr,refine_lotno_addr,refine_zipno,locplc_faclt_telno_dtls,refine_wgs84_lat,refine_wgs84_logt,bizcond_div_nm_info,sanittn_bizcond_nm,ratg_div_nm,rk_cnt_faclt_div_nm,factry_prdc_dut_emply_cnt,multi_utlz_bizest_yn,traditn_bizest_apnt_id,traditn_bizest_food_desc
,"경기도 시흥시 복지로53번길 19, 샛별교회 1층 일부호 (대야동)",경기도 시흥시 대야동 487-10 샛별교회,14909,,37.4448397778,126.7874961087,즉석판매제조가공업,즉석판매제조가공업,,,,N,,
,"경기도 시흥시 거북섬남로 47, 110호 일부호 (정왕동)",경기도 시흥시 정왕동 2713-5,15119,,37.3225733848,126.6874002881,즉석판매제조가공업,즉석판매제조가공업,,,,N,,
,"경기도 시흥시 은계남로 12, 1층 117호 일부호 (은행동, 시흥은계 호반 써밋플레이스)",경기도 시흥시 은행동 644 시흥은계 호반 써밋플레이스,14922,032-504-8119,37.4351025771,126.8037071995,즉석판매제조가공업,즉석판매제조가공업,,,0,N,,
,"경기도 시흥시 정왕시장길 51, 정왕시장 1층 101호 일부호 (정왕동)",경기도 시흥시 정왕동 1203 정왕시장,15052,,37.3458093904,126.7485677164,즉석판매제조가공업,즉석판매제조가공업,,,0,N,,
,경기도 시흥시 오이도중앙로36번길 12 (정왕동),경기도 시흥시 정왕동 2002-11 성신수산시장 9-6호,15015,031-432-8588,37.3458642221,126.688639633,즉석판매제조가공업,즉석판매제조가공업,,,0,N,,
,"경기도 시흥시 진말로19번길 4, 1층 일부호 (장곡동)",경기도 시흥시 장곡동 822-3 103호,15002,,37.3791882384,126.7851131995,즉석판매제조가공업,즉석판매제조가공업,,,,N,,
,"경기도 시흥시 비둘기공원7길 53, 동호프라자 7층 702호 (대야동)",경기도 시흥시 대야동 546-3 동호프라자,14912,,37.4413770668,126.7917454951,즉석판매제조가공업,즉석판매제조가공업,,,,N,,
,경기도 시흥시 도일로 117 (거모동),경기도 시흥시 거모동 1656-9,15070,031-494-3033,37.340888312,126.7835007784,즉석판매제조가공업,즉석판매제조가공업,,,0,N,,
,"경기도 시흥시 서울대학로264번길 25, 시흥배곧 아브뉴프랑 센트럴 블루 318호 (배곧동)",경기도 시흥시 배곧동 219 시흥배곧 아브뉴프랑 센트럴 블루,15011,,37.3683599517,126.7273257955,즉석판매제조가공업,즉석판매제조가공업,,,,N,,
,"경기도 시흥시 비둘기공원7길 46, 105호 (대야동, 월드타운)",경기도 시흥시 대야동 541-3,14912,,37.442161068,126.7917154962,즉석판매제조가공업,즉석판매제조가공업,,,,N,,
,"경기도 시흥시 배곧4로 32-28, 2층 208호 (배곧동)",경기도 시흥시 배곧동 119,15010,,37.378166878,126.7259601659,즉석판매제조가공업,즉석판매제조가공업,,,0,N,,
,"경기도 시흥시 하중로 229, 101호 (하중동)",경기도 시흥시 하중동 866-4 101호,14976,,37.3913390672,126.80637158,즉석판매제조가공업,즉석판매제조가공업,,,,N,,
,"경기도 시흥시 군서로60번길 16, 1층 일부호 (정왕동)",경기도 시흥시 정왕동 1183-6,15052,,37.3476930297,126.7471150713,즉석판매제조가공업,즉석판매제조가공업,,,,N,,
,"경기도 시흥시 신천3길 15-1, 1층 일부호 (신천동)",경기도 시흥시 신천동 734-9 부광교회,14948,031-311-9171,37.4391056267,126.7842609917,즉석판매제조가공업,즉석판매제조가공업,,,,N,,
,"경기도 시흥시 군서마을로 80, 1층 일부호 (정왕동)",경기도 시흥시 정왕동 1831-10 102호,15053,031-499-9939,37.3476374655,126.7440559479,즉석판매제조가공업,즉석판매제조가공업,,,,N,,
,"경기도 시흥시 장현능곡로 155, 장현지구 상업6BL 지1층 B1100호 일부호 (능곡동)",경기도 시흥시 능곡동 235-1 장현지구 상업6BL,15121,,37.3710186339,126.8072928232,즉석판매제조가공업,즉석판매제조가공업,,,0,N,,
,"경기도 시흥시 서울대학로278번길 25-8, 다인로얄팰리스 배곧4차 2층 205호 (배곧동)",경기도 시흥시 배곧동 196-2 다인로얄팰리스 배곧4차,15011,,37.3694876669,126.728861451,즉석판매제조가공업,즉석판매제조가공업,,,0,N,,
,"경기도 시흥시 서울대학로264번길 25, 시흥배곧 아브뉴프랑 센트럴 블루 3층 304호 일부호 (배곧동)",경기도 시흥시 배곧동 219 시흥배곧 아브뉴프랑 센트럴 블루,15011,,37.3683599517,126.7273257955,즉석판매제조가공업,즉석판매제조가공업,,,0,N,,
,"경기도 시흥시 오이도로 167 (정왕동, 32-33호)",경기도 시흥시 정왕동 2003-8 32-33호,15015,,37.3458883179,126.6882103529,즉석판매제조가공업,즉석판매제조가공업,,,0,N,,
,경기도 시흥시 진말로3번길 4 (장곡동),경기도 시흥시 장곡동 819-5,15002,031-435-9947,37.3778091583,126.785114995,즉석판매제조가공업,즉석판매제조가공업,,,0,N,,
,"경기도 시흥시 시청로68번길 4, 1층 131호 (장현동, 장현1 엔플러스빌)",경기도 시흥시 장현동 541-4 장현1 엔플러스빌,14998,,37.3804882622,126.8005302128,즉석판매제조가공업,즉석판매제조가공업,,,,N,,
,"경기도 시흥시 산현마을길 58, 103호 (산현동)",경기도 시흥시 산현동 506,14989,,37.3764447149,126.8452382791,즉석판매제조가공업,즉석판매제조가공업,,,0,N,,
,"경기도 시흥시 은계번영길 1, 태산W타워 3층 304호 일부호 (은행동)",경기도 시흥시 은행동 646 태산W타워,14922,,37.4365775346,126.8016249551,즉석판매제조가공업,즉석판매제조가공업,,,0,N,,
,"경기도 시흥시 월곶해안로 107, 302호 (월곶동)",경기도 시흥시 월곶동 1013-3 한일프라자,14963,,37.3892448887,126.7343073976,즉석판매제조가공업,즉석판매제조가공업,,,,N,,
,"경기도 시흥시 장곡로53번길 5-1, 1층 일부호 (장곡동)",경기도 시흥시 장곡동 809-13,15002,,37.3788145154,126.7829368073,즉석판매제조가공업,즉석판매제조가공업,,,,N,,
,"경기도 시흥시 장곡로54번길 31, 1층 일부호 (장곡동)",경기도 시흥시 장곡동 794-4,15002,031-317-7114,37.3822534926,126.7822376246,즉석판매제조가공업,즉석판매제조가공업,,,,N,,
,"경기도 시흥시 옥구공원로 183, 1층 일부호 (정왕동)",경기도 시흥시 정왕동 1733-4,15036,031-333-5098,37.3450091694,126.732035946,즉석판매제조가공업,즉석판매제조가공업,,,0,N,,
,"경기도 시흥시 대은로 64, 대우3차아파트 상가2동 2102일부호 (은행동)",경기도 시흥시 은행동 550 대우3차아파트,14918,,37.4435219455,126.7962132639,즉석판매제조가공업,즉석판매제조가공업,,,0,N,,
,"경기도 시흥시 정왕대로 174, 광개토빌딩1 1층 111호 (정왕동)",경기도 시흥시 정왕동 1726-1 광개토빌딩1,15036,031-319-8953,37.3481553901,126.7334942325,즉석판매제조가공업,즉석판매제조가공업,,,0,N,,
,"경기도 시흥시 오이도로 167, A동 20,21,25,26호호 (정왕동, 오이도수산물직판장)","경기도 시흥시 정왕동 2003-8 오이도수산물직판장 A동 20,21호",15015,,37.3458883179,126.6882103529,즉석판매제조가공업,즉석판매제조가공업,,,,N,,
,경기도 시흥시 마유로238번길 26 (정왕동),경기도 시흥시 정왕동 1366-4 롯데마트시화점,15079,031-496-7700,37.3376271419,126.7306774357,즉석판매제조가공업,즉석판매제조가공업,,,0,N,,
,"경기도 시흥시 정왕신길로111번길 8, 103호 (정왕동, 한신A상가)",경기도 시흥시 정왕동 1872-6 한신A상가 103호,15026,031-319-1816,37.3560783299,126.7334814181,즉석판매제조가공업,즉석판매제조가공업,,,,N,,
,"경기도 시흥시 공단1대로 204, 시화유통상가 지원상가동 지1층 B112호 일부호 (정왕동)",경기도 시흥시 정왕동 1364 시화유통상가,15090,031-430-0715,37.3379338971,126.7238219689,즉석판매제조가공업,즉석판매제조가공업,,,,N,,
,"경기도 시흥시 오이도어시장로 7 (정왕동,종합어시장 A동 64호)",경기도 시흥시 정왕동 2004-3 종합어시장 A동 64호,15015,031-434-7305,37.3451101492,126.6890880534,즉석판매제조가공업,즉석판매제조가공업,,,0,N,,
,경기도 시흥시 정왕신길로49번길 8 (정왕동),경기도 시흥시 정왕동 1875-1 영남1차 상가 지하 103호,15028,031-319-1833,37.3588036068,126.7270398525,즉석판매제조가공업,즉석판매제조가공업,,,0,N,,
,"경기도 시흥시 서울대학로264번길 25, 시흥배곧 아브뉴프랑 센트럴 블루 3층 306호 일부호 (배곧동)",경기도 시흥시 배곧동 219 시흥배곧 아브뉴프랑 센트럴 블루,15011,,37.3683599517,126.7273257955,즉석판매제조가공업,즉석판매제조가공업,,,,N,,
,"경기도 시흥시 신천6길 43, 2층 일부호 (신천동)",경기도 시흥시 신천동 821-1,14947,031-311-7869,37.4372428294,126.7773495041,즉석판매제조가공업,즉석판매제조가공업,,,0,N,,
,"경기도 시흥시 군자로533번길 3-9, 가동 1층 101호 일부호 (거모동, 이림하이텍빌)",경기도 시흥시 거모동 1757-4 이림하이텍빌,15068,,37.3443440544,126.7855678576,즉석판매제조가공업,즉석판매제조가공업,,,0,N,,
,"경기도 시흥시 신천로104번길 18-1, 2층 일부호 (신천동)",경기도 시흥시 신천동 776-13 (주)메디팍스,14950,,37.4387344405,126.7884696251,즉석판매제조가공업,즉석판매제조가공업,,,,N,,
,"경기도 시흥시 서울대학로278번길 61, 서영베니스스퀘어 2층 205호 일부호 (배곧동)",경기도 시흥시 배곧동 204 서영베니스스퀘어,15011,,37.3681926149,126.7306929431,즉석판매제조가공업,즉석판매제조가공업,,,,N,,
,"경기도 시흥시 배곧1로 27-15, 지하1층 101호 일부호 (배곧동, 한라비발디캠퍼스)",경기도 시흥시 배곧동 243 한라비발디캠퍼스,15011,02-2219-4801,37.362284643,126.7122787254,즉석판매제조가공업,즉석판매제조가공업,,,,N,,
,"경기도 시흥시 장곡로 71, 분산상가동 1층 104호 (장곡동)",경기도 시흥시 장곡동 807 주님의 교회,15002,,37.3794232534,126.7807623494,즉석판매제조가공업,즉석판매제조가공업,,,0,N,,
,경기도 시흥시 옥구천동로 402 (정왕동),경기도 시흥시 정왕동 1873-3 월드아파트,15027,,37.3567512193,126.7302225709,즉석판매제조가공업,즉석판매제조가공업,,,,N,,
,"경기도 시흥시 비둘기공원2길 23, 101호 (대야동)",경기도 시흥시 대야동 552-1 101호,14911,031-313-7818,37.4406836702,126.7918537695,즉석판매제조가공업,즉석판매제조가공업,,,0,N,,
,"경기도 시흥시 측백나무길 14, 1층 일부호 (장곡동)",경기도 시흥시 장곡동 886-9,15002,,37.3825007151,126.7888431814,즉석판매제조가공업,즉석판매제조가공업,,,,N,,
,"경기도 시흥시 비둘기공원7길 71, 1층 (대야동)",경기도 시흥시 대야동 555-15,14911,,37.4400432683,126.7917806749,즉석판매제조가공업,즉석판매제조가공업,,,0,N,,
,"경기도 시흥시 수도권제1순환고속도로 105, 시흥하늘휴게소 1층 일부호 (조남동)",경기도 시흥시 조남동 산 15-1 시흥하늘휴게소(일산방향),14983,,37.3838382249,126.8554983736,즉석판매제조가공업,즉석판매제조가공업,,,0,N,,
,"경기도 시흥시 신천로 13, 1층 101호 (신천동, 하나아트빌)",경기도 시흥시 신천동 879-5 하나아트빌,14951,,37.433606512,126.791603961,즉석판매제조가공업,즉석판매제조가공업,,,0,N,,
,"경기도 시흥시 월곶중앙로 71, 센타프라자 1층 129호 (월곶동)",경기도 시흥시 월곶동 1011-15 센타프라자,14963,,37.3889758169,126.7373037111,즉석판매제조가공업,즉석판매제조가공업,,,0,N,,
,경기도 시흥시 오이도어시장로 7,경기도 시흥시 정왕동 2004-3 A동 142호,15015,031-497-3668,37.3451101492,126.6890880534,즉석판매제조가공업,즉석판매제조가공업,,,0,N,,
,"경기도 시흥시 평안상가1길 1, 시흥식자재마트 내 (정왕동)",경기도 시흥시 정왕동 1622,15062,032-521-2348,37.3388673438,126.7483320831,즉석판매제조가공업,즉석판매제조가공업,,,,N,,
,"경기도 시흥시 정왕대로 210, E MART시화점 2층 (정왕동)",경기도 시흥시 정왕동 1734-2 E MART시화점,15066,055-224-2346,37.3459328804,126.7368812651,즉석판매제조가공업,즉석판매제조가공업,,,,N,,
,"경기도 시흥시 하중로231번길 11-1, 1층 일부호 (하중동)",경기도 시흥시 하중동 871-5 유아교육사,14976,,37.391670427,126.8075434115,즉석판매제조가공업,즉석판매제조가공업,,,,N,,
,"경기도 시흥시 대은로104번길 27, 두산아파트 상가동 1층 101(일부)호 (은행동)",경기도 시흥시 은행동 542 두산아파트,14916,,37.4435775622,126.8010285723,즉석판매제조가공업,즉석판매제조가공업,,,0,N,,
,"경기도 시흥시 삼미시장1길 55, 2층 일부호 (신천동)",경기도 시흥시 신천동 744,14948,031-315-3377,37.4414884303,126.7803382642,즉석판매제조가공업,즉석판매제조가공업,,,,N,,
,"경기도 시흥시 장현능곡로 198, 롯데슈펴 1층 일부호 (능곡동)",경기도 시흥시 능곡동 737,14995,,37.3690811107,126.8119974743,즉석판매제조가공업,즉석판매제조가공업,,,,N,,
,"경기도 시흥시 정왕대로 64, 메가쇼핑몰 1층 112호 (정왕동)",경기도 시흥시 정왕동 1861-3 메가쇼핑몰,15040,031-433-0706,37.3542557561,126.7235297297,즉석판매제조가공업,즉석판매제조가공업,,,,N,,
,"경기도 시흥시 삼미시장3길 8, 함천빌딩 5층 일부호 (신천동)",경기도 시흥시 신천동 736-5 함천빌딩,14948,,37.4396835573,126.7844363539,즉석판매제조가공업,즉석판매제조가공업,,,,N,,
,"경기도 시흥시 서울대학로278번길 25-18, 다인로얄팰리스 배곧3차 3층 317호 (배곧동)",경기도 시흥시 배곧동 196-1 다인로얄팰리스 배곧3차,15011,,37.3697689118,126.729140913,즉석판매제조가공업,즉석판매제조가공업,,,,N,,
,"경기도 시흥시 장현능곡로 155, 시흥 플랑드르 2층 2035호 (능곡동)",경기도 시흥시 능곡동 871 시흥 플랑드르,15121,,37.3710186339,126.8072928232,즉석판매제조가공업,즉석판매제조가공업,,,,N,,
,"경기도 시흥시 대은로 16-6, 정화전기 1층 일부호 (은행동)",경기도 시흥시 은행동 554-2 정화전기,14919,,37.4402334747,126.793440608,즉석판매제조가공업,즉석판매제조가공업,,,,N,,
,"경기도 시흥시 하중로 195, 하중랜드빌딩 1층 일부호 (하중동)",경기도 시흥시 하중동 856-3 하중랜드빌딩,14976,,37.3942322182,126.804797183,즉석판매제조가공업,즉석판매제조가공업,,,,N,,
,"경기도 시흥시 서울대학로278번길 61, 서영베니스스퀘어 334-1호 (배곧동)",경기도 시흥시 배곧동 204 서영베니스스퀘어,15011,,37.3681926149,126.7306929431,즉석판매제조가공업,즉석판매제조가공업,,,,N,,
,"경기도 시흥시 은계번영길 2, 서미프라자 108,109호 (은행동)",경기도 시흥시 은행동 645-1 서미프라자,14922,,37.4365360072,126.8022244374,즉석판매제조가공업,즉석판매제조가공업,,,,N,,
,"경기도 시흥시 배곧전원로 18-24, 1층 일부호 (배곧동)",경기도 시흥시 배곧동 101-9 102-1호,15010,,37.3782923028,126.7286018851,즉석판매제조가공업,즉석판매제조가공업,,,,N,,
,"경기도 시흥시 금화로332번길 13-4, 1층 일부호 (산현동)",경기도 시흥시 산현동 278-3,14990,,37.3754048051,126.831750335,즉석판매제조가공업,즉석판매제조가공업,,,,N,,
,"경기도 시흥시 오이도로 173, 20호 (정왕동)",경기도 시흥시 정왕동 2003-12 B동 112호,15015,,37.3454457514,126.6880796381,즉석판매제조가공업,즉석판매제조가공업,,,0,N,,
,"경기도 시흥시 은계호수로 49, 시흥 센트럴돔 그랑트리 캐슬 1층 1183호 (은행동)",경기도 시흥시 은행동 605 시흥 센트럴돔 그랑트리 캐슬,14923,,37.4458457243,126.8020023203,즉석판매제조가공업,즉석판매제조가공업,,,,N,,
,"경기도 시흥시 연성로 83, 103호 (하상동)",경기도 시흥시 하상동 376-2 현대프라자,14977,,37.3910252793,126.8128362826,즉석판매제조가공업,즉석판매제조가공업,,,,N,,
,"경기도 시흥시 거북섬1길 18, 마리프라자Ⅱ 205호 (정왕동)",경기도 시흥시 정왕동 2703-13 마리프라자Ⅱ,15119,,37.3266983048,126.6764863461,즉석판매제조가공업,즉석판매제조가공업,,,,N,,
