사업장명,영업상태,인허가일자,도로명주소,지번주소,우편번호,전화번호,WGS84위도,WGS84경도,인허가취소일자,폐업일자,휴업시작일자,휴업종료일자,업태구분명,X좌표값,Y좌표값,문화체육업종명,문화사업자구분명,총층수,주변환경명,시설면적,지상층수,지하층수,건물용도명,통로너비,조명시설조도,노래방실수,청소년실수,비상계단여부,비상구여부,자동환기여부,청소년실여부,특수조명여부,방음시설여부,총게임기수,제공게임물명,최초등록시점,지역구분명
브이제이 노래연습장,폐업,19990717,"경기도 시흥시 중심상가로 152  (정왕동,302호)",경기도 시흥시 정왕동 1731-5 302호,15036,031-496-9697,37.3463743219,126.7326655793,,20080118,,,,176237.1305649860,427181.3013914230,노래연습장업,유통관련업,,,,,,근린생활시설,,,,,N,N,N,N,N,N,,,,
비 노래연습장,영업중,20251217,"경기도 시흥시 옥구상가4길 8-3, 2층 (정왕동)",경기도 시흥시 정왕동 1855-20 2층호,15040,,37.3517784642,126.7223809897,,,,,,175340.5789124640,427781.8839596600,노래연습장업,유통관련업,,,197.960,,,,,72.000,4,,,,,,,,,,,
비바 노래연습장,폐업,20010918,"경기도 시흥시 중심상가로 186 (정왕동,(4층))",경기도 시흥시 정왕동 1742-4 (4층),15066,031-433-0480,37.3445002827,126.7355748511,,20170928,,,,176502.5317695850,426972.2237820050,노래연습장업,유통관련업,,유흥업소밀집지역,,,,,,,3,,N,N,N,,N,N,,,,
빙고노래연습장,영업중,20031129,"경기도 시흥시 오이도로 151 (정왕동,(3층))",경기도 시흥시 정왕동 1973-16 (3층),15015,,37.3473516760,126.6886687876,,,,,,172343.8300798670,427302.7084581480,노래연습장업,유통관련업,,주택가주변,113.530,,,근린생활시설,1.00,40.000,6,,N,Y,Y,,Y,Y,,,,
빙고노래연습장,영업중,20070905,"경기도 시흥시 월곶중앙로46번길 27, 덕신빌딩 지하층 (월곶동)",경기도 시흥시 월곶동 1004-2 덕신빌딩,14966,,37.3904812017,126.7415247389,,,,,,177040.5035354190,432075.2424203150,노래연습장업,유통관련업,5,유흥업소밀집지역,150.590,4,1,근린생활시설,1.00,50.000,7,,N,N,N,,N,N,,,,일반상업지역
뻐꾸기,폐업,20030219,경기도 시흥시 호현로 9 (신천동),경기도 시흥시 신천동 706-11,14904,031-314-9698,37.4420479631,126.7834190399,,20160630,,,,180780.5916289060,437779.0257011810,노래연습장업,유통관련업,,,287.030,,,근린생활시설,,,,,N,N,N,Y,N,N,,,,
뽀마노래연습장,영업중,19950810,"경기도 시흥시 정왕천로 415 (정왕동,지층)",경기도 시흥시 정왕동 1195-7 지층,15052,,37.3446873294,126.7521465025,,,,,,177967.6543299370,426990.6544138250,노래연습장업,유통관련업,,,149.590,,,,,,6,,N,N,N,,N,N,,,,
사나이 노래연습장,폐업,20021212,경기도 시흥시 월곶해안로 133  (월곶동),경기도 시흥시 월곶동 1013-12,14963,,37.3876563066,126.7353628154,,20150402,,,,176495.4022181940,431764.8440385230,노래연습장업,유통관련업,,,225.140,,,근린생활시설,,,,,N,N,N,,N,N,,,,
사오정 노래연습장,폐업,20030220,경기도 시흥시 매화1로 3 (매화동),경기도 시흥시 매화동 199-1,14940,031-466-8672,37.4156165772,126.8147474794,,20211101,,,,183527.6888512120,434849.4758739660,노래연습장업,유통관련업,,주택가주변,233.120,,,근린생활시설,,,7,2,N,N,N,Y,N,N,,,,
사이버 노래연습장,폐업,20001227,경기도 시흥시 월곶중앙로 38  (월곶동),경기도 시흥시 월곶동 995-1,14966,031-318-0207,37.3880373624,126.7413460252,,20050607,,,,177022.4681613820,431803.3382248390,노래연습장업,유통관련업,,,,,,근린생활시설,,,,,N,N,N,N,N,N,,,,
사탕노래연습장,영업중,20021107,"경기도 시흥시 서촌상가2길 9-1 (정왕동,(2층))",경기도 시흥시 정왕동 1728-13 (2층),15036,031-434-0545,37.3469948223,126.7338334474,,,,,,176346.8673398050,427249.0865904870,노래연습장업,유통관련업,,유흥업소밀집지역,55.400,,,근린생활시설,,,2,,N,N,N,,N,N,,,,
산타페노래연습장,영업중,20100416,"경기도 시흥시 승지로59번길 1 (능곡동,4층 401,402호)","경기도 시흥시 능곡동 728 4층 401,402호",14995,,37.3692133481,126.8099408312,,,,,,183096.3022293040,429699.4946404020,노래연습장업,유통관련업,8,아파트지역,356.550,6,2,근린생활시설,1.00,40.000,7,1,Y,Y,,,,,,,,준주거지역
산타페노래연습장,영업중,20150713,"경기도 시흥시 삼미시장2길 24, 2층 (신천동)",경기도 시흥시 신천동 742-2 2층,14948,,37.4406010068,126.7826302328,,,,,,180687.3794545360,437630.3110405440,노래연습장업,유통관련업,,,172.380,,,,,,6,,,,,,,,,,,
산타페노래연습장,폐업,20051213,"경기도 시흥시 삼미시장2길 24,  202호 (신천동)",경기도 시흥시 신천동 742-2 202호,14948,,37.4406010068,126.7826302328,,20120731,,,,180687.3794545360,437630.3110405440,노래연습장업,유통관련업,,기타,142.500,,,근린생활시설,1.00,50.000,6,1,N,N,N,Y,N,N,,,,일반주거지역
산타페노래연습장,폐업,20120816,"경기도 시흥시 삼미시장2길 24 (신천동,2층 202호)",경기도 시흥시 신천동 742-2 2층 202호,14948,,37.4406010068,126.7826302328,,20150619,,,,180687.3794545360,437630.3110405440,노래연습장업,유통관련업,,기타,174.610,,,근린생활시설,,,,,,,,,,,,,,일반주거지역
상도노래연습장,영업중,20110920,경기도 시흥시 정왕시장길 52 (정왕동),경기도 시흥시 정왕동 1202-2 (209호),15052,,37.3455685452,126.7489652672,,,,,,177684.9537522750,427088.4076865390,노래연습장업,유통관련업,,,80.640,,,,,,4,,,,,,,,,,,
상하이노래연습장,영업중,20140102,"경기도 시흥시 군서로46번길 9, 지층호 (정왕동)",경기도 시흥시 정왕동 1206-1 지1층호,15052,,37.3467685567,126.7477339731,,,,,,177576.6872377660,427223.2423942630,노래연습장업,유통관련업,,,139.440,,,,,,5,,,,,,,,,,,
새롬 노래연습장,폐업,20011126,경기도 시흥시 삼미시장4길 9  (신천동),경기도 시흥시 신천동 760-14,14948,031-314-3657,37.4393714298,126.7835010839,,20200117,,,,180768.9211243670,437491.7164697330,노래연습장업,유통관련업,,,106.000,,,근린생활시설,,,,,N,N,N,N,N,N,,,,
샛별 노래연습장,폐업,20030924,"경기도 시흥시 평안상가2길 12  (정왕동,(3층))",경기도 시흥시 정왕동 1624-2 (3층),15062,,37.3378128786,126.7483538807,,20061121,,,,177627.0255452840,426229.9324505050,노래연습장업,유통관련업,,유흥업소밀집지역,,,,근린생활시설,1.00,30.000,3,,N,Y,Y,N,N,Y,,,,
�浜酉×Ы응�,영업중,20110819,"경기도 시흥시 승지로60번길 36 (능곡동,월드프라자 402호 403호)",경기도 시흥시 능곡동 744 월드프라자 402호 403호,14995,,37.3686500595,126.8107252432,,,,,,183162.3139250810,429638.9996379990,노래연습장업,유통관련업,,,219.520,,,,,,9,,,,,Y,,,,,,
�浜酉×Ы응�,영업중,20110907,"경기도 시흥시 진말로9번길 15, 201.202호 (장곡동)",경기도 시흥시 장곡동 817-1 센타빌딩,15002,,37.3781087042,126.7839713649,,,,,,180797.9906415860,430692.2517794540,노래연습장업,유통관련업,,,170.270,,,,,,8,,,,,Y,,,,,,
�浜酉×Ы응�,영업중,20130327,경기도 시흥시 오동마을로6번길 17 (정왕동),경기도 시흥시 정왕동 2321-7,15049,031-319-9649,37.3521994574,126.7428133568,,,,,,177137.6563285170,427829.6210754610,노래연습장업,유통관련업,,기타,276.520,,,근린생활시설,,,9,,,,,,,,,,,일반주거지역
�浜酉×Ы응�,영업중,20071108,"경기도 시흥시 신천3길 27-1 (신천동,2층)",경기도 시흥시 신천동 761 2층,14948,,37.4386217701,126.7832482393,,,,,,180749.1205414900,437408.6200024180,노래연습장업,유통관련업,3,주택가주변,142.200,3,,근린생활시설,1.00,50.000,6,2,N,N,N,,N,N,,,,일반주거지역
�浜酉×Ы응�,영업중,19930208,"경기도 시흥시 동서로 1111 (논곡동,외1필지 지하1층)",경기도 시흥시 논곡동 148-14 외1필지 지하1층,14984,031-405-3870,37.3880871458,126.8611215297,,,,,,187630.5939865590,431781.8035690090,노래연습장업,유통관련업,4,주택가주변,67.720,3,1,근린생활시설,1.00,40.000,4,,N,N,N,,N,N,,,,일반주거지역
�浜酉×Ы응�,영업중,20071228,"경기도 시흥시 오이도로135번길 39-1 (정왕동,3층)",경기도 시흥시 정왕동 2005-2 3층,15015,,37.3447348094,126.6882453511,,,,,,172304.5030852650,427012.6158001610,노래연습장업,유통관련업,5,주택가주변,154.450,5,,근린생활시설,2.00,50.000,5,,N,Y,N,,N,Y,,,,준주거지역
�浜酉×Ы응�,영업중,20051201,"경기도 시흥시 대골안길 58 (대야동,2층)",경기도 시흥시 대야동 487-11 2층,14909,,37.4447684229,126.7876211396,,,,,,181135.8127121170,438088.4425754610,노래연습장업,유통관련업,,기타,90.000,,,근린생활시설,1.00,50.000,5,2,N,N,N,Y,N,N,,,,일반주거지역
�浜酉×Ы응�,폐업,20120327,경기도 시흥시 오동마을로6번길 17 (정왕동),경기도 시흥시 정왕동 2321-7,15049,,37.3521994574,126.7428133568,,20130325,,,,177137.6563285170,427829.6210754610,노래연습장업,유통관련업,4,주택가주변,276.520,3,,근린생활시설,,,,,,,,,,,,,,일반주거지역
�浜酉×Ы응�,폐업,20091105,"경기도 시흥시 오동마을로6번길 17  (정왕동,3층)",경기도 시흥시 정왕동 2321-7 3층,15049,031-311-9649,37.3521994574,126.7428133568,,20110627,,,,177137.6563285170,427829.6210754610,노래연습장업,유통관련업,4,유흥업소밀집지역,276.520,4,,근린생활시설,1.00,40.000,9,1,Y,Y,,Y,,,,,,일반주거지역
�浜酉×Ы응�,폐업,20090522,"경기도 시흥시 승지로60번길 36  (능곡동,402,403호)","경기도 시흥시 능곡동 744 402,403호",14995,,37.3686500595,126.8107252432,,20110817,,,,183162.3139250810,429638.9996379990,노래연습장업,유통관련업,8,유흥업소밀집지역,219.520,6,2,근린생활시설,1.00,50.000,9,2,Y,Y,Y,Y,,,,,,준주거지역
�浜酉×Ы응�,폐업,20060113,"경기도 시흥시 진말로9번길 15  (장곡동,2층)",경기도 시흥시 장곡동 817-1 2층,15002,,37.3781087042,126.7839713649,,20110831,,,,180797.9906415860,430692.2517794540,노래연습장업,유통관련업,,기타,192.100,,,근린생활시설,1.00,50.000,8,2,N,N,N,Y,N,N,,,,일반상업지역
�浜酉×Ы응�,폐업,20110701,"경기도 시흥시 오동마을로6번길 17  (정왕동,3층)",경기도 시흥시 정왕동 2321-7 3층,15049,032-662-8947,37.3521994574,126.7428133568,,20120319,,,,177137.6563285170,427829.6210754610,노래연습장업,유통관련업,4,주택가주변,276.520,4,,근린생활시설,1.00,40.000,9,,Y,Y,,,,,,,,일반주거지역
서강 노래연습장,폐업,20010307,경기도 시흥시 비둘기공원7길 22 (대야동),경기도 시흥시 대야동 562-2,14908,031-313-6268,37.4441238072,126.7928500879,,20181220,,,,181603.2775687410,438030.2621256450,노래연습장업,유통관련업,,아파트지역,48.360,,,근린생활시설,,,4,,N,N,N,,N,N,,,,
서강노래연습장,영업중,20190107,"경기도 시흥시 비둘기공원7길 22, 서강프라자 1층 112, 113호 (대야동)",경기도 시흥시 대야동 562-3 서강프라자,14908,,37.4441238072,126.7928500879,,,,,,181586.6491477340,438013.9106771250,노래연습장업,유통관련업,,,141.180,,,,,,5,,,,,,,,,,,
선율노래연습장,영업중,20110713,"경기도 시흥시 정왕천로411번길 60 (정왕동,2층)",경기도 시흥시 정왕동 1182-5 2층,15052,,37.3476544617,126.7467202949,,,,,,177486.7013850340,427321.7921827570,노래연습장업,유통관련업,4,주택가주변,128.040,3,1,근린생활시설,1.00,40.000,4,1,,Y,,Y,,,,,,일반주거지역
선창 노래연습장,폐업,19980109,경기도 시흥시 월곶해안로 177 (월곶동),경기도 시흥시 월곶동 1015-3,14963,,37.3879892654,126.7394713122,,20200803,,,,176857.7318070120,431799.7197124710,노래연습장업,유통관련업,,,251.900,,,,,,7,,N,N,N,,N,N,,,,
설운도차차차 노래연습장,영업중,20010518,경기도 시흥시 중심상가3길 10 (정왕동),경기도 시흥시 정왕동 1737-1,15066,031-431-0140,37.3453380158,126.7368872854,,,,,,176613.3251020950,427067.1723023420,노래연습장업,유통관련업,,유흥업소밀집지역,141.020,,,,,,6,,N,N,N,Y,N,N,,,,
설탕노래연습장,영업중,20070125,"경기도 시흥시 오이도로 191 (정왕동,3층)",경기도 시흥시 정왕동 2006-12 3층,15015,,37.3438364772,126.6873744240,,,,,,172228.6781110760,426913.0812975460,노래연습장업,유통관련업,4,기타,133.380,4,,근린생활시설,1.00,40.000,6,,N,Y,N,,N,Y,,,,주거지역
세바퀴 노래연습장,영업중,20150626,"경기도 시흥시 중심상가로 155, 지하층 102호 (정왕동)",경기도 시흥시 정왕동 1728-17 지하 102호,15036,,37.3464056067,126.7333200886,,,,,,176303.4654456920,427184.8767446420,노래연습장업,유통관련업,,,108.010,,,,,,3,,,,,,,,,,,
세븐 노래연습장,폐업,20030811,"경기도 시흥시 정왕대로233번길 18  (정왕동,(2층))",경기도 시흥시 정왕동 1610 (2층),15056,,37.3464265507,126.7407600767,,20201221,,,,176959.8095326620,427185.7077862900,노래연습장업,유통관련업,,주택가주변,197.920,,,근린생활시설,1.00,60.000,8,1,N,Y,N,Y,N,N,,,,
세븐노래연습장,영업중,19990922,"경기도 시흥시 시흥대로 1091-1 (신천동,지하1층)",경기도 시흥시 신천동 880-4 지하1층,14951,,37.4334700855,126.7929051192,,,,,,181599.9853491850,436835.5710265420,노래연습장업,유통관련업,4,,81.780,,,,,,3,,N,N,N,,N,N,,,,
세븐노래연습장,폐업,20031226,"경기도 시흥시 옥구상가4길 8-3  (정왕동,(2층))",경기도 시흥시 정왕동 1855-20 (2층),15040,,37.3517784642,126.7223809897,,20061025,,,,175340.5789124640,427781.8839596600,노래연습장업,유통관련업,,유흥업소밀집지역,197.960,,,근린생활시설,1.00,40.000,4,,Y,N,Y,N,Y,Y,,,,
세븐스타 코인노래연습장 은계지구점,영업중,20200619,"경기도 시흥시 은계번영길 13, 아리테타워 2층 211-212호 (은행동)",경기도 시흥시 은행동 646-6 아리테타워,14922,,37.4373401072,126.8025447826,,,,,,182455.7240425050,437264.7933295200,노래연습장업,유통관련업,,,144.550,,,,,,20,,,,,Y,,,,,,
세븐스타코인노래연습장,영업중,20170810,"경기도 시흥시 배곧3로 96, 313호 (배곧동, M-플러스)",경기도 시흥시 배곧동 199-1 313호,15011,,37.3697764139,126.7302927867,,,,,,176020.2675773410,429797.3948219870,노래연습장업,유통관련업,11,,149.160,9,2,근린생활시설,,64.000,19,19,,Y,,Y,,,,,,일반상업지역
세븐스타코인노래연습장,영업중,20180629,"경기도 시흥시 승지로60번길 32, 성광프라자 2층 (능곡동)",경기도 시흥시 능곡동 751 성광프라자,14995,,37.3684565045,126.8115401451,,,,,,183235.9079648230,429615.6415405040,노래연습장업,유통관련업,,,221.100,,,,,,21,,,,,Y,,,,,,
세븐스타코인노래연습장 배곧신도시2호점,영업중,20190614,"경기도 시흥시 배곧3로 96, M-플러스 3층 305-1호 (배곧동)",경기도 시흥시 배곧동 199-2 M-플러스,15011,,37.3697764139,126.7302927867,,,,,,176060.7069230150,429766.4175745640,노래연습장업,유통관련업,,,97.600,,,,,,15,,,,,Y,,,,,,
세븐스타코인노래연습장 시흥능곡역점,영업중,20220705,"경기도 시흥시 능곡번영길 25, 아리테브릿지 2층 207호 (능곡동)",경기도 시흥시 능곡동 211-3,14999,,37.3695760582,126.8072270318,,,,,,182858.8065686650,429713.1480765980,노래연습장업,유통관련업,,,122.760,,,,,,15,,,,,Y,,,,,,
세븐스타코인노래연습장 시흥은행점,영업중,20231207,"경기도 시흥시 대은로 92, 대양빌딩 202호 (은행동)",경기도 시흥시 은행동 531-5 대양빌딩,14917,,37.4449334866,126.7986419146,,,,,,182111.2694027460,438106.4934493610,노래연습장업,유통관련업,,,,,,,,,15,15,,,,Y,,,,,,
세종 노래연습장,폐업,19981223,"경기도 시흥시 함송로 24  (정왕동,세종프라자 204호)",경기도 시흥시 정왕동 1882-4 세종프라자 204호,15020,031-499-4045,37.3632151301,126.7303936899,,20051101,,,,176034.1460091850,429060.8606738410,노래연습장업,유통관련업,,,,,,근린생활시설,,,,,N,N,N,N,N,N,,,,
센스노래연습장,폐업,20040614,"경기도 시흥시 서촌상가2길 9  (정왕동,3층)",경기도 시흥시 정왕동 1728-12 3층,15036,,37.3471398360,126.7339561665,,20180124,,,,176358.9747109330,427264.8675474900,노래연습장업,유통관련업,,유흥업소밀집지역,153.940,,,근린생활시설,,,,,,,,,,,,,,일반상업지역
소리골 노래연습장,폐업,19990227,경기도 시흥시 중심상가로 180  (정왕동),경기도 시흥시 정왕동 1742-1,15066,031-497-8819,37.3447415204,126.7352449989,,20080226,,,,176468.6872390960,426998.4930011210,노래연습장업,유통관련업,,,,,,근린생활시설,,,,,N,N,N,N,N,N,,,,
소리노래연습장,영업중,20030220,경기도 시흥시 시흥대로 1083 (신천동),경기도 시흥시 신천동 883-2,14951,031-314-4949,37.4325772496,126.7928230935,,,,,,181594.9900224620,436735.6000773480,노래연습장업,유통관련업,,,51.250,,,근린생활시설,,,1,,N,N,N,,N,N,,,,
소리노래연습장,영업중,20241210,"경기도 시흥시 대골안길 86, 동진빌딩 지하1층 (대야동)",경기도 시흥시 대야동 498-12 동진빌딩,14909,,37.4423531395,126.7861857493,,,,,,181005.0352472180,437816.0257383010,노래연습장업,유통관련업,,,125.980,,1,,,,4,0,,,,,,,,,,
소리쳐노래연습장,직권말소,20100607,"경기도 시흥시 마유로418번길 12  (정왕동,2층)",경기도 시흥시 정왕동 2327-4 2층,15049,,37.3513937486,126.7422681959,,20110721,,,,177093.5653600250,427737.4806054010,노래연습장업,유통관련업,3,주택가주변,295.560,3,,근린생활시설,1.00,40.000,9,,Y,Y,,,,,,,,일반주거지역
솔솔 노래연습장,영업중,19980824,경기도 시흥시 신천로44번안길 24 (신천동),경기도 시흥시 신천동 775-5,14950,031-312-5666,37.4378810840,126.7874603537,,,,,,181120.8949280800,437326.4553253610,노래연습장업,유통관련업,,,114.390,,,근린생활시설,,,1,,N,N,N,,N,N,,,,
