indutype_nm,cmpnm_nm,signgu_nm,emd_nm,roadnm_addr,lotno_addr,detail_addr,rprs_telno_info,opr_hr_info,sat_opr_hr,sun_opr_hr,restday_info,image_nm,dat_crtr_ymd,refine_wgs84_lat,refine_wgs84_logt
동물미용업,개두방정,양주시,고읍동,경기 양주시 고덕로 219,경기도 양주시 고읍동 340-6번지,1층,0507-1365-7790,00:00~24:00,00:00~24:00,00:00~24:00,연중무휴,313126052029_1.jpeg,20221123,37.8036479692,127.0645290151
동물미용업,코코스퀘어,남양주시,다산동,경기 남양주시 다산순환로 50-22 B관 1층,경기도 남양주시 다산동 6142,1층,031-8078-2135,10:30~21:00,,,,313113058115_1.jpeg,20221112,37.6152301139,127.15295708
동물미용업,묘신사,광명시,일직동,경기도 광명시 일직로 22 효성해링턴 2층 221호,경기도 광명시 일직동 509-1번지,,***-****-****,10:00~21:00,,,월요일,313106067022_1.jpeg,20221019,37.4222991321,126.8841687877
동물위탁관리업,멍언니 쌀롱,군포시,도마교동,경기도 군포시 송부로74번길 25-6,경기도 군포시 도마교동 477-3번지,,0507-1421-9034,10:00~20:00,10:00~20:00,10:00~20:00,연중무휴,323116062006_1.jpeg,20221115,37.3154391509,126.9230741282
동물미용업,푸른펫살롱,화성시,능동,"경기도 화성시 여울로2길 30, 102호 (능동)",경기도 화성시 능동 1138-3 102호,,031-613-2647,10:00~18:00,10:00~18:00,10:00~18:00,화요일,313124062022_1.jpeg,20221107,37.2045332727,127.052635212
동물미용업,Puppy's hair(퍼피스헤어),안양시 만안구,석수동,경기도 안양시 만안구 와룡로 13 1층 퍼피스헤어,경기도 안양시 만안구 석수동 774-1 101호,,0507-1329-7054,10:00~19:00,10:00~19:00,10:00~19:00,월요일,313104162007_1.jpeg,20221205,37.4055151107,126.8980571893
동물미용업,콩쥐애견,용인시 기흥구,영덕동,경기도 용인시 기흥구 흥덕2로 65번길 12-13,경기도 용인시 기흥구 영덕동 992-5번지,,031-215-8244,11:00~20:00,,,,313119263073_1.jpeg,20221205,37.2739341132,127.0727309703
동물위탁관리업,안양비산동물병원,안양시 만안구,안양동,경기도 안양시 만안구 태평로52번길 37,경기도 안양시 만안구 안양동 154-1,,031-446-6575,10:00~21:00,10:00~19:00,10:00~19:00,연중무휴,323104157009_1.jpeg,20221205,37.3960703845,126.9311558832
동물위탁관리업,루비펫살롱,시흥시,장현동,"경기도 시흥시 시청로68번길 30, 1층 (장현동, 이즈라이프)",경기도 시흥시 장현동 548-3,1층,***-****-****,09:00~19:00,09:00~19:00,09:00~19:00,연중무휴,323115070058_1.jpeg,20221109,37.3820403906,126.8023569656
동물미용업,디어독,화성시,영천동,"경기도 화성시 동탄대로 599, 지엘프라자 2층 204호 (영천동)",경기도 화성시 영천동 658-1 204호,,0507-1414-8312,10:00~19:00,10:00~19:00,,일요일,313124065095_1.jpeg,20221024,37.2071849013,127.0983288314
동물위탁관리업,멍그루밍,용인시 기흥구,동백동,경기도 용인시 기흥구 평촌2로 2번길 8-1,경기도 용인시 기흥구 동백동 619-4번지,,031-283-3536,10:00~19:00,10:00~19:00,,일요일,323119267012_1.jpeg,20221205,37.282535917,127.1534753257
동물미용업,카페험프리즈,평택시,팽성읍,경기도 평택시 팽성읍 팽성남로 301,경기도 평택시 팽성읍 신대리 143-2,1층,031-691-1006,08:30~19:00,08:30~19:00,08:30~19:00,월요일,313107011092_1.jpeg,20221028,36.949688379,127.0062726467
동물위탁관리업,갱스터도그,용인시 수지구,상현동,경기도 용인시 수지구 광교호수로378번길 4-6 (상현동),경기도 용인시 수지구 상현동 1157-1번지,,031-212-5077,,,,,323119358064_1.jpeg,20221205,37.2978746297,127.0801552407
동물미용업,펫살롱,화성시,영천동,"경기도 화성시 동탄영천로 108-10, 상가동 1층 (영천동, 동탄2 LH2단지)",경기도 화성시 영천동 514-5 동탄2 LH2단지,,0507-1363-2559,10:00~18:00,10:00~13:00,휴무,일요일,313124065093_1.jpeg,20221027,37.2124591977,127.1067085466
동물미용업,그루멍,파주시,목동동,경기도 파주시 가재울로 100-3 일부,경기도 파주시  목동동 760,1층,0507-1324-5314,10:00~19:00,10:00~19:00,10:00~19:00,월요일,313120057054_1.jpeg,20221115,37.730813761,126.7480531301
동물위탁관리업,멍블리(애견미용호텔),이천시,창전동,경기도 이천시 이섭대천로 1229 아이에스타워 305호,경기도 이천시 창전동 165-1,3층,0507-1347-9825,10:00~20:00,10:00~20:00,10:00~20:00,연중무휴,323121051016_1.jpeg,20221025,37.2801285355,127.4465192071
동물위탁관리업,365동판교동물병원,성남시 분당구,백현동,경기도 성남시 분당구 판교역로14번길 20 201호 (백현동),경기도 성남시 분당구 백현동 564-5번지,,031-781-7582,,,,,323102376050_1.jpeg,20221205,37.3854789582,127.1114434277
동물위탁관리업,도그마루 강아지고양이 남양주점,남양주시,다산동,경기 남양주시 다산중앙로123번길 7-26 202호,경기도 남양주시 다산동 6087,2층,070-4349-4551,12:00~21:00,12:00~21:00,12:00~21:00,,323113058036_1.jpeg,20221112,37.6231865382,127.1521268497
동물위탁관리업,묘미앤,하남시,망월동,경기도 하남시 미사강변중앙로 181 221호,경기도 하남시 망월동 1098-3번지 221호,,0507-1319-4628,10:30~23:00,10:30~23:00,10:30~23:00,연중무휴,,,37.5625951538,127.1899555095
동물위탁관리업,김동물병원,안산시 상록구,성포동,경기도 안산시 상록구 화랑로 501,경기도 안산시 상록구 성포동 583-5번지,,031-480-4474,,,,,323109162026_1.jpeg,20221026,37.3208852591,126.843835773
동물미용업,쿤이수염을쫓아(비마이독),평택시,안중읍,경기도 평택시 안중읍 서동대로 1464,경기도 평택시 안중읍 현화리 640-4,1층,0507-1434-8313,10:00~20:00,10:00~20:00,10:00~20:00,연중무휴,313107012056_1.jpeg,20221021,36.9898118847,126.9132829131
동물위탁관리업,리드펫,남양주시,다산동,경기 남양주시 다산중앙로20번길 10-52,경기도 남양주시 다산동 6157-7,1층,031-554-2547,10:00~19:00,10:00~19:00,10:00~19:00,수요일,323113058025_1.jpeg,20221112,37.614556038,127.1566993659
동물미용업,GROOMING107,이천시,부발읍,경기도 이천시 부발읍 무촌로 156,경기도 이천시 부발읍 무촌리 230-5,1층,0507-1326-8445,10:00~20:00,10:00~20:00,10:00~20:00,월요일,313121012004_1.jpeg,20221102,37.2857017652,127.4892489261
동물미용업,밀레쥬,안성시,공도읍,경기 안성시 공도읍 서동대로 4335,경기도 안성시 공도읍 만정리 306-1,1층,031-654-4785,09:30~22:00,09:30~22:00,11:00~22:00,연중무휴,313122011002_1.jpeg,20221027,37.0058507959,127.1842284489
동물위탁관리업,나나 펫 살롱,용인시 기흥구,청덕동,경기도 용인시 기흥구 구성로 312,경기도 용인시 기흥구 청덕동 406-5번지,,031-287-0905,10:00~21:00,10:00~21:00,10:00~21:00,,323119256056_1.jpeg,20221205,37.2903481564,127.143409835
동물미용업,베스트 애견,수원시 장안구,조원동,"경기도 수원시 장안구 금당로9번길 64 (조원동, 시온빌)",경기도 수원시 장안구 조원동 851-6 시온빌,,031-258-5556,10:00~16:00,휴무,휴무,"토요일, 일요일",313101160037_1.jpeg,20221031,37.3038170237,127.0125427084
동물미용업,강아지마을,시흥시,정왕동,"경기도 시흥시 오동마을로6번길 4, C.M건축자재 백화점 (정왕동)",경기도 시흥시 정왕동 2320-2번지,1층,0507-1349-0289,00:00~24:00,00:00~24:00,00:00~24:00,연중무휴,313115064086_1.jpeg,20221118,37.3529327465,126.7419027019
동물미용업,갤럭시펫 애견미용,화성시,반월동,경기도 화성시 영통로 23 (반월동),경기도 화성시 반월동 135-10,2층,0507-1355-2972,10:00~21:00,10:00~21:00,10:00~21:00,,313124055051_1.jpeg,20221030,37.2327814913,127.064260282
동물미용업,쿨펫동물병원 동백점,용인시 기흥구,중동,경기도 용인시 기흥구 동백죽전대로 444,경기도 용인시 기흥구 중동 833번지,동백이마트 계산대 맞은편,031-679-0551,,,,,313119268081_1.jpeg,20221205,37.2779963615,127.1515897965
동물미용업,(주)베프,이천시,마장면,경기도 이천시 중부대로 713-5,경기도 이천시 마장면 표교리 147,,,,,,,313121034025_1.jpeg,20221029,37.2497130825,127.4126226336
동물미용업,부르주화 펫,양주시,광사동,경기도 양주시 고읍로 118-16 유승한내들9단지 상가 2층,경기도 양주시 광사동 658,2층,0507-1319-1402,09:30~19:00,09:30~19:00,휴무,일요일,313126052007_1.jpeg,20221205,37.7943067337,127.0809282104
동물위탁관리업,Scissoring made,남양주시,다산동,경기도 남양주시 가운로2길 41 상가 102호,경기도 남양주시 다산동 674,1층,0507-1355-9651,11:00~19:00,11:00~19:00,11:00~19:00,금요일,323113059041_1.jpeg,20221116,37.6019539726,127.1562701423
동물위탁관리업,몽띠끄,남양주시,다산동,경기 남양주시 다산중앙로123번길 22-16 샤르망 프라자 3층 304호,경기도 남양주시 다산동 6060-1,3층,,10:00~20:00,10:00~20:00,10:00~20:00,화요일,323113058026_1.jpeg,20221112,37.6243739204,127.1513167261
동물위탁관리업,아이러브독,평택시,팽성읍,"경기도 평택시 팽성읍 안정순환로 253, 1층",경기도 평택시 팽성읍 안정리 165-36,1층,031-653-0688,10:00~20:00,10:00~20:00,10:00~20:00,연중무휴,323107011040_1.jpeg,20221026,36.9607691862,127.0498978788
동물미용업,똘이랑쩡아 애견미용,평택시,통복동,경기도 평택시 원평로105번길 10-15 (통복동),경기도 평택시 통복동 287-4,1층,0507-1325-0303,10:00~19:00,10:00~19:00,휴무,일요일,313107060086_1.jpeg,20221109,36.994004953,127.0793142306
동물미용업,가나동물병원,성남시 수정구,신흥동,"경기도 성남시 수정구 수정로 160 (신흥동, 신흥상가)",경기도 성남시 수정구 신흥동 5536번지,,031-721-7582,,,,일요일,313102151011_1.jpeg,20221205,37.4424845762,127.1378393789
동물미용업,몽슈,파주시,와동동,"경기 파주시 가온로 243 501동 지층 105호(와동동, 가람마을10단 지 동양엔파트월드메르디앙)",경기도 파주시 와동동 1356 가람마을10단지 동양엔파트월드메르디앙,1층,0507-1361-1939,10:00~19:00,10:00~19:00,10:00~19:00,연중무휴,313120056001_1.jpeg,20221101,37.7253585157,126.7533621506
동물위탁관리업,피플앤펫,성남시 분당구,판교동,경기도 성남시 분당구 서판교로 36 (판교동),경기도 성남시 분당구 판교동 577-3번지,,031-8017-5558,,,,,323102375019_1.jpeg,20221205,37.3899675687,127.0978866238
동물위탁관리업,아띠,시흥시,정왕동,"경기도 시흥시 정왕천로369번길 59-7, 102호 (정왕동)",경기도 시흥시 정왕동 1592-11번지,,031-488-8991,10:00~19:00,10:00~19:00,10:00~19:00,수요일,323115065047_1.jpeg,20221118,37.3442815559,126.7436154194
동물미용업,에덴동물병원,수원시 팔달구,매교동,경기도 수원시 팔달구 정조로 685 (매교동),경기도 수원시 팔달구 매교동 141-4,,031-224-2470,09:30~19:30,휴무,휴무,"토요일,일요일",313101367002_1.jpeg,20221205,37.2695925891,127.0172749547
동물위탁관리업,해피독 트레이닝 스쿨,하남시,망월동,"경기도 하남시 미사강변한강로136번안길 9 1층 (망월동, 다온)",경기도 하남시 망월동 843-6번지 1층 다온,,***-****-****,08:00~20:00,,,"토요일,일요일",323118063025_1.jpeg,20221116,37.5753225317,127.1900612967
동물위탁관리업,이리온동물메디컬센터,용인시 처인구,역북동,경기도 용인시 처인구 중부대로 1307,경기도 용인시 처인구 역북동 428-12번지,,031-334-6125,09:00~22:00,09:00~22:00,09:00~22:00,연중무휴,323119152097_1.jpeg,20221205,37.2362245103,127.1901472075
동물미용업,행복한 강아지,안양시 만안구,안양동,경기도 안양시 만안구 병목안로 91,경기도 안양시 만안구 안양동 762-1,,,10:30~21:00,10:30~21:00,10:30~21:00,연중무휴,313104159029_1.jpeg,20221205,37.3943750312,126.9125618109
동물위탁관리업,모찌네호캉스,성남시 중원구,성남동,경기도 성남시 중원구 산성대로 202 성남빌딩 4층,경기도 성남시 중원구 성남동 2147번지 한얼빌딩,4층,***-****-****,10:00~21:00,,10:00~21:00,,323102251005_1.jpeg,20221205,37.4370949601,127.1409852427
동물미용업,라프's 애견 미용실,평택시,고덕면,경기도 평택시 고덕면 고덕북로 270,경기도 평택시 고덕면 두릉리 296-4,1층,,13:00~20:00,11:00~20:00,11:00~20:00,"수요일,목요일",313107033003_1.jpeg,20221031,37.0671989194,127.0171769954
동물위탁관리업,강아지 이발소,동두천시,송내동,"경기도 동두천시 중앙로7번길 24, 1층 (송내동)",경기도 동두천시 송내동 678-4,1층,031-858-9796,10:00~20:00,10:00~20:00,10:00~20:00,수요일,323108061007_1.jpeg,20221205,37.8819557052,127.0530720056
동물위탁관리업,평택 골드독 강아지 고양이,평택시,평택동,"경기도 평택시 평택로 68, 1층 (평택동)",경기도 평택시 평택동 60-34,,031-618-8979,10:00~20:00,10:00~19:00,10:00~19:00,연중무휴,,20221028,36.9931529075,127.0856683296
동물미용업,도그스타 동물병원,수원시 권선구,호매실동,경기도 수원시 권선구 호매실로218번길 124 2층,경기도 수원시 권선구 호매실동 1375-1,,031-291-8896,10:30~18:00,10:30~18:00,10:30~18:00,연중무휴,313101266070_1.jpeg,20221205,37.2661239298,126.961255301
동물미용업,하나애견,안산시 상록구,건건동,경기도 안산시 상록구 건건로 61,경기도 안산시 상록구 건건동 642-13번지,,031-501-0311,,,,,313109171002_1.jpeg,20221102,37.3065332976,126.9030448766
동물미용업,이편한도그,성남시 중원구,하대원동,"경기도 성남시 중원구 둔촌대로 303, 1층 (하대원동)",경기도 성남시 중원구 하대원동 136-4번지,1층,031-756-3353,,,,,313102260022_1.jpeg,20221128,37.4303397476,127.1517213895
동물미용업,강아지마을,용인시 수지구,동천동,"경기도 용인시 수지구 문인로54번길 2 1층 (동천동, 수지하우비)",경기도 용인시 수지구 동천동 887번지 1층,,031-264-3424,,,,,313119356013_1.jpeg,20221128,37.3335477204,127.0971941751
동물미용업,정왕동 애견용품 창고형 할인매장(비제이코리아),시흥시,정왕동,"경기도 시흥시 오동마을로6번길 4, C.M건축자재 백화점 (정왕동)",경기도 시흥시 정왕동 2320-2번지,,031-520-0289,10:00~22:00,10:00~22:00,10:00~22:00,연중무휴,313115064071_1.jpeg,20221122,37.3529327465,126.7419027019
동물미용업,핑크펫샵,파주시,와동동,"경기도 파주시 한마음2길 34, 핑크펫샵 (금촌동)",경기도 파주시 금촌동 957-2 핑크펫샵,1층,031-943-0807,11:00~20:00,11:00~20:00,11:00~20:00,월요일 휴무,313120052008_1.jpeg,20221102,37.756844602,126.7726284388
동물미용업,덕계동물병원,양주시,회정동,경기 양주시 평화로 1557 2층,경기도 양주시 회정동 347번지,2층,0507-1313-7588,10:00~19:00,10:00~19:00,10:00~17:00,수요일,313126054027_1.jpeg,20221102,37.8281658647,127.0530898264
동물미용업,퍼피루시드앤로던트클럽,고양시 덕양구,향동동,경기도 고양시 덕양구 꽃마을로 4 퍼스트타워 310호,경기도 고양시 덕양구 향동동 529,3층,0507-1349-2491,10:00~19:00,10:00~19:00,10:00~19:00,연중무휴,313110167039_1.jpeg,20221116,37.5989345801,126.8924015047
동물미용업,멍멍이 이발소,부천시,소사본동,"경기도 부천시 은성로67번길 13, 1층 (소사본동)",경기도 부천시 소사본동 158-44,1층,032-341-0010,10:00~19:00,10:00~19:00,10:00~19:00,월요일,313105093020_1.jpeg,20221028,37.4758744809,126.7982171435
동물미용업,강아지의 품격,고양시 일산동구,백석동,경기 고양시 일산동구 경의로 19 현대밀라트c동 101호 강아지의품격,경기도 고양시 일산동구 백석동 1317,1층,031-903-8448,10:00~19:30,10:00~19:30,,"일요일,월요일",313110361069_1.jpeg,20221107,37.6380438286,126.7892140133
동물위탁관리업,비비컷,안양시 동안구,평촌동,경기도 안양시 동안구 귀인로190번길 61-26 지하 1층,경기도 안양시 동안구 평촌동 919-8,,0507-1384-1011,10:00~19:00,10:00~19:00,10:00~19:00,화요일,323104261012_1.jpeg,20221205,37.3834879681,126.9621337187
동물위탁관리업,개편한세상,의정부시,민락동,경기도 의정부시 민락동 550-4 민락e-편한세상 상가 2층,경기도 의정부시 승지로 27 민락e-편한세상 상가 2층,2층,031-852-5440,10:00~20:00,10:00~20:00,10:00~20:00,연중무휴,323103070007_1.jpeg,20221123,37.7376526605,127.0920297851
